Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption
Middle Africa,1967,0,0,Africa,,0.089429246,0.0005949,0.008023705,27235514166.6666
Western Africa,1967,0,0,Africa,,0.173810352,0.006356141,0.008825777,52497852777.7776
Other Northern Africa,1967,0,0,Africa,,0.070995997,0.0003312,0.000636248,19989845833.3333
Other Southern Africa,1967,0,0,Africa,,0.009177253,0,0.0022188,3165570277.77777
Australia,1967,-25.274398,133.775136,Asia Pacific,AUS,0.84379596,0.00014148,0.7749,449677066666.665
Bangladesh,1967,23.684994,90.356331,Asia Pacific,BGD,0,0,0,0
China,1967,35.86166,104.195397,Asia Pacific,CHN,0.589294243,0.052973451,4.5552384,1443751692777.77
China Hong Kong SAR,1967,22.32789401,114.1798757,Asia Pacific,HKG,0.117735314,0,0.00355878,33692803888.8888
India,1967,20.593684,78.96288,Asia Pacific,IND,0.609696821,0.012811608,1.509426905,592204259444.443
Indonesia,1967,-0.789275,113.921327,Asia Pacific,IDN,0.242650076,0.02276442,0.004647348,75017178888.8887
Japan,1967,36.204824,138.252924,Asia Pacific,JPN,5.104686088,0.0697896,2.387500929,2100549060277.77
Malaysia,1967,4.210484,101.975766,Asia Pacific,MYS,0.115072147,0,0.000502416,32104045277.7777
New Zealand,1967,-40.900557,174.885971,Asia Pacific,NZL,0.13662651,0,0.061169148,54943238333.3332
Pakistan,1967,30.375321,69.345116,Asia Pacific,PAK,0.185572446,0.07009992,0.046808424,84022441666.6664
Philippines,1967,12.879721,121.774017,Asia Pacific,PHL,0.220081495,0,0.001367493,61513607777.7776
Singapore,1967,1.352083,103.819836,Asia Pacific,SGP,0.236596061,0,0.000125604,65756018055.5554
South Korea,1967,36.61375976,127.7174212,Asia Pacific,KOR,0.141325715,0,0.223951932,101466013055.555
Sri Lanka,1967,7.873054,80.771797,Asia Pacific,LKA,0.020709832,0,0,5752731111.11109
Taiwan,1967,23.69781,120.960515,Asia Pacific,TWN,0.129934315,0.01204164,0.126148284,74478955277.7776
Thailand,1967,15.870032,100.992541,Asia Pacific,THA,0.130622947,0,0.004856688,37633231944.4443
Vietnam,1967,14.058324,108.277199,Asia Pacific,VNM,0.207548706,0,0.043260901,69669335277.7776
Other Asia Pacific,1967,0,0,Asia Pacific,,0.156239783,0.016387324,0.532011973,195733077777.777
Other S. & Cent. America,1967,0,0,S. & Cent. America,,0,0,0,0
Syria,1967,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1967,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1967,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1967,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1967,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1967,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1967,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1967,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1967,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1967,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1967,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1967,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1967,0,0,Africa,,0,0,0,0
Brunei,1967,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1967,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1967,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1967,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1967,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1967,0,0,Africa,COD,0,0,0,0
Serbia,1967,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1967,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1967,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1968,56.130366,-106.346771,North America,CAN,2.771255143,1.00987479,0.683746308,1240243400277.77
Mexico,1968,23.634501,-102.552784,North America,MEX,0.78402204,0.282931513,0.039623,307382375833.332
US,1968,37.09024,-95.712891,North America,USA,26.84865992,18.24053399,12.35907529,15957852555555.5
Argentina,1968,-38.416097,-63.616672,S. & Cent. America,ARG,1.068376182,0.18719847,0.027428527,356389771944.443
Brazil,1968,-14.235004,-51.92528,S. & Cent. America,BRA,0.864706162,0.002582243,0.080051616,263150005833.333
Chile,1968,-35.675147,-71.542969,S. & Cent. America,CHL,0.180379877,0.017595,0.0502416,68949021388.8887
Colombia,1968,4.570868,-74.297333,S. & Cent. America,COL,0.212734294,0.04237695,0.084280284,94275424444.4442
Ecuador,1968,-1.831239,-78.183406,S. & Cent. America,ECU,0.038419712,0,0,10672142222.2222
Peru,1968,-9.189967,-75.015152,S. & Cent. America,PER,0.203854294,0.01431045,0.002129057,61192722499.9998
Trinidad & Tobago,1968,10.691803,-61.222503,S. & Cent. America,TTO,0.085567635,0.0559638,0,39314287499.9999
Venezuela,1968,6.42375,-66.58973,S. & Cent. America,VEN,0.440543919,0.32099868,0.000962964,211807100833.333
Central America,1968,0,0,S. & Cent. America,,0.183038469,0,6.77E-05,50862824722.2221
Other Caribbean,1968,0,0,S. & Cent. America,,0.82912739,0.0001053,0.0020934,230923913888.888
Other South America,1968,0,0,S. & Cent. America,,0.112114798,0.00237768,0.00103414,32090727222.2221
Austria,1968,47.516231,14.550072,Europe,AUT,0.318477842,0.069224291,0.189985265,160468721666.666
Belgium,1968,50.503887,4.469936,Europe,BEL,0.886173174,0.0442764,0.741831042,464522393333.332
Bulgaria,1968,42.733883,25.48583,Europe,BGR,0.26761719,0.01408104,0.305385192,163078728333.333
Croatia,1968,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1968,35.08620251,-33.15948469,Europe,CYP,0.023138106,0,0,6427251666.66665
Czech Republic,1968,49.817492,15.472962,Europe,CZE,0.229824537,0.0239445,1.476223812,480553569166.665
Denmark,1968,56.26392,9.501785,Europe,DNK,0.580363146,0,0.134613994,198604761111.111
Estonia,1968,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1968,61.92411,25.748151,Europe,FIN,0.350016139,0,0.078439028,119015324166.666
France,1968,46.227638,2.213749,Europe,FRA,3.061553918,0.259763391,1.523379059,1345748991111.11
Germany,1968,51.165691,10.451526,Europe,DEU,4.792041839,0.283931064,6.139580504,3115431501944.44
Greece,1968,39.074208,21.824312,Europe,GRC,0.247294999,0,0.09504036,95093155277.7775
Hungary,1968,47.162494,19.503304,Europe,HUN,0.19411396,0.0980244,0.375095412,185342714444.444
Iceland,1968,64.963051,-19.020835,Europe,ISL,0.022569527,0,0.000122318,6303290277.77776
Ireland,1968,53.41291,-8.24389,Europe,IRL,0.142934461,0,0.193890708,93562546944.4442
Italy,1968,41.87194,12.56738,Europe,ITA,2.958675598,0.3718566,0.398667096,1035888692777.77
Latvia,1968,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1968,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1968,49.61682412,6.124983395,Europe,LUX,0.049109884,0,0.103543751,42403787499.9999
Netherlands,1968,52.132633,5.291266,Europe,NLD,1.273529229,0.306,0.308,524313674722.221
North Macedonia,1968,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1968,60.472024,8.468946,Europe,NOR,0.28226274,0,0.031445003,87141039722.222
Poland,1968,51.919438,19.145136,Europe,POL,0.32755709,0.1230912,2.693033496,873244940555.553
Portugal,1968,39.399872,-8.224454,Europe,PRT,0.133332579,0,0.022650588,43328657499.9999
Romania,1968,45.943161,24.96676,Europe,ROU,0.37919973,0.636076444,0.238823193,348360935277.777
Slovakia,1968,48.17856255,-17.37553815,Europe,SVK,0.132130303,0.0320814,0.259624396,117732249722.222
Slovenia,1968,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1968,40.463667,-3.74922,Europe,ESP,0.911882162,0,0.386525376,360668760555.555
Sweden,1968,60.128161,18.643501,Europe,SWE,1.053756581,0,0.077235532,314164475833.332
Switzerland,1968,46.818188,8.227512,Europe,CHE,0.442557567,0,0.0352,132710435277.777
Turkey,1968,38.963745,35.243322,Europe,TUR,0.25453196,0,0.16475058,116467372222.222
Ukraine,1968,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1968,55.378051,-3.435973,Europe,GBR,3.886185113,0.114676452,4.3731126,2326103934722.22
Other Europe,1968,0,0,Europe,,0.292511765,0.02202831,0.337931231,181242029444.444
Azerbaijan,1968,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1968,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1968,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1968,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1968,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1968,0,0,CIS,,8.932017848,5.80897456,12.99229333,7703690482777.76
Uzbekistan,1968,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1968,0,0,CIS,,0,0,0,0
Iran,1968,32.427908,53.688046,Middle East,IRN,0.394100846,0.033023948,0.011806776,121925436111.111
Iraq,1968,33.223191,43.679291,Middle East,IRQ,0.070517481,0.016587,0,24195689166.6666
Israel,1968,31.046051,34.851612,Middle East,ISR,0.186669056,0.004938974,0,53224452777.7776
Kuwait,1968,29.31166,47.481766,Middle East,KWT,0.205402143,0.1141938,0,88776650833.3331
Oman,1968,21.512583,55.923255,Middle East,OMN,0.021682377,0,0,6022882499.99998
Qatar,1968,25.3182235,-51.20661467,Middle East,QAT,0.004030791,0.01915164,0,6439564166.66665
Saudi Arabia,1968,23.885942,45.079162,Middle East,SAU,0.846210771,0.0376542,0,245518047499.999
United Arab Emirates,1968,23.7479278,-54.10908829,Middle East,ARE,0.003940967,0.02106,0,6944713055.55554
Other Middle East,1968,0,0,Middle East,,0.275065927,0.0094797,0.000278659,79117857222.222
Algeria,1968,28.033886,1.659626,Africa,DZA,0.072602285,0.0283437,0.00230274,28680201388.8888
Egypt,1968,26.820553,30.802498,Africa,EGY,0.26855913,0.0019404,0.018380052,80244328333.3331
Morocco,1968,31.791702,-7.09262,Africa,MAR,0.07167292,0.00175077,0.0104406,23295636111.111
South Africa,1968,-30.559482,22.937506,Africa,ZAF,0.312155991,0,1.097737092,391636967499.999
Eastern Africa,1968,0,0,Africa,,0.268789147,3.33E-05,0.093981013,100778738888.889
Middle Africa,1968,0,0,Africa,,0.091856546,0.0008775,0.008786474,28200144444.4444
Western Africa,1968,0,0,Africa,,0.173505846,0.005162021,0.001527651,50054310555.5554
Other Northern Africa,1968,0,0,Africa,,0.080931839,0.0003726,0.000781857,22801748888.8888
Other Southern Africa,1968,0,0,Africa,,0.009393967,0,0.002709,3361935277.77777
Australia,1968,-25.274398,133.775136,Asia Pacific,AUS,0.919025956,0.00109647,0.7981,477284007222.221
Bangladesh,1968,23.684994,90.356331,Asia Pacific,BGD,0,0,0,0
China,1968,35.86166,104.195397,Asia Pacific,CHN,0.644524472,0.05079646,4.52132532,1449068403333.33
China Hong Kong SAR,1968,22.32789401,114.1798757,Asia Pacific,HKG,0.128587174,0,0.002553948,36428089444.4443
India,1968,20.593684,78.96288,Asia Pacific,IND,0.683175224,0.01423512,1.561768981,627549812499.998
Indonesia,1968,-0.789275,113.921327,Asia Pacific,IDN,0.256677499,0.02312982,0.003475044,78689545277.7775
Japan,1968,36.204824,138.252924,Asia Pacific,JPN,5.925596727,0.075942,2.456838105,2349549119999.99
Malaysia,1968,4.210484,101.975766,Asia Pacific,MYS,0.116655122,0,0.000502416,32543760555.5555
New Zealand,1968,-40.900557,174.885971,Asia Pacific,NZL,0.140385501,0,0.0575685,54987222499.9998
Pakistan,1968,30.375321,69.345116,Asia Pacific,PAK,0.211357189,0.07866702,0.051539508,94878810277.7775
Philippines,1968,12.879721,121.774017,Asia Pacific,PHL,0.251336116,0,0.000625139,69989237499.9998
Singapore,1968,1.352083,103.819836,Asia Pacific,SGP,0.293993129,0,0.000251208,81734538055.5553
South Korea,1968,36.61375976,127.7174212,Asia Pacific,KOR,0.208942844,0,0.2114334,116771178888.889
Sri Lanka,1968,7.873054,80.771797,Asia Pacific,LKA,0.021205259,0,0,5890349722.22221
Taiwan,1968,23.69781,120.960515,Asia Pacific,TWN,0.154967343,0.01697436,0.127153116,83081894166.6664
Thailand,1968,15.870032,100.992541,Asia Pacific,THA,0.172182549,0,0.005359104,49317125833.3332
Vietnam,1968,14.058324,108.277199,Asia Pacific,VNM,0.211730747,0,0.047997475,72146728333.3331
Other Asia Pacific,1968,0,0,Asia Pacific,,0.164910932,0.01930366,0.581748065,212767404722.222
Other S. & Cent. America,1968,0,0,S. & Cent. America,,0,0,0,0
Syria,1968,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1968,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1968,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1968,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1968,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1968,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1968,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1968,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1968,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1968,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1968,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1968,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1968,0,0,Africa,,0,0,0,0
Brunei,1968,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1968,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1968,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1968,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1968,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1968,0,0,Africa,COD,0,0,0,0
Serbia,1968,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1968,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1968,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1969,56.130366,-106.346771,North America,CAN,2.885563124,1.12858677,0.660132756,1298411847222.22
Mexico,1969,23.634501,-102.552784,North America,MEX,0.828570415,0.35089392,0.040165,338785926388.888
US,1969,37.09024,-95.712891,North America,USA,28.19461638,19.63478524,12.41005543,16733182513888.8
Argentina,1969,-38.416097,-63.616672,S. & Cent. America,ARG,1.108724524,0.18649827,0.032839812,368906279444.443
Brazil,1969,-14.235004,-51.92528,S. & Cent. America,BRA,0.948843763,0.002721474,0.089346312,289142096944.444
Chile,1969,-35.675147,-71.542969,S. & Cent. America,CHL,0.192075633,0.02315502,0.0502416,73742292499.9998
Colombia,1969,4.570868,-74.297333,S. & Cent. America,COL,0.204372421,0.046275075,0.089974332,94617174444.4442
Ecuador,1969,-1.831239,-78.183406,S. & Cent. America,ECU,0.040654983,0,0,11293050833.3333
Peru,1969,-9.189967,-75.015152,S. & Cent. America,PER,0.200909429,0.01458765,0.003588491,60857102777.7776
Trinidad & Tobago,1969,10.691803,-61.222503,S. & Cent. America,TTO,0.089705832,0.0562464,0,40542286666.6666
Venezuela,1969,6.42375,-66.58973,S. & Cent. America,VEN,0.435231383,0.33034932,0.001004832,212940426388.888
Central America,1969,0,0,S. & Cent. America,,0.194381664,0,0.000120186,54028291666.6665
Other Caribbean,1969,0,0,S. & Cent. America,,0.850464104,0.0001053,0.0020934,236850778888.888
Other South America,1969,0,0,S. & Cent. America,,0.120277229,0.003469868,0.000967151,34642846666.6666
Austria,1969,47.516231,14.550072,Europe,AUT,0.35001358,0.083984965,0.186971033,172491549444.444
Belgium,1969,50.503887,4.469936,Europe,BEL,1.022425053,0.091206,0.722485265,510032310555.554
Bulgaria,1969,42.733883,25.48583,Europe,BGR,0.32860364,0.01464561,0.307018044,180629803888.888
Croatia,1969,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1969,35.08620251,-33.15948469,Europe,CYP,0.027323257,0,0,7589793611.11109
Czech Republic,1969,49.817492,15.472962,Europe,CZE,0.246574559,0.0262584,1.534336596,501991543055.554
Denmark,1969,56.26392,9.501785,Europe,DNK,0.697775611,0,0.122957942,227981542499.999
Estonia,1969,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1969,61.92411,25.748151,Europe,FIN,0.406519952,0,0.09409699,139060261666.666
France,1969,46.227638,2.213749,Europe,FRA,3.537603052,0.30186179,1.524971015,1490121071388.88
Germany,1969,51.165691,10.451526,Europe,DEU,5.388990244,0.404338946,6.32145772,3365218586111.1
Greece,1969,39.074208,21.824312,Europe,GRC,0.263138923,0,0.091983996,98645255277.7775
Hungary,1969,47.162494,19.503304,Europe,HUN,0.21713019,0.1166976,0.380705724,198481531666.666
Iceland,1969,64.963051,-19.020835,Europe,ISL,0.0206982,0,8.62E-05,5773444444.44443
Ireland,1969,53.41291,-8.24389,Europe,IRL,0.155352366,0,0.184596012,94430104999.9997
Italy,1969,41.87194,12.56738,Europe,ITA,3.258973068,0.4082823,0.409217832,1132353666666.66
Latvia,1969,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1969,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1969,49.61682412,6.124983395,Europe,LUX,0.054376347,0.0001053,0.109999796,45689289722.2221
Netherlands,1969,52.132633,5.291266,Europe,NLD,1.389014568,0.451,0.262,583892935555.554
North Macedonia,1969,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1969,60.472024,8.468946,Europe,NOR,0.310282721,0,0.035033133,95921070555.5553
Poland,1969,51.919438,19.145136,Europe,POL,0.3602809,0.1706553,2.829313836,933402787777.775
Portugal,1969,39.399872,-8.224454,Europe,PRT,0.139927025,0,0.02135268,44799918055.5554
Romania,1969,45.943161,24.96676,Europe,ROU,0.42273641,0.738608466,0.275977471,399256207499.999
Slovakia,1969,48.17856255,-17.37553815,Europe,SVK,0.141745501,0.0325125,0.27308253,124261258611.111
Slovenia,1969,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1969,40.463667,-3.74922,Europe,ESP,1.038172501,0.00338148,0.38895372,397363250277.777
Sweden,1969,60.128161,18.643501,Europe,SWE,1.128654191,0,0.075416745,334464148888.888
Switzerland,1969,46.818188,8.227512,Europe,CHE,0.481258118,9.00E-06,0.03184,142529755000
Turkey,1969,38.963745,35.243322,Europe,TUR,0.283171389,0,0.17500824,127272119166.666
Ukraine,1969,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1969,55.378051,-3.435973,Europe,GBR,4.177224724,0.223449516,4.26258108,2406459811111.1
Other Europe,1969,0,0,Europe,,0.314051484,0.027316395,0.333009815,187327137222.222
Azerbaijan,1969,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1969,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1969,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1969,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1969,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1969,0,0,CIS,,9.498164319,6.207961787,13.17854763,8023520482222.2
Uzbekistan,1969,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1969,0,0,CIS,,0,0,0,0
Iran,1969,32.427908,53.688046,Middle East,IRN,0.43043735,0.038750133,0.013020948,133946786388.889
Iraq,1969,33.223191,43.679291,Middle East,IRQ,0.076224521,0.0260604,0,28412478055.5555
Israel,1969,31.046051,34.851612,Middle East,ISR,0.194680269,0.005076602,0,55488019722.2221
Kuwait,1969,29.31166,47.481766,Middle East,KWT,0.199909152,0.1274634,0,90936819999.9998
Oman,1969,21.512583,55.923255,Middle East,OMN,0.02258616,0,0,6273933333.33332
Qatar,1969,25.3182235,-51.20661467,Middle East,QAT,0.004681584,0.03174552,0,10118640000
Saudi Arabia,1969,23.885942,45.079162,Middle East,SAU,0.853453869,0.0453321,0,249662769166.666
United Arab Emirates,1969,23.7479278,-54.10908829,Middle East,ARE,0.004379131,0.020709,0,6968925277.77776
Other Middle East,1969,0,0,Middle East,,0.286080144,0.0108855,0.000306887,82575703055.5553
Algeria,1969,28.033886,1.659626,Africa,DZA,0.076701348,0.037266075,0.00293076,32471717499.9999
Egypt,1969,26.820553,30.802498,Africa,EGY,0.19936319,0.00246015,0.019845432,61574658888.8887
Morocco,1969,31.791702,-7.09262,Africa,MAR,0.077584267,0.00175077,0.0104334,24935676944.4444
South Africa,1969,-30.559482,22.937506,Africa,ZAF,0.343170587,0,1.108539036,403252673055.554
Eastern Africa,1969,0,0,Africa,,0.284660355,3.33E-05,0.091164677,104405092222.222
Middle Africa,1969,0,0,Africa,,0.094834016,0.0008433,0.00943729,29198501666.6666
Western Africa,1969,0,0,Africa,,0.191865115,0.002245004,0.001867644,54438267499.9998
Other Northern Africa,1969,0,0,Africa,,0.090082897,0.0003726,0.000729279,25329104444.4444
Other Southern Africa,1969,0,0,Africa,,0.009641335,0,0.002967,3502315277.77777
Australia,1969,-25.274398,133.775136,Asia Pacific,AUS,0.944813246,0.0148554,0.8254,495852401666.665
Bangladesh,1969,23.684994,90.356331,Asia Pacific,BGD,0,0,0,0
China,1969,35.86166,104.195397,Asia Pacific,CHN,0.864159589,0.071115044,5.45979654,1776408659166.66
China Hong Kong SAR,1969,22.32789401,114.1798757,Asia Pacific,HKG,0.152572535,0,0.001507248,42799939722.2221
India,1969,20.593684,78.96288,Asia Pacific,IND,0.820543802,0.017082144,1.659028345,693515080833.331
Indonesia,1969,-0.789275,113.921327,Asia Pacific,IDN,0.274802693,0.04359222,0.0041868,89606031388.8886
Japan,1969,36.204824,138.252924,Asia Pacific,JPN,7.016165381,0.083971967,2.624337738,2701243079444.44
Malaysia,1969,4.210484,101.975766,Asia Pacific,MYS,0.120368978,0,0.00062802,33610277222.2221
