Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption,Usage
Bangladesh,1992,23.684994,90.356331,Asia Pacific,BGD,0.082815346,0.18493259,0.003536506,75356789444,0.271284442
China,1992,35.86166,104.195397,Asia Pacific,CHN,5.637172605,0.572911504,24.2333894,8.45652E+12,30.44347351
China Hong Kong SAR,1992,22.32789401,114.1798757,Asia Pacific,HKG,0.348729329,0,0.263014776,1.69929E+11,0.611744105
India,1992,20.593684,78.96288,Asia Pacific,IND,2.679071645,0.519648822,5.177723624,2.32679E+12,8.376444091
Indonesia,1992,-0.789275,113.921327,Asia Pacific,IDN,1.561506355,0.776145228,0.176943254,6.98499E+11,2.514594837
Japan,1992,36.204824,138.252924,Asia Pacific,JPN,11.02973714,1.991190304,3.186916798,4.50218E+12,16.20784424
Malaysia,1992,4.210484,101.975766,Asia Pacific,MYS,0.641289965,0.460087452,0.0686176,3.24999E+11,1.169995017
New Zealand,1992,-40.900557,174.885971,Asia Pacific,NZL,0.191158278,0.184179927,0.052645558,1.18884E+11,0.427983763
Pakistan,1992,30.375321,69.345116,Asia Pacific,PAK,0.52851876,0.3895776,0.088048404,2.79485E+11,1.006144764
Philippines,1992,12.879721,121.774017,Asia Pacific,PHL,0.586082203,0,0.050108837,1.7672E+11,0.63619104
Singapore,1992,1.352083,103.819836,Asia Pacific,SGP,1.033706053,0.03762,0.000773302,2.97805E+11,1.072099355
South Korea,1992,36.61375976,127.7174212,Asia Pacific,KOR,3.125070476,0.172617577,0.986837134,1.19015E+12,4.284525187
Sri Lanka,1992,7.873054,80.771797,Asia Pacific,LKA,0.068854379,0,2.37E-05,19132799722,0.068878079
Taiwan,1992,23.69781,120.960515,Asia Pacific,TWN,1.275704423,0.110135899,0.572478364,5.43977E+11,1.958318686
Thailand,1992,15.870032,100.992541,Asia Pacific,THA,1.043194178,0.293088186,0.204647833,4.28036E+11,1.540930197
Vietnam,1992,14.058324,108.277199,Asia Pacific,VNM,0.13296722,0.0072954,0.090141804,64001228889,0.230404424
Canada,1993,56.130366,-106.346771,North America,CAN,3.414886341,2.599494039,0.994715,1.94697E+12,7.00909538
Mexico,1993,23.634501,-102.552784,North America,MEX,3.29154022,1.019754307,0.155853,1.24087E+12,4.467147527
US,1993,37.09024,-95.712891,North America,USA,33.7537617,20.15790957,19.88082954,2.04979E+13,73.79250081
Argentina,1993,-38.416097,-63.616672,S. & Cent. America,ARG,0.891911919,0.8258859,0.029051954,4.85236E+11,1.746849773
Brazil,1993,-14.235004,-51.92528,S. & Cent. America,BRA,2.803679617,0.156220657,0.460570568,9.50131E+11,3.420470842
Chile,1993,-35.675147,-71.542969,S. & Cent. America,CHL,0.376151545,0.081122532,0.078154996,1.4873E+11,0.535429073
Colombia,1993,4.570868,-74.297333,S. & Cent. America,COL,0.490470889,0.1419003,0.147535662,2.16641E+11,0.779906851
Ecuador,1993,-1.831239,-78.183406,S. & Cent. America,ECU,0.256824458,0.013355892,0,75050097222,0.27018035
Peru,1993,-9.189967,-75.015152,S. & Cent. America,PER,0.253931209,0.01375605,0.012092,77716460833,0.279779259
Trinidad & Tobago,1993,10.691803,-61.222503,S. & Cent. America,TTO,0.062262044,0.216119296,0,77328150000,0.27838134
Venezuela,1993,6.42375,-66.58973,S. & Cent. America,VEN,0.903536445,0.93222684,0.001191982,5.10265E+11,1.836955267
Austria,1993,47.516231,14.550072,Europe,AUT,0.490908256,0.244124825,0.125851501,2.39135E+11,0.860884582
Belgium,1993,50.503887,4.469936,Europe,BEL,1.081101489,0.3963348,0.360931049,5.10658E+11,1.838367338
Bulgaria,1993,42.733883,25.48583,Europe,BGR,0.272634575,0.1578447,0.349955227,2.16787E+11,0.780434502
Croatia,1993,45.1,15.2,Europe,HRV,0.146424602,0.0931266,0.01421875,70491653333,0.253769952
Cyprus,1993,35.08620251,-33.15948469,Europe,CYP,0.08235388,0,0.00293076,23690177778,0.08528464
Czech Republic,1993,49.817492,15.472962,Europe,CZE,0.294061085,0.2481543,1.036367564,4.38495E+11,1.578582949
Denmark,1993,56.26392,9.501785,Europe,DNK,0.407479973,0.103346349,0.302199037,2.2584E+11,0.813025359
Estonia,1993,58.69807177,-25.8872705,Europe,EST,0.074694343,0.0148914,0.13398074,62101800833,0.223566483
Finland,1993,61.92411,25.748151,Europe,FIN,0.449584452,0.102636,0.22928,2.17083E+11,0.781500452
France,1993,46.227638,2.213749,Europe,FRA,3.953567888,1.2186531,0.60959808,1.60606E+12,5.781819068
Germany,1993,51.165691,10.451526,Europe,DEU,5.928742163,2.520408,4.124787165,3.49276E+12,12.57393733
Greece,1993,39.074208,21.824312,Europe,GRC,0.714643351,0.0038934,0.338570187,2.93641E+11,1.057106938
Hungary,1993,47.162494,19.503304,Europe,HUN,0.324181859,0.350056,0.195010677,2.41458E+11,0.869248536
Iceland,1993,64.963051,-19.020835,Europe,ISL,0.02965846,0,0.002283552,8872781111,0.031942012
Ireland,1993,53.41291,-8.24389,Europe,IRL,0.221592291,0.090476748,0.128686447,1.22432E+11,0.440755486
Italy,1993,41.87194,12.56738,Europe,ITA,4.03126656,1.7563509,0.446650336,1.73174E+12,6.234267796
Latvia,1993,56.98600629,-25.98243782,Europe,LVA,0.093651776,0.031788053,0.020904692,40651255833,0.146344521
Lithuania,1993,55.56514803,-23.92632337,Europe,LTU,0.16048195,0.062655462,0.01549116,66285714444,0.238628572
Luxembourg,1993,49.61682412,6.124983395,Europe,LUX,0.082326097,0.020184361,0.042655118,40323771111,0.145165576
Netherlands,1993,52.132633,5.291266,Europe,NLD,1.536289359,1.4807,0.339,9.32219E+11,3.355989359
North Macedonia,1993,42.12066355,-21.42254912,Europe,MKD,0.047580244,0,0.055869078,28735922778,0.103449322
Norway,1993,60.472024,8.468946,Europe,NOR,0.379760208,0.102492864,0.032851006,1.43084E+11,0.515104078
Poland,1993,51.919438,19.145136,Europe,POL,0.608172347,0.3413853,3.108552462,1.12725E+12,4.058110109
Portugal,1993,39.399872,-8.224454,Europe,PRT,0.531865409,0,0.13774572,1.86003E+11,0.669611129
Romania,1993,45.943161,24.96676,Europe,ROU,0.510372689,0.8530983,0.427398802,4.97464E+11,1.790869791
Slovakia,1993,48.17856255,-17.37553815,Europe,SVK,0.1390215,0.2063754,0.256280224,1.67133E+11,0.601677124
Slovenia,1993,46.151241,14.995463,Europe,SVN,0.081917658,0.0256077,0.059724702,46458350000,0.16725006
Spain,1993,40.463667,-3.74922,Europe,ESP,2.1884152,0.240406795,0.768445272,8.8813E+11,3.197267267
Sweden,1993,60.128161,18.643501,Europe,SWE,0.731275528,0.028473678,0.114801805,2.42931E+11,0.874551011
Switzerland,1993,46.818188,8.227512,Europe,CHE,0.536809659,0.076104,0.00734,1.72293E+11,0.620253659
Turkey,1993,38.963745,35.243322,Europe,TUR,1.165534039,0.17069544,0.661346928,5.54882E+11,1.997576407
Ukraine,1993,49.03256983,-31.17505696,Europe,UKR,1.22806346,3.165517699,2.706097541,1.97213E+12,7.0996787
United Kingdom,1993,55.378051,-3.435973,Europe,GBR,3.64405932,2.42017974,2.230140888,2.30399E+12,8.294379948
Azerbaijan,1993,40.37218247,-47.99440631,CIS,AZE,0.338599467,0.304487018,0.000125604,1.7867E+11,0.643212089
Belarus,1993,53.22505931,-28.06449163,CIS,BLR,0.613968396,0.524998513,0.060444204,3.3317E+11,1.199411113
Kazakhstan,1993,47.97919679,-67.16447093,CIS,KAZ,0.67178704,0.4881402,1.44765447,7.24328E+11,2.60758171
Russian Federation,1993,61.87817188,-94.65763783,CIS,RUS,8.337703773,14.76535526,5.932331106,8.06539E+12,29.03539014
Turkmenistan,1993,39.06564821,-59.08747704,CIS,TKM,0.122355497,0.31784646,0,1.22278E+11,0.440201957
Uzbekistan,1993,42.04885918,-64.06189671,CIS,UZB,0.380368519,1.385693363,0.044749212,5.03003E+11,1.810811094
Iran,1993,32.427908,53.688046,Middle East,IRN,2.490134795,0.594473967,0.045959425,8.69602E+11,3.130568187
Iraq,1993,33.223191,43.679291,Middle East,IRQ,1.030354639,0.08721,0,3.10435E+11,1.117564639
Israel,1993,31.046051,34.851612,Middle East,ISR,0.423067756,0.000804291,0.149423626,1.59249E+11,0.573295673
Kuwait,1993,29.31166,47.481766,Middle East,KWT,0.175258457,0.185364,0,1.00173E+11,0.360622457
Oman,1993,21.512583,55.923255,Middle East,OMN,0.121702169,0.09371466,0,59838008056,0.215416829
Qatar,1993,25.3182235,-51.20661467,Middle East,QAT,0.052444487,0.50301,0,1.54293E+11,0.555454487
Saudi Arabia,1993,23.885942,45.079162,Middle East,SAU,2.240893158,1.369368,0,1.00285E+12,3.610261158
United Arab Emirates,1993,23.7479278,-54.10908829,Middle East,ARE,0.835129277,0.689364,0,4.2347E+11,1.524493277
Algeria,1993,28.033886,1.659626,Africa,DZA,0.398717556,0.6427575,0.027549144,2.96951E+11,1.0690242
Egypt,1993,26.820553,30.802498,Africa,EGY,0.875487045,0.3911985,0.040364353,3.63069E+11,1.307049898
Morocco,1993,31.791702,-7.09262,Africa,MAR,0.285078003,0.000744999,0.050618412,93455948333,0.336441414
South Africa,1993,-30.559482,22.937506,Africa,ZAF,0.780381614,0.045856919,2.789025906,1.00424E+12,3.615264439
Australia,1993,-25.274398,133.775136,Asia Pacific,AUS,1.375386937,0.620976359,1.652,1.01343E+12,3.648363296
Bangladesh,1993,23.684994,90.356331,Asia Pacific,BGD,0.092769005,0.207009114,0.00131834,83637905278,0.301096459
China,1993,35.86166,104.195397,Asia Pacific,CHN,6.230410229,0.608287611,25.81328416,9.06999E+12,32.651982
China Hong Kong SAR,1993,22.32789401,114.1798757,Asia Pacific,HKG,0.363218598,0,0.3045897,1.85502E+11,0.667808298
India,1993,20.593684,78.96288,Asia Pacific,IND,2.707354106,0.528015065,5.362651179,2.38834E+12,8.59802035
Indonesia,1993,-0.789275,113.921327,Asia Pacific,IDN,1.64092036,0.823287971,0.206268254,7.41799E+11,2.670476585
Japan,1993,36.204824,138.252924,Asia Pacific,JPN,10.80164579,2.004979262,3.250099796,4.4602E+12,16.05672485
Malaysia,1993,4.210484,101.975766,Asia Pacific,MYS,0.707165022,0.451839456,0.05736264,3.3788E+11,1.216367118
New Zealand,1993,-40.900557,174.885971,Asia Pacific,NZL,0.189390507,0.179641848,0.051862662,1.16915E+11,0.420895017
Pakistan,1993,30.375321,69.345116,Asia Pacific,PAK,0.576150483,0.4484952,0.092444544,3.10303E+11,1.117090227
Philippines,1993,12.879721,121.774017,Asia Pacific,PHL,0.604901184,0,0.050909797,1.8217E+11,0.655810981
Singapore,1993,1.352083,103.819836,Asia Pacific,SGP,1.11938958,0.0513,0.000857875,3.2543E+11,1.171547455
South Korea,1993,36.61375976,127.7174212,Asia Pacific,KOR,3.431454832,0.215649508,1.081864933,1.3136E+12,4.728969273
Sri Lanka,1993,7.873054,80.771797,Asia Pacific,LKA,0.06693166,0,1.61E-05,18596600000,0.06694776
Taiwan,1993,23.69781,120.960515,Asia Pacific,TWN,1.36961749,0.115262452,0.638402735,5.89801E+11,2.123282677
Thailand,1993,15.870032,100.992541,Asia Pacific,THA,1.205985389,0.331952223,0.227948905,4.90524E+11,1.765886517
Vietnam,1993,14.058324,108.277199,Asia Pacific,VNM,0.16999952,0.008685,0.087252912,73871508889,0.265937432
Canada,1994,56.130366,-106.346771,North America,CAN,3.487888876,2.691103203,1.054689,2.00936E+12,7.233681079
Mexico,1994,23.634501,-102.552784,North America,MEX,3.547729351,1.083708025,0.188346,1.33883E+12,4.819783376
US,1994,37.09024,-95.712891,North America,USA,34.63108889,20.63189183,19.95531569,2.0894E+13,75.21829641
Argentina,1994,-38.416097,-63.616672,S. & Cent. America,ARG,0.941335446,0.8489925,0.025434385,5.04378E+11,1.815762331
Brazil,1994,-14.235004,-51.92528,S. & Cent. America,BRA,2.992938818,0.170610126,0.472793938,1.0101E+12,3.636342882
Chile,1994,-35.675147,-71.542969,S. & Cent. America,CHL,0.403971136,0.078242918,0.092180776,1.59554E+11,0.57439483
Colombia,1994,4.570868,-74.297333,S. & Cent. America,COL,0.506331276,0.1403874,0.168870751,2.26553E+11,0.815589427
Ecuador,1994,-1.831239,-78.183406,S. & Cent. America,ECU,0.279201144,0.012057984,0,80905313333,0.291259128
Peru,1994,-9.189967,-75.015152,S. & Cent. America,PER,0.276140411,0.0143451,0.014895,84827919722,0.305380511
Trinidad & Tobago,1994,10.691803,-61.222503,S. & Cent. America,TTO,0.047462064,0.24752599,0,81941126111,0.294988054
Venezuela,1994,6.42375,-66.58973,S. & Cent. America,VEN,1.008499802,0.98603298,0.002322879,5.54682E+11,1.996855661
Austria,1994,47.516231,14.550072,Europe,AUT,0.486849601,0.251105379,0.127636,2.40442E+11,0.86559098
Belgium,1994,50.503887,4.469936,Europe,BEL,1.175267997,0.4052736,0.387956424,5.46805E+11,1.968498021
Bulgaria,1994,42.733883,25.48583,Europe,BGR,0.258178121,0.1579059,0.320367907,2.0457E+11,0.736451928
Croatia,1994,45.1,15.2,Europe,HRV,0.151063232,0.0876204,0.008899881,68773198056,0.247583513
Cyprus,1994,35.08620251,-33.15948469,Europe,CYP,0.081417169,0,0.004019328,23732360278,0.085436497
Czech Republic,1994,49.817492,15.472962,Europe,CZE,0.304102321,0.2423871,0.980880071,4.24269E+11,1.527369492
Denmark,1994,56.26392,9.501785,Europe,DNK,0.433505112,0.115480957,0.324975229,2.42767E+11,0.873961298
Estonia,1994,58.69807177,-25.8872705,Europe,EST,0.068093852,0.0213867,0.135370506,62458627222,0.224851058
Finland,1994,61.92411,25.748151,Europe,FIN,0.465805511,0.113292,0.279203,2.38417E+11,0.858300511
France,1994,46.227638,2.213749,Europe,FRA,3.823326841,1.1633409,0.59954976,1.55173E+12,5.586217501
Germany,1994,51.165691,10.451526,Europe,DEU,5.875101952,2.566538,4.001225736,3.45635E+12,12.44286569
Greece,1994,39.074208,21.824312,Europe,GRC,0.730955689,0.0019917,0.339296723,2.97846E+11,1.072244112
Hungary,1994,47.162494,19.503304,Europe,HUN,0.336542636,0.353506,0.184993339,2.43067E+11,0.875041975
Iceland,1994,64.963051,-19.020835,Europe,ISL,0.030046533,0,0.002256077,8972947222,0.03230261
Ireland,1994,53.41291,-8.24389,Europe,IRL,0.241717058,0.092025864,0.123133003,1.2691E+11,0.456875925
Italy,1994,41.87194,12.56738,Europe,ITA,4.018030413,1.6971957,0.471609149,1.71857E+12,6.186835262
Latvia,1994,56.98600629,-25.98243782,Europe,LVA,0.088747108,0.031788053,0.015725621,37850217222,0.136260782
Lithuania,1994,55.56514803,-23.92632337,Europe,LTU,0.148794671,0.072486068,0.01286185,65039608056,0.234142589
Luxembourg,1994,49.61682412,6.124983395,Europe,LUX,0.082232786,0.020334431,0.036781038,38707848611,0.139348255
Netherlands,1994,52.132633,5.291266,Europe,NLD,1.52659954,1.43,0.361,9.21555E+11,3.31759954
North Macedonia,1994,42.12066355,-21.42254912,Europe,MKD,0.036957524,0,0.058034616,26386705556,0.09499214
Norway,1994,60.472024,8.468946,Europe,NOR,0.387483575,0.110029104,0.037038175,1.48486E+11,0.534550854
Poland,1994,51.919438,19.145136,Europe,POL,0.641354963,0.3439872,2.895071717,1.07789E+12,3.88041388
Portugal,1994,39.399872,-8.224454,Europe,PRT,0.530712904,0,0.143481636,1.87276E+11,0.67419454
Romania,1994,45.943161,24.96676,Europe,ROU,0.473543025,0.7770276,0.428015685,4.66274E+11,1.67858631
Slovakia,1994,48.17856255,-17.37553815,Europe,SVK,0.14399548,0.1970415,0.228580481,1.58227E+11,0.569617461
Slovenia,1994,46.151241,14.995463,Europe,SVN,0.088640369,0.0278847,0.055630012,47820855833,0.172155081
Spain,1994,40.463667,-3.74922,Europe,ESP,2.298760306,0.26358454,0.792226296,9.31825E+11,3.354571142
Sweden,1994,60.128161,18.643501,Europe,SWE,0.774548706,0.028267317,0.116512071,2.55369E+11,0.919328094
Switzerland,1994,46.818188,8.227512,Europe,CHE,0.554765831,0.075069,0.00743,1.77018E+11,0.637264831
Turkey,1994,38.963745,35.243322,Europe,TUR,1.114509894,0.18100197,0.663314724,5.44118E+11,1.958826588
Ukraine,1994,49.03256983,-31.17505696,Europe,UKR,1.061565286,2.771420796,2.159796117,1.66466E+12,5.992782199
United Kingdom,1994,55.378051,-3.435973,Europe,GBR,3.605999486,2.492108964,2.082263112,2.27233E+12,8.180371562
Azerbaijan,1994,40.37218247,-47.99440631,CIS,AZE,0.310172486,0.284832504,0.000167472,1.65326E+11,0.595172462
Belarus,1994,53.22505931,-28.06449163,CIS,BLR,0.498162807,0.458948248,0.042349524,2.77628E+11,0.999460579
Kazakhstan,1994,47.97919679,-67.16447093,CIS,KAZ,0.52668934,0.3546918,1.416140712,6.38201E+11,2.297521852
Russian Federation,1994,61.87817188,-94.65763783,CIS,RUS,7.365734373,13.87152365,5.188410563,7.34046E+12,26.42566859
Turkmenistan,1994,39.06564821,-59.08747704,CIS,TKM,0.122949506,0.346431858,0.00020934,1.30442E+11,0.469590704
Uzbekistan,1994,42.04885918,-64.06189671,CIS,UZB,0.32419927,1.407941593,0.045195881,4.93705E+11,1.777336744
Iran,1994,32.427908,53.688046,Middle East,IRN,2.572138911,0.939790119,0.04614423,9.88354E+11,3.55807326
Iraq,1994,33.223191,43.679291,Middle East,IRQ,1.179219394,0.108414,0,3.57676E+11,1.287633394
Israel,1994,31.046051,34.851612,Middle East,ISR,0.468529863,0.000742798,0.158372158,1.74346E+11,0.627644819
Kuwait,1994,29.31166,47.481766,Middle East,KWT,0.216790199,0.204174,0,1.16934E+11,0.420964199
Oman,1994,21.512583,55.923255,Middle East,OMN,0.106499923,0.09812556,50147459.98,1.39299E+19,50147460.18
Qatar,1994,25.3182235,-51.20661467,Middle East,QAT,0.0604859,0.50301,0,1.56527E+11,0.5634959
Saudi Arabia,1994,23.885942,45.079162,Middle East,SAU,2.711755583,1.462734,0,1.15958E+12,4.174489583
United Arab Emirates,1994,23.7479278,-54.10908829,Middle East,ARE,0.875705885,0.797121,0,4.64674E+11,1.672826885
Algeria,1994,28.033886,1.659626,Africa,DZA,0.381783225,0.6774075,0.02595816,3.0143E+11,1.085148885
Egypt,1994,26.820553,30.802498,Africa,EGY,0.914175965,0.4158,0.043441776,3.81505E+11,1.373417741
Morocco,1994,31.791702,-7.09262,Africa,MAR,0.30992806,0.000727875,0.056438064,1.01971E+11,0.367093999
South Africa,1994,-30.559482,22.937506,Africa,ZAF,0.814440647,0.045915353,2.878668082,1.03862E+12,3.739024082
Australia,1994,-25.274398,133.775136,Asia Pacific,AUS,1.424121018,0.689639643,1.68575,1.05542E+12,3.799510661
Bangladesh,1994,23.684994,90.356331,Asia Pacific,BGD,0.096684591,0.21954858,0.001234645,88185504444,0.317467816
China,1994,35.86166,104.195397,Asia Pacific,CHN,6.314832011,0.63709646,27.51000224,9.57276E+12,34.46193071
China Hong Kong SAR,1994,22.32789401,114.1798757,Asia Pacific,HKG,0.387546427,0,0.217587996,1.68093E+11,0.605134423
India,1994,20.593684,78.96288,Asia Pacific,IND,2.909760163,0.570849048,5.534233493,2.50412E+12,9.014842704
Indonesia,1994,-0.789275,113.921327,Asia Pacific,IDN,1.684412514,0.97499318,0.206340572,7.96041E+11,2.865746266
Japan,1994,36.204824,138.252924,Asia Pacific,JPN,11.41787099,2.144213053,3.403172554,4.71257E+12,16.9652566
Malaysia,1994,4.210484,101.975766,Asia Pacific,MYS,0.783032655,0.469172808,0.06372232,3.65535E+11,1.315927783
New Zealand,1994,-40.900557,174.885971,Asia Pacific,NZL,0.220599044,0.168375938,0.049023736,1.21666E+11,0.437998718
Pakistan,1994,30.375321,69.345116,Asia Pacific,PAK,0.617626115,0.4572126,0.091774656,3.24059E+11,1.166613371
Philippines,1994,12.879721,121.774017,Asia Pacific,PHL,0.638999418,0.000190336,0.049053914,1.91179E+11,0.688243668
Singapore,1994,1.352083,103.819836,Asia Pacific,SGP,1.287958066,0.0513,0.001027106,3.72301E+11,1.340285172
South Korea,1994,36.61375976,127.7174212,Asia Pacific,KOR,3.766663125,0.287055382,1.11086271,1.43461E+12,5.164581217
Sri Lanka,1994,7.873054,80.771797,Asia Pacific,LKA,0.074141107,0,1.45E-05,20598779722,0.074155607
Taiwan,1994,23.69781,120.960515,Asia Pacific,TWN,1.435576436,0.1399843,0.665281073,6.22456E+11,2.240841809
Thailand,1994,15.870032,100.992541,Asia Pacific,THA,1.345139696,0.367380998,0.263579836,5.48917E+11,1.97610053
Vietnam,1994,14.058324,108.277199,Asia Pacific,VNM,0.18844054,0.008685,0.096338268,81517724444,0.293463808
Canada,1995,56.130366,-106.346771,North America,CAN,3.65992948,2.7810684,1.102441,2.0954E+12,7.54343888
Mexico,1995,23.634501,-102.552784,North America,MEX,3.306927522,1.104848427,0.209731,1.28375E+12,4.621506949
US,1995,37.09024,-95.712891,North America,USA,34.55109782,21.5273861,20.13499254,2.11704E+13,76.21347646
Argentina,1995,-38.416097,-63.616672,S. & Cent. America,ARG,0.934309017,0.9449199,0.026690949,5.29422E+11,1.905919866
Brazil,1995,-14.235004,-51.92528,S. & Cent. America,BRA,3.123757653,0.188297807,0.495827361,1.05775E+12,3.807882821
Chile,1995,-35.675147,-71.542969,S. & Cent. America,CHL,0.444082331,0.074977214,0.099377885,1.71788E+11,0.61843743
Colombia,1995,4.570868,-74.297333,S. & Cent. America,COL,0.533231925,0.149301,0.151116871,2.31569E+11,0.833649796
Ecuador,1995,-1.831239,-78.183406,S. & Cent. America,ECU,0.274757074,0.011639304,0,79554549444,0.286396378
Peru,1995,-9.189967,-75.015152,S. & Cent. America,PER,0.313071212,0.01389465,0.015648,95170517222,0.342613862
Trinidad & Tobago,1995,10.691803,-61.222503,S. & Cent. America,TTO,0.054192241,0.265727597,0,88866621667,0.319919838
Venezuela,1995,6.42375,-66.58973,S. & Cent. America,VEN,0.971782359,1.09893996,0.000213945,5.7526E+11,2.070936264
Austria,1995,47.516231,14.550072,Europe,AUT,0.485502545,0.274165777,0.14521911,2.51358E+11,0.904887432
Belgium,1995,50.503887,4.469936,Europe,BEL,1.170957178,0.4482918,0.370545826,5.52721E+11,1.989794804
Bulgaria,1995,42.733883,25.48583,Europe,BGR,0.266032885,0.1905813,0.320407723,2.15839E+11,0.777021908
Croatia,1995,45.1,15.2,Europe,HRV,0.167362088,0.080982,0.007316894,71016939444,0.255660982
Cyprus,1995,35.08620251,-33.15948469,Europe,CYP,0.086350547,0,0.004479876,25230673056,0.090830423
Czech Republic,1995,49.817492,15.472962,Europe,CZE,0.342702658,0.2743029,0.98180573,4.44114E+11,1.598811288
Denmark,1995,56.26392,9.501785,Europe,DNK,0.4513668,0.133719135,0.271656331,2.37984E+11,0.856742266
Estonia,1995,58.69807177,-25.8872705,Europe,EST,0.053510897,0.0243882,0.13191715,58282290833,0.209816247
Finland,1995,61.92411,25.748151,Europe,FIN,0.423246774,0.117648,0.246978,2.18854E+11,0.787872774
France,1995,46.227638,2.213749,Europe,FRA,3.854509145,1.2383217,0.61378488,1.58517E+12,5.706615725
Germany,1995,51.165691,10.451526,Europe,DEU,5.872066305,2.798545,3.794181736,3.46244E+12,12.46479304
Greece,1995,39.074208,21.824312,Europe,GRC,0.762526328,0.0018369,0.338155108,3.06255E+11,1.102518336
Hungary,1995,47.162494,19.503304,Europe,HUN,0.320603967,0.384134,0.181968293,2.46307E+11,0.88670626
Iceland,1995,64.963051,-19.020835,Europe,ISL,0.030228599,0,0.002653805,9134001111,0.032882404
Ireland,1995,53.41291,-8.24389,Europe,IRL,0.246280752,0.097929252,0.123976129,1.30052E+11,0.468186133
Italy,1995,41.87194,12.56738,Europe,ITA,4.154233188,1.8695007,0.50726578,1.81417E+12,6.530999668
Latvia,1995,56.98600629,-25.98243782,Europe,LVA,0.079868379,0.038125221,0.01118713,35883536111,0.12918073
Lithuania,1995,55.56514803,-23.92632337,Europe,LTU,0.134981344,0.084945985,0.010274407,63944926667,0.230201736
Luxembourg,1995,49.61682412,6.124983395,Europe,LUX,0.077079121,0.023237685,0.020686979,33612162500,0.121003785
Netherlands,1995,52.132633,5.291266,Europe,NLD,1.610909308,1.4689,0.373,9.59114E+11,3.452809308
North Macedonia,1995,42.12066355,-21.42254912,Europe,MKD,0.034759137,0,0.059858177,26282587222,0.094617314
Norway,1995,60.472024,8.468946,Europe,NOR,0.38310439,0.111075804,0.040438493,1.48505E+11,0.534618687
Poland,1995,51.919438,19.145136,Europe,POL,0.649632279,0.3765924,2.944308485,1.10293E+12,3.970533164
Portugal,1995,39.399872,-8.224454,Europe,PRT,0.598849816,0,0.175929336,2.15216E+11,0.774779152
Romania,1995,45.943161,24.96676,Europe,ROU,0.571697792,0.805545,0.442347101,5.05442E+11,1.819589893
Slovakia,1995,48.17856255,-17.37553815,Europe,SVK,0.139965434,0.2184336,0.227920432,1.62867E+11,0.586319466
Slovenia,1995,46.151241,14.995463,Europe,SVN,0.096099938,0.0309492,0.057706664,51321056111,0.184755802
Spain,1995,40.463667,-3.74922,Europe,ESP,2.445350541,0.323255671,0.794110356,9.89643E+11,3.562716568
Sweden,1995,60.128161,18.643501,Europe,SWE,0.736502106,0.028295531,0.116511066,2.44808E+11,0.881308703
Switzerland,1995,46.818188,8.227512,Europe,CHE,0.514080342,0.082728,0.00797,1.67994E+11,0.604778342
Turkey,1995,38.963745,35.243322,Europe,TUR,1.249732788,0.23415471,0.692412984,6.04528E+11,2.176300482
Ukraine,1995,49.03256983,-31.17505696,Europe,UKR,1.100918481,2.59660354,2.135249236,1.62021E+12,5.832771257
United Kingdom,1995,55.378051,-3.435973,Europe,GBR,3.563833052,2.657110752,1.986887808,2.27995E+12,8.207831612
Azerbaijan,1995,40.37218247,-47.99440631,CIS,AZE,0.279637919,0.281550903,0.000125604,1.55921E+11,0.561314426
Belarus,1995,53.22505931,-28.06449163,CIS,BLR,0.452012462,0.414937204,0.039851679,2.51889E+11,0.906801345
Kazakhstan,1995,47.97919679,-67.16447093,CIS,KAZ,0.51482583,0.4073688,1.14368548,5.73856E+11,2.06588011
Russian Federation,1995,61.87817188,-94.65763783,CIS,RUS,6.42761937,13.4080262,4.9980444,6.89825E+12,24.83368997
Turkmenistan,1995,39.06564821,-59.08747704,CIS,TKM,0.113000299,0.273315929,0.00020934,1.07368E+11,0.386525568
Uzbekistan,1995,42.04885918,-64.06189671,CIS,UZB,0.284049167,1.442932301,0.037345438,4.90091E+11,1.764326906
Iran,1995,32.427908,53.688046,Middle East,IRN,2.529533379,1.147247881,0.043217992,1.03333E+12,3.719999252
Iraq,1995,33.223191,43.679291,Middle East,IRQ,1.146339307,0.108414,0,3.48543E+11,1.254753307
Israel,1995,31.046051,34.851612,Middle East,ISR,0.526659902,0.000865785,0.17286845,1.94554E+11,0.700394137
Kuwait,1995,29.31166,47.481766,Middle East,KWT,0.224671535,0.3173076,0,1.5055E+11,0.541979135
Oman,1995,21.512583,55.923255,Middle East,OMN,0.117199666,0.120038816,27249959.99,7.56943E+18,27249960.23
Qatar,1995,25.3182235,-51.20661467,Middle East,QAT,0.058558707,0.50301,0,1.55991E+11,0.561568707
Saudi Arabia,1995,23.885942,45.079162,Middle East,SAU,2.599815106,1.468206,0,1.13001E+12,4.068021106
United Arab Emirates,1995,23.7479278,-54.10908829,Middle East,ARE,0.875406614,0.870129,0,4.84871E+11,1.745535614
Algeria,1995,28.033886,1.659626,Africa,DZA,0.371312218,0.7279965,0.02595816,3.12574E+11,1.125266878
Egypt,1995,26.820553,30.802498,Africa,EGY,0.991356326,0.43659,0.029067236,4.04726E+11,1.457013562
Morocco,1995,31.791702,-7.09262,Africa,MAR,0.293491292,0.000460674,0.068370444,1.00645E+11,0.36232241
