Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption,Usage
Canada,1965,56.130366,-106.346771,North America,CAN,2.31414467,0.78006321,0.647949168,1.03949E+12,3.742157048
Mexico,1965,23.634501,-102.552784,North America,MEX,0.642413923,0.29032879,0.02888,2.67117E+11,0.961622713
US,1965,37.09024,-95.712891,North America,USA,23.09211749,14.97314197,11.60727884,1.37979E+13,49.6725383
Argentina,1965,-38.416097,-63.616672,S. & Cent. America,ARG,0.990865014,0.1484424,0.030438177,3.24929E+11,1.169745591
Brazil,1965,-14.235004,-51.92528,S. & Cent. America,BRA,0.639830074,0.001848318,0.07264098,1.98422E+11,0.714319372
Chile,1965,-35.675147,-71.542969,S. & Cent. America,CHL,0.149782887,0.02224008,0.04877622,61333107500,0.220799187
Colombia,1965,4.570868,-74.297333,S. & Cent. America,COL,0.165758372,0.0322245,0.084322152,78418062222,0.282305024
Ecuador,1965,-1.831239,-78.183406,S. & Cent. America,ECU,0.028514295,0,0,7920637500,0.028514295
Peru,1965,-9.189967,-75.015152,S. & Cent. America,PER,0.160747394,0.013167,0.001510943,48729260278,0.175425337
Trinidad & Tobago,1965,10.691803,-61.222503,S. & Cent. America,TTO,0.079912454,0.0411399,0,33625653889,0.121052354
Venezuela,1965,6.42375,-66.58973,S. & Cent. America,VEN,0.403285547,0.27064908,0.00083736,1.87437E+11,0.674771987
Austria,1965,47.516231,14.550072,Europe,AUT,0.235070909,0.063103129,0.212813639,1.41941E+11,0.510987677
Belgium,1965,50.503887,4.469936,Europe,BEL,0.678473134,0.002646,0.802573757,4.12137E+11,1.483692891
Bulgaria,1965,42.733883,25.48583,Europe,BGR,0.1573757,0.00202581,0.251040528,1.14012E+11,0.410442038
Cyprus,1965,35.08620251,-33.15948469,Europe,CYP,0.016848902,0,0,4680250556,0.016848902
Czech Republic,1965,49.817492,15.472962,Europe,CZE,0.169368794,0.0154458,1.479028968,4.62179E+11,1.663843562
Denmark,1965,56.26392,9.501785,Europe,DNK,0.443251605,0,0.154832051,1.66134E+11,0.598083656
Finland,1965,61.92411,25.748151,Europe,FIN,0.242947737,0,0.072935354,87745303056,0.315883091
France,1965,46.227638,2.213749,Europe,FRA,2.29428517,0.180169183,1.732087585,1.16848E+12,4.206541938
Germany,1965,51.165691,10.451526,Europe,DEU,3.674051199,0.111512425,6.730115535,2.92102E+12,10.51567916
Greece,1965,39.074208,21.824312,Europe,GRC,0.18818362,0,0.088215876,76777637778,0.276399496
Hungary,1965,47.162494,19.503304,Europe,HUN,0.15938313,0.0489501,0.45677988,1.84754E+11,0.66511311
Iceland,1965,64.963051,-19.020835,Europe,ISL,0.020204877,0,0.000273675,5688486667,0.020478552
Ireland,1965,53.41291,-8.24389,Europe,IRL,0.10267979,0,0.130879368,64877543889,0.233559158
Italy,1965,41.87194,12.56738,Europe,ITA,2.198657814,0.2654892,0.361153368,7.84806E+11,2.825300382
Luxembourg,1965,49.61682412,6.124983395,Europe,LUX,0.035396509,0,0.114178223,41548536667,0.149574732
Netherlands,1965,52.132633,5.291266,Europe,NLD,1.065256337,0.054,0.371,4.1396E+11,1.490256337
Norway,1965,60.472024,8.468946,Europe,NOR,0.217139473,0,0.031958724,69193943611,0.249098197
Poland,1965,51.919438,19.145136,Europe,POL,0.23192913,0.0616752,2.490350508,7.73321E+11,2.783954838
Portugal,1965,39.399872,-8.224454,Europe,PRT,0.109906248,0,0.024785856,37414473333,0.134692104
Romania,1965,45.943161,24.96676,Europe,ROU,0.30440307,0.505764973,0.182528833,2.75749E+11,0.992696876
Slovakia,1965,48.17856255,-17.37553815,Europe,SVK,0.097369556,0.01074708,0.252829998,1.00263E+11,0.360946634
Spain,1965,40.463667,-3.74922,Europe,ESP,0.598972917,0,0.4061196,2.79192E+11,1.005092517
Sweden,1965,60.128161,18.643501,Europe,SWE,0.826931689,0,0.093337379,2.5563E+11,0.920269068
Switzerland,1965,46.818188,8.227512,Europe,CHE,0.346966449,0,0.0534,1.11213E+11,0.400366449
Turkey,1965,38.963745,35.243322,Europe,TUR,0.15115948,0,0.15365556,84670844444,0.30481504
United Kingdom,1965,55.378051,-3.435973,Europe,GBR,3.188590372,0.030940452,4.915177596,2.25964E+12,8.13470842
Iran,1965,32.427908,53.688046,Middle East,IRN,0.29498293,0.028127804,0.008834148,92206911667,0.331944882
Iraq,1965,33.223191,43.679291,Middle East,IRQ,0.055541128,0.0170316,0,20159091111,0.072572728
Israel,1965,31.046051,34.851612,Middle East,ISR,0.164646046,0.002651038,0,46471412222,0.167297084
Kuwait,1965,29.31166,47.481766,Middle East,KWT,0.223056208,0.0621414,0,79221557778,0.285197608
Oman,1965,21.512583,55.923255,Middle East,OMN,0.019050981,0,0,5291939167,0.019050981
Qatar,1965,25.3182235,-51.20661467,Middle East,QAT,0.002061839,0.00301806,0,1411083056,0.005079899
Saudi Arabia,1965,23.885942,45.079162,Middle East,SAU,0.824887978,0.0216144,0,2.3514E+11,0.846502378
United Arab Emirates,1965,23.7479278,-54.10908829,Middle East,ARE,0.003076319,0,0,854533055.6,0.003076319
Algeria,1965,28.033886,1.659626,Africa,DZA,0.055458907,0.0267498,0.00293076,23649851944,0.085139467
Egypt,1965,26.820553,30.802498,Africa,EGY,0.293017652,0.00169785,0.016872804,86552307222,0.311588306
Morocco,1965,31.791702,-7.09262,Africa,MAR,0.041565474,0.00175077,0.0076092,14145956667,0.050925444
South Africa,1965,-30.559482,22.937506,Africa,ZAF,0.242489485,0,1.032339276,3.54119E+11,1.274828761
Australia,1965,-25.274398,133.775136,Asia Pacific,AUS,0.720069691,0.00010611,0.7273,4.02077E+11,1.447475801
China,1965,35.86166,104.195397,Asia Pacific,CHN,0.464625131,0.039911504,4.79053656,1.47085E+12,5.295073195
China Hong Kong SAR,1965,22.32789401,114.1798757,Asia Pacific,HKG,0.089537479,0,0.005149764,26302011944,0.094687243
India,1965,20.593684,78.96288,Asia Pacific,IND,0.529182477,0.008541072,1.488266464,5.62775E+11,2.025990013
Indonesia,1965,-0.789275,113.921327,Asia Pacific,IDN,0.26115704,0.01827,0.005400972,79118892222,0.284828012
Japan,1965,36.204824,138.252924,Asia Pacific,JPN,3.649573112,0.0657414,2.03948239,1.59855E+12,5.754796902
Malaysia,1965,4.210484,101.975766,Asia Pacific,MYS,0.097625854,0,0.00062802,27292742778,0.098253874
New Zealand,1965,-40.900557,174.885971,Asia Pacific,NZL,0.117490242,0,0.06887286,51767528333,0.186363102
Pakistan,1965,30.375321,69.345116,Asia Pacific,PAK,0.161714453,0.05317614,0.057735972,75729601389,0.272626565
Philippines,1965,12.879721,121.774017,Asia Pacific,PHL,0.178872784,0,0.001855883,50202407500,0.180728667
Singapore,1965,1.352083,103.819836,Asia Pacific,SGP,0.17222935,0,0.000167472,47888006111,0.172396822
South Korea,1965,36.61375976,127.7174212,Asia Pacific,KOR,0.054448505,0,0.207330336,72716344722,0.261778841
Sri Lanka,1965,7.873054,80.771797,Asia Pacific,LKA,0.019743792,0,0,5484386667,0.019743792
Taiwan,1965,23.69781,120.960515,Asia Pacific,TWN,0.092477424,0.00830583,0.12497598,62710898333,0.225759234
Thailand,1965,15.870032,100.992541,Asia Pacific,THA,0.099706859,0,0.00188406,28219699722,0.101590919
Vietnam,1965,14.058324,108.277199,Asia Pacific,VNM,0.064841545,0,0.037576971,28449587778,0.102418516
Canada,1966,56.130366,-106.346771,North America,CAN,2.438144002,0.854009595,0.635221296,1.09094E+12,3.927374893
Mexico,1966,23.634501,-102.552784,North America,MEX,0.673178278,0.306408306,0.030805,2.80664E+11,1.010391584
US,1966,37.09024,-95.712891,North America,USA,24.23248256,16.13792204,12.17104624,1.45948E+13,52.54145084
Argentina,1966,-38.416097,-63.616672,S. & Cent. America,ARG,1.021990601,0.16076592,0.025098546,3.35515E+11,1.207855067
Brazil,1966,-14.235004,-51.92528,S. & Cent. America,BRA,0.697671357,0.002161449,0.07871184,2.16262E+11,0.778544646
Chile,1966,-35.675147,-71.542969,S. & Cent. America,CHL,0.163973838,0.0232254,0.0502416,65955788333,0.237440838
Colombia,1966,4.570868,-74.297333,S. & Cent. America,COL,0.188918956,0.0336105,0.084322152,85236557778,0.306851608
Ecuador,1966,-1.831239,-78.183406,S. & Cent. America,ECU,0.029771098,0,0,8269749444,0.029771098
Peru,1966,-9.189967,-75.015152,S. & Cent. America,PER,0.201463477,0.01375605,0.001905849,60312604444,0.217125376
Trinidad & Tobago,1966,10.691803,-61.222503,S. & Cent. America,TTO,0.080473081,0.0483255,0,35777383611,0.128798581
Venezuela,1966,6.42375,-66.58973,S. & Cent. America,VEN,0.396379073,0.28379592,0.000879228,1.89182E+11,0.681054221
Austria,1966,47.516231,14.550072,Europe,AUT,0.25843989,0.067755723,0.203283347,1.47077E+11,0.52947896
Belgium,1966,50.503887,4.469936,Europe,BEL,0.692137141,0.0047754,0.732135579,3.96958E+11,1.42904812
Bulgaria,1966,42.733883,25.48583,Europe,BGR,0.17954679,0.00302211,0.258869844,1.22622E+11,0.441438744
Cyprus,1966,35.08620251,-33.15948469,Europe,CYP,0.019219077,0,0,5338632500,0.019219077
Czech Republic,1966,49.817492,15.472962,Europe,CZE,0.186991122,0.0161649,1.474674696,4.66064E+11,1.677830718
Denmark,1966,56.26392,9.501785,Europe,DNK,0.504855738,0,0.175481348,1.88983E+11,0.680337086
Finland,1966,61.92411,25.748151,Europe,FIN,0.2947128,0,0.067696327,1.00669E+11,0.362409127
France,1966,46.227638,2.213749,Europe,FRA,2.459242879,0.190067406,1.604930712,1.18173E+12,4.254240997
Germany,1966,51.165691,10.451526,Europe,DEU,4.110595753,0.13402772,6.283221935,2.9244E+12,10.52784541
Greece,1966,39.074208,21.824312,Europe,GRC,0.205475704,0,0.088048404,81534474444,0.293524108
Hungary,1966,47.162494,19.503304,Europe,HUN,0.17505437,0.0606825,0.438064884,1.87167E+11,0.673801754
Iceland,1966,64.963051,-19.020835,Europe,ISL,0.021784173,0,0.000201516,6107135833,0.021985689
Ireland,1966,53.41291,-8.24389,Europe,IRL,0.114773583,0,0.149091948,73295980833,0.263865531
Italy,1966,41.87194,12.56738,Europe,ITA,2.424364863,0.2898765,0.375639696,8.583E+11,3.089881059
Luxembourg,1966,49.61682412,6.124983395,Europe,LUX,0.040282462,0,0.103095763,39827284722,0.143378225
Netherlands,1966,52.132633,5.291266,Europe,NLD,1.155158762,0.103,0.338,4.43377E+11,1.596158762
Norway,1966,60.472024,8.468946,Europe,NOR,0.245104246,0,0.029425249,76258193056,0.274529495
Poland,1966,51.919438,19.145136,Europe,POL,0.2412307,0.0733167,2.523719304,7.88407E+11,2.838266704
Portugal,1966,39.399872,-8.224454,Europe,PRT,0.11265312,0,0.025288272,38317053333,0.137941392
Romania,1966,45.943161,24.96676,Europe,ROU,0.31729449,0.545279415,0.196579905,2.94209E+11,1.05915381
Slovakia,1966,48.17856255,-17.37553815,Europe,SVK,0.107463348,0.01195236,0.256009428,1.04285E+11,0.375425136
Spain,1966,40.463667,-3.74922,Europe,ESP,0.708600324,0,0.375723432,3.01201E+11,1.084323756
Sweden,1966,60.128161,18.643501,Europe,SWE,0.93476403,0,0.089065503,2.84397E+11,1.023829533
Switzerland,1966,46.818188,8.227512,Europe,CHE,0.368885046,0,0.04415,1.14732E+11,0.413035046
Turkey,1966,38.963745,35.243322,Europe,TUR,0.180418001,0,0.170988912,97613031389,0.351406913
United Kingdom,1966,55.378051,-3.435973,Europe,GBR,3.416097011,0.030186828,4.67791164,2.25672E+12,8.124195479
Iran,1966,32.427908,53.688046,Middle East,IRN,0.322864271,0.029490071,0.009713376,1.00574E+11,0.362067718
Iraq,1966,33.223191,43.679291,Middle East,IRQ,0.060099448,0.0207594,0,22460791111,0.080858848
Israel,1966,31.046051,34.851612,Middle East,ISR,0.171733743,0.003436784,0,48658479722,0.175170527
Kuwait,1966,29.31166,47.481766,Middle East,KWT,0.216977192,0.081396,0,82881442222,0.298373192
Oman,1966,21.512583,55.923255,Middle East,OMN,0.019873001,0,0,5520278056,0.019873001
Qatar,1966,25.3182235,-51.20661467,Middle East,QAT,0.002059192,0.00305532,0,1420697778,0.005114512
Saudi Arabia,1966,23.885942,45.079162,Middle East,SAU,0.83196574,0.025992,0,2.38322E+11,0.85795774
United Arab Emirates,1966,23.7479278,-54.10908829,Middle East,ARE,0.003283348,0,0,912041111.1,0.003283348
Algeria,1966,28.033886,1.659626,Africa,DZA,0.072981739,0.0277893,0.002847024,28782795278,0.103618063
Egypt,1966,26.820553,30.802498,Africa,EGY,0.314423978,0.0019404,0.011471832,91065613889,0.32783621
Morocco,1966,31.791702,-7.09262,Africa,MAR,0.059447389,0.00175077,0.011667,20240321944,0.072865159
South Africa,1966,-30.559482,22.937506,Africa,ZAF,0.263484501,0,1.01927646,3.56322E+11,1.282760961
Australia,1966,-25.274398,133.775136,Asia Pacific,AUS,0.770571187,0.00014148,0.7538,4.23476E+11,1.524512667
China,1966,35.86166,104.195397,Asia Pacific,CHN,0.596879679,0.048619469,5.1246432,1.60282E+12,5.770142348
China Hong Kong SAR,1966,22.32789401,114.1798757,Asia Pacific,HKG,0.098254951,0,0.004438008,28525821944,0.102692959
India,1966,20.593684,78.96288,Asia Pacific,IND,0.590938854,0.009587772,1.484695301,5.79228E+11,2.085221927
Indonesia,1966,-0.789275,113.921327,Asia Pacific,IDN,0.251512074,0.0186354,0.006615144,76878505000,0.276762618
Japan,1966,36.204824,138.252924,Asia Pacific,JPN,4.158211325,0.0674631,2.173582244,1.77757E+12,6.399256669
Malaysia,1966,4.210484,101.975766,Asia Pacific,MYS,0.113742811,0,0.00083736,31827825278,0.114580171
New Zealand,1966,-40.900557,174.885971,Asia Pacific,NZL,0.13008053,0,0.0669888,54741480556,0.19706933
Pakistan,1966,30.375321,69.345116,Asia Pacific,PAK,0.166020813,0.06008994,0.048734352,76345862500,0.274845105
Philippines,1966,12.879721,121.774017,Asia Pacific,PHL,0.195145067,0,0.001758205,54695353333,0.196903272
Singapore,1966,1.352083,103.819836,Asia Pacific,SGP,0.196868069,0,0.00020934,54743724722,0.197077409
South Korea,1966,36.61375976,127.7174212,Asia Pacific,KOR,0.081523233,0,0.234753876,87854752500,0.316277109
Sri Lanka,1966,7.873054,80.771797,Asia Pacific,LKA,0.020220189,0,0,5616719167,0.020220189
Taiwan,1966,23.69781,120.960515,Asia Pacific,TWN,0.109399597,0.00932139,0.124306092,67507521944,0.243027079
Thailand,1966,15.870032,100.992541,Asia Pacific,THA,0.117689274,0,0.00272142,33447415000,0.120410694
Vietnam,1966,14.058324,108.277199,Asia Pacific,VNM,0.141711437,0,0.039471608,50328623611,0.181183045
Canada,1967,56.130366,-106.346771,North America,CAN,2.603182274,0.90690192,0.629359776,1.14985E+12,4.13944397
Mexico,1967,23.634501,-102.552784,North America,MEX,0.720994839,0.263507429,0.037798,2.83972E+11,1.022300268
US,1967,37.09024,-95.712891,North America,USA,25.15965869,17.03947824,11.94118808,1.5039E+13,54.14032501
Argentina,1967,-38.416097,-63.616672,S. & Cent. America,ARG,1.046618286,0.16811802,0.028225429,3.45267E+11,1.242961735
Brazil,1967,-14.235004,-51.92528,S. & Cent. America,BRA,0.719970241,0.002443378,0.081349524,2.23268E+11,0.803763143
Chile,1967,-35.675147,-71.542969,S. & Cent. America,CHL,0.171181758,0.02058615,0.0502416,67224863333,0.242009508
Colombia,1967,4.570868,-74.297333,S. & Cent. America,COL,0.190581724,0.04158,0.09252828,90191667778,0.324690004
Ecuador,1967,-1.831239,-78.183406,S. & Cent. America,ECU,0.032152123,0,0,8931145278,0.032152123
Peru,1967,-9.189967,-75.015152,S. & Cent. America,PER,0.203055425,0.01285515,0.002146226,60571333611,0.218056801
Trinidad & Tobago,1967,10.691803,-61.222503,S. & Cent. America,TTO,0.083958604,0.0533376,0,38137834444,0.137296204
Venezuela,1967,6.42375,-66.58973,S. & Cent. America,VEN,0.404431756,0.31096872,0.000921096,1.98978E+11,0.716321572
Austria,1967,47.516231,14.550072,Europe,AUT,0.275573203,0.064914061,0.192423247,1.48031E+11,0.532910511
Belgium,1967,50.503887,4.469936,Europe,BEL,0.763313909,0.0181998,0.718550102,4.16684E+11,1.500063811
Bulgaria,1967,42.733883,25.48583,Europe,BGR,0.22580082,0.00919917,0.281101752,1.43362E+11,0.516101742
Cyprus,1967,35.08620251,-33.15948469,Europe,CYP,0.020834117,0,0,5787254722,0.020834117
Czech Republic,1967,49.817492,15.472962,Europe,CZE,0.208076871,0.0194175,1.426107816,4.59334E+11,1.653602187
Denmark,1967,56.26392,9.501785,Europe,DNK,0.533939262,0,0.150239131,1.9005E+11,0.684178393
Finland,1967,61.92411,25.748151,Europe,FIN,0.308781342,0,0.065130824,1.03864E+11,0.373912166
France,1967,46.227638,2.213749,Europe,FRA,2.825243899,0.217221316,1.584153311,1.28517E+12,4.626618526
Germany,1967,51.165691,10.451526,Europe,DEU,4.27471783,0.172759135,6.052695959,2.91671E+12,10.50017292
Greece,1967,39.074208,21.824312,Europe,GRC,0.241606196,0,0.08415468,90489132222,0.325760876
Hungary,1967,47.162494,19.503304,Europe,HUN,0.1852189,0.0778851,0.380035836,1.7865E+11,0.643139836
Iceland,1967,64.963051,-19.020835,Europe,ISL,0.021137553,0,0.000154877,5914563889,0.02129243
Ireland,1967,53.41291,-8.24389,Europe,IRL,0.128504488,0,0.158763456,79796651111,0.287267944
Italy,1967,41.87194,12.56738,Europe,ITA,2.683313612,0.3166317,0.411646176,9.47664E+11,3.411591488
Luxembourg,1967,49.61682412,6.124983395,Europe,LUX,0.044488958,0,0.096602036,39191942778,0.141090994
Netherlands,1967,52.132633,5.291266,Europe,NLD,1.180680101,0.182,0.325,4.688E+11,1.687680101
Norway,1967,60.472024,8.468946,Europe,NOR,0.253765336,0,0.030892346,79071578333,0.284657682
Poland,1967,51.919438,19.145136,Europe,POL,0.26179332,0.0895959,2.569397292,8.1133E+11,2.920786512
Portugal,1967,39.399872,-8.224454,Europe,PRT,0.124286767,0,0.025162668,41513731944,0.149449435
Romania,1967,45.943161,24.96676,Europe,ROU,0.35955504,0.60113666,0.217836656,3.27369E+11,1.178528356
Slovakia,1967,48.17856255,-17.37553815,Europe,SVK,0.119567279,0.01432944,0.246863123,1.05767E+11,0.380759842
Spain,1967,40.463667,-3.74922,Europe,ESP,0.858528384,0,0.38183616,3.44546E+11,1.240364544
Sweden,1967,60.128161,18.643501,Europe,SWE,0.931609378,0,0.088404408,2.83337E+11,1.020013786
Switzerland,1967,46.818188,8.227512,Europe,CHE,0.398996861,0,0.03724,1.21177E+11,0.436236861
Turkey,1967,38.963745,35.243322,Europe,TUR,0.211852094,0,0.15156216,1.00948E+11,0.363414254
United Kingdom,1967,55.378051,-3.435973,Europe,GBR,3.67120273,0.050785884,4.369805028,2.24772E+12,8.091793642
Iran,1967,32.427908,53.688046,Middle East,IRN,0.357139611,0.030916595,0.010718208,1.10771E+11,0.398774414
Iraq,1967,33.223191,43.679291,Middle East,IRQ,0.065059985,0.0165528,0,22670218056,0.081612785
Israel,1967,31.046051,34.851612,Middle East,ISR,0.179011943,0.003848691,0,50794620556,0.182860634
Kuwait,1967,29.31166,47.481766,Middle East,KWT,0.21107674,0.0926136,0,84358427778,0.30369034
Oman,1967,21.512583,55.923255,Middle East,OMN,0.020735214,0,0,5759781667,0.020735214
Qatar,1967,25.3182235,-51.20661467,Middle East,QAT,0.003116978,0.00421038,0,2035377222,0.007327358
Saudi Arabia,1967,23.885942,45.079162,Middle East,SAU,0.839043502,0.0313101,0,2.41765E+11,0.870353602
United Arab Emirates,1967,23.7479278,-54.10908829,Middle East,ARE,0.003528921,0.0159354,0,5406755833,0.019464321
Algeria,1967,28.033886,1.659626,Africa,DZA,0.068191312,0.0269577,0.002177136,27035041111,0.097326148
Egypt,1967,26.820553,30.802498,Africa,EGY,0.25676149,0.0019404,0.017668296,76769496111,0.276370186
Morocco,1967,31.791702,-7.09262,Africa,MAR,0.065311801,0.00175077,0.0116178,21855658611,0.078680371
South Africa,1967,-30.559482,22.937506,Africa,ZAF,0.28717103,0,1.048709664,3.71078E+11,1.335880694
Australia,1967,-25.274398,133.775136,Asia Pacific,AUS,0.84379596,0.00014148,0.7749,4.49677E+11,1.61883744
China,1967,35.86166,104.195397,Asia Pacific,CHN,0.589294243,0.052973451,4.5552384,1.44375E+12,5.197506094
China Hong Kong SAR,1967,22.32789401,114.1798757,Asia Pacific,HKG,0.117735314,0,0.00355878,33692803889,0.121294094
India,1967,20.593684,78.96288,Asia Pacific,IND,0.609696821,0.012811608,1.509426905,5.92204E+11,2.131935334
Indonesia,1967,-0.789275,113.921327,Asia Pacific,IDN,0.242650076,0.02276442,0.004647348,75017178889,0.270061844
Japan,1967,36.204824,138.252924,Asia Pacific,JPN,5.104686088,0.0697896,2.387500929,2.10055E+12,7.561976617
Malaysia,1967,4.210484,101.975766,Asia Pacific,MYS,0.115072147,0,0.000502416,32104045278,0.115574563
New Zealand,1967,-40.900557,174.885971,Asia Pacific,NZL,0.13662651,0,0.061169148,54943238333,0.197795658
Pakistan,1967,30.375321,69.345116,Asia Pacific,PAK,0.185572446,0.07009992,0.046808424,84022441667,0.30248079
Philippines,1967,12.879721,121.774017,Asia Pacific,PHL,0.220081495,0,0.001367493,61513607778,0.221448988
Singapore,1967,1.352083,103.819836,Asia Pacific,SGP,0.236596061,0,0.000125604,65756018056,0.236721665
South Korea,1967,36.61375976,127.7174212,Asia Pacific,KOR,0.141325715,0,0.223951932,1.01466E+11,0.365277647
Sri Lanka,1967,7.873054,80.771797,Asia Pacific,LKA,0.020709832,0,0,5752731111,0.020709832
Taiwan,1967,23.69781,120.960515,Asia Pacific,TWN,0.129934315,0.01204164,0.126148284,74478955278,0.268124239
Thailand,1967,15.870032,100.992541,Asia Pacific,THA,0.130622947,0,0.004856688,37633231944,0.135479635
Vietnam,1967,14.058324,108.277199,Asia Pacific,VNM,0.207548706,0,0.043260901,69669335278,0.250809607
Canada,1968,56.130366,-106.346771,North America,CAN,2.771255143,1.00987479,0.683746308,1.24024E+12,4.464876241
Mexico,1968,23.634501,-102.552784,North America,MEX,0.78402204,0.282931513,0.039623,3.07382E+11,1.106576553
US,1968,37.09024,-95.712891,North America,USA,26.84865992,18.24053399,12.35907529,1.59579E+13,57.4482692
Argentina,1968,-38.416097,-63.616672,S. & Cent. America,ARG,1.068376182,0.18719847,0.027428527,3.5639E+11,1.283003179
Brazil,1968,-14.235004,-51.92528,S. & Cent. America,BRA,0.864706162,0.002582243,0.080051616,2.6315E+11,0.947340021
Chile,1968,-35.675147,-71.542969,S. & Cent. America,CHL,0.180379877,0.017595,0.0502416,68949021389,0.248216477
Colombia,1968,4.570868,-74.297333,S. & Cent. America,COL,0.212734294,0.04237695,0.084280284,94275424444,0.339391528
Ecuador,1968,-1.831239,-78.183406,S. & Cent. America,ECU,0.038419712,0,0,10672142222,0.038419712
Peru,1968,-9.189967,-75.015152,S. & Cent. America,PER,0.203854294,0.01431045,0.002129057,61192722500,0.220293801
Trinidad & Tobago,1968,10.691803,-61.222503,S. & Cent. America,TTO,0.085567635,0.0559638,0,39314287500,0.141531435
Venezuela,1968,6.42375,-66.58973,S. & Cent. America,VEN,0.440543919,0.32099868,0.000962964,2.11807E+11,0.762505563
Austria,1968,47.516231,14.550072,Europe,AUT,0.318477842,0.069224291,0.189985265,1.60469E+11,0.577687398
Belgium,1968,50.503887,4.469936,Europe,BEL,0.886173174,0.0442764,0.741831042,4.64522E+11,1.672280616
Bulgaria,1968,42.733883,25.48583,Europe,BGR,0.26761719,0.01408104,0.305385192,1.63079E+11,0.587083422
Cyprus,1968,35.08620251,-33.15948469,Europe,CYP,0.023138106,0,0,6427251667,0.023138106
Czech Republic,1968,49.817492,15.472962,Europe,CZE,0.229824537,0.0239445,1.476223812,4.80554E+11,1.729992849
Denmark,1968,56.26392,9.501785,Europe,DNK,0.580363146,0,0.134613994,1.98605E+11,0.71497714
Finland,1968,61.92411,25.748151,Europe,FIN,0.350016139,0,0.078439028,1.19015E+11,0.428455167
France,1968,46.227638,2.213749,Europe,FRA,3.061553918,0.259763391,1.523379059,1.34575E+12,4.844696368
Germany,1968,51.165691,10.451526,Europe,DEU,4.792041839,0.283931064,6.139580504,3.11543E+12,11.21555341
Greece,1968,39.074208,21.824312,Europe,GRC,0.247294999,0,0.09504036,95093155278,0.342335359
Hungary,1968,47.162494,19.503304,Europe,HUN,0.19411396,0.0980244,0.375095412,1.85343E+11,0.667233772
Iceland,1968,64.963051,-19.020835,Europe,ISL,0.022569527,0,0.000122318,6303290278,0.022691845
Ireland,1968,53.41291,-8.24389,Europe,IRL,0.142934461,0,0.193890708,93562546944,0.336825169
Italy,1968,41.87194,12.56738,Europe,ITA,2.958675598,0.3718566,0.398667096,1.03589E+12,3.729199294
Luxembourg,1968,49.61682412,6.124983395,Europe,LUX,0.049109884,0,0.103543751,42403787500,0.152653635
Netherlands,1968,52.132633,5.291266,Europe,NLD,1.273529229,0.306,0.308,5.24314E+11,1.887529229
Norway,1968,60.472024,8.468946,Europe,NOR,0.28226274,0,0.031445003,87141039722,0.313707743
Poland,1968,51.919438,19.145136,Europe,POL,0.32755709,0.1230912,2.693033496,8.73245E+11,3.143681786
Portugal,1968,39.399872,-8.224454,Europe,PRT,0.133332579,0,0.022650588,43328657500,0.155983167
Romania,1968,45.943161,24.96676,Europe,ROU,0.37919973,0.636076444,0.238823193,3.48361E+11,1.254099367
Slovakia,1968,48.17856255,-17.37553815,Europe,SVK,0.132130303,0.0320814,0.259624396,1.17732E+11,0.423836099
Spain,1968,40.463667,-3.74922,Europe,ESP,0.911882162,0,0.386525376,3.60669E+11,1.298407538
Sweden,1968,60.128161,18.643501,Europe,SWE,1.053756581,0,0.077235532,3.14164E+11,1.130992113
Switzerland,1968,46.818188,8.227512,Europe,CHE,0.442557567,0,0.0352,1.3271E+11,0.477757567
Turkey,1968,38.963745,35.243322,Europe,TUR,0.25453196,0,0.16475058,1.16467E+11,0.41928254
United Kingdom,1968,55.378051,-3.435973,Europe,GBR,3.886185113,0.114676452,4.3731126,2.3261E+12,8.373974165
Iran,1968,32.427908,53.688046,Middle East,IRN,0.394100846,0.033023948,0.011806776,1.21925E+11,0.43893157
Iraq,1968,33.223191,43.679291,Middle East,IRQ,0.070517481,0.016587,0,24195689167,0.087104481
Israel,1968,31.046051,34.851612,Middle East,ISR,0.186669056,0.004938974,0,53224452778,0.19160803
Kuwait,1968,29.31166,47.481766,Middle East,KWT,0.205402143,0.1141938,0,88776650833,0.319595943
Oman,1968,21.512583,55.923255,Middle East,OMN,0.021682377,0,0,6022882500,0.021682377
Qatar,1968,25.3182235,-51.20661467,Middle East,QAT,0.004030791,0.01915164,0,6439564167,0.023182431
Saudi Arabia,1968,23.885942,45.079162,Middle East,SAU,0.846210771,0.0376542,0,2.45518E+11,0.883864971
United Arab Emirates,1968,23.7479278,-54.10908829,Middle East,ARE,0.003940967,0.02106,0,6944713056,0.025000967
Algeria,1968,28.033886,1.659626,Africa,DZA,0.072602285,0.0283437,0.00230274,28680201389,0.103248725
Egypt,1968,26.820553,30.802498,Africa,EGY,0.26855913,0.0019404,0.018380052,80244328333,0.288879582
Morocco,1968,31.791702,-7.09262,Africa,MAR,0.07167292,0.00175077,0.0104406,23295636111,0.08386429
South Africa,1968,-30.559482,22.937506,Africa,ZAF,0.312155991,0,1.097737092,3.91637E+11,1.409893083
Australia,1968,-25.274398,133.775136,Asia Pacific,AUS,0.919025956,0.00109647,0.7981,4.77284E+11,1.718222426
China,1968,35.86166,104.195397,Asia Pacific,CHN,0.644524472,0.05079646,4.52132532,1.44907E+12,5.216646252
