Category,Country,Continent,Year,Usage,FossilType,Measurement,Latitude,Longitude,iso_alpha
Oil Production,Denmark,Europe,1998,11.59813084,Oil,Million tonnes,56.26392,9.501785,DNK
Oil Production,Italy,Europe,1998,5.622,Oil,Million tonnes,41.87194,12.56738,ITA
Oil Production,Norway,Europe,1998,149.6002107,Oil,Million tonnes,60.472024,8.468946,NOR
Oil Production,Romania,Europe,1998,6.553,Oil,Million tonnes,45.943161,24.96676,ROU
Oil Production,United Kingdom,Europe,1998,132.633,Oil,Million tonnes,55.378051,-3.435973,GBR
Oil Production,Azerbaijan,CIS,1998,11.449,Oil,Million tonnes,40.37218247,-47.99440631,AZE
Oil Production,Kazakhstan,CIS,1998,25.945,Oil,Million tonnes,47.97919679,-67.16447093,KAZ
Oil Production,Russian Federation,CIS,1998,304.34,Oil,Million tonnes,61.87817188,-94.65763783,RUS
Oil Production,Turkmenistan,CIS,1998,6.369,Oil,Million tonnes,39.06564821,-59.08747704,TKM
Oil Production,Uzbekistan,CIS,1998,8.176,Oil,Million tonnes,42.04885918,-64.06189671,UZB
Oil Production,Iran,Middle East,1998,190.7875549,Oil,Million tonnes,32.427908,53.688046,IRN
Oil Production,Iraq,Middle East,1998,104.1855843,Oil,Million tonnes,33.223191,43.679291,IRQ
Oil Production,Kuwait,Middle East,1998,110.003268,Oil,Million tonnes,29.31166,47.481766,KWT
Oil Production,Oman,Middle East,1998,44.71185959,Oil,Million tonnes,21.512583,55.923255,OMN
Oil Production,Qatar,Middle East,1998,33.55168797,Oil,Million tonnes,25.3182235,-51.20661467,QAT
Oil Production,Saudi Arabia,Middle East,1998,445.2946685,Oil,Million tonnes,23.885942,45.079162,SAU
Oil Production,Syria,Middle East,1998,28.61815143,Oil,Million tonnes,34.802075,38.996815,SYR
Oil Production,United Arab Emirates,Middle East,1998,121.5219204,Oil,Million tonnes,23.7479278,-54.10908829,ARE
Oil Production,Yemen,Middle East,1998,18.00103146,Oil,Million tonnes,15.81904194,-47.76828626,YEM
Oil Production,Algeria,Africa,1998,61.38579345,Oil,Million tonnes,28.033886,1.659626,DZA
Oil Production,Angola,Africa,1998,36,Oil,Million tonnes,-11.202692,17.873887,AGO
Oil Production,Egypt,Africa,1998,42.962,Oil,Million tonnes,26.820553,30.802498,EGY
Oil Production,Equatorial Guinea,Africa,1998,4.110583446,Oil,Million tonnes,1.650801,10.267895,GNQ
Oil Production,Gabon,Africa,1998,16.848,Oil,Million tonnes,-0.803689,11.609444,GAB
Oil Production,Libya,Africa,1998,69.5927484,Oil,Million tonnes,26.3351,17.228331,LBY
Oil Production,Nigeria,Africa,1998,98.91972875,Oil,Million tonnes,9.081999,8.675277,NGA
Oil Production,Sudan,Africa,1998,0.591093117,Oil,Million tonnes,12.862807,30.217636,SDN
Oil Production,Tunisia,Africa,1998,4.0804,Oil,Million tonnes,33.886917,9.537499,TUN
Oil Production,Australia,Asia Pacific,1998,28.20511711,Oil,Million tonnes,-25.274398,133.775136,AUS
Oil Production,Brunei,Asia Pacific,1998,7.662329703,Oil,Million tonnes,4.495153165,114.626025,BRN
Oil Production,China,Asia Pacific,1998,160.18,Oil,Million tonnes,35.86166,104.195397,CHN
Oil Production,India,Asia Pacific,1998,34.695,Oil,Million tonnes,20.593684,78.96288,IND
Oil Production,Indonesia,Asia Pacific,1998,74.20052046,Oil,Million tonnes,-0.789275,113.921327,IDN
Oil Production,Malaysia,Asia Pacific,1998,34.02313845,Oil,Million tonnes,4.210484,101.975766,MYS
Oil Production,Thailand,Asia Pacific,1998,4.461832919,Oil,Million tonnes,15.870032,100.992541,THA
Oil Production,Vietnam,Asia Pacific,1998,12.5,Oil,Million tonnes,14.058324,108.277199,VNM
Gas Production,Canada,North America,1998,165.6041,Gas,Billion cubic metres,56.130366,-106.346771,CAN
Gas Production,Mexico,North America,1998,32.93411314,Gas,Billion cubic metres,23.634501,-102.552784,MEX
Gas Production,US,North America,1998,517.328042,Gas,Billion cubic metres,37.09024,-95.712891,USA
Gas Production,Argentina,S. & Cent. America,1998,28.776275,Gas,Billion cubic metres,-38.416097,-63.616672,ARG
Gas Production,Bolivia,S. & Cent. America,1998,2.705500295,Gas,Billion cubic metres,-16.290154,-63.588653,BOL
Gas Production,Brazil,S. & Cent. America,1998,6.51732496,Gas,Billion cubic metres,-14.235004,-51.92528,BRA
Gas Production,Colombia,S. & Cent. America,1998,6.48955,Gas,Billion cubic metres,4.570868,-74.297333,COL
Gas Production,Peru,S. & Cent. America,1998,0.3936625,Gas,Billion cubic metres,-9.189967,-75.015152,PER
Gas Production,Trinidad & Tobago,S. & Cent. America,1998,9.044336443,Gas,Billion cubic metres,10.691803,-61.222503,TTO
Gas Production,Venezuela,S. & Cent. America,1998,35.892405,Gas,Billion cubic metres,6.42375,-66.58973,VEN
Gas Production,Denmark,Europe,1998,7.886699793,Gas,Billion cubic metres,56.26392,9.501785,DNK
Gas Production,Germany,Europe,1998,17.48696569,Gas,Billion cubic metres,51.165691,10.451526,DEU
Gas Production,Italy,Europe,1998,18.238166,Gas,Billion cubic metres,41.87194,12.56738,ITA
Gas Production,Netherlands,Europe,1998,67.67777778,Gas,Billion cubic metres,52.132633,5.291266,NLD
Gas Production,Norway,Europe,1998,43.86310477,Gas,Billion cubic metres,60.472024,8.468946,NOR
Gas Production,Poland,Europe,1998,3.778125,Gas,Billion cubic metres,51.919438,19.145136,POL
Gas Production,Romania,Europe,1998,12.9669,Gas,Billion cubic metres,45.943161,24.96676,ROU
Gas Production,Ukraine,Europe,1998,15.8637414,Gas,Billion cubic metres,49.03256983,-31.17505696,UKR
Gas Production,United Kingdom,Europe,1998,94.39731,Gas,Billion cubic metres,55.378051,-3.435973,GBR
Gas Production,Azerbaijan,CIS,1998,5.092039823,Gas,Billion cubic metres,40.37218247,-47.99440631,AZE
Gas Production,Kazakhstan,CIS,1998,5.634369024,Gas,Billion cubic metres,47.97919679,-67.16447093,KAZ
Gas Production,Russian Federation,CIS,1998,541.2862832,Gas,Billion cubic metres,61.87817188,-94.65763783,RUS
Gas Production,Turkmenistan,CIS,1998,12.012,Gas,Billion cubic metres,39.06564821,-59.08747704,TKM
Gas Production,Uzbekistan,CIS,1998,49.4725,Gas,Billion cubic metres,42.04885918,-64.06189671,UZB
Gas Production,Bahrain,Middle East,1998,8.771346,Gas,Billion cubic metres,25.930414,50.637772,BHR
Gas Production,Iran,Middle East,1998,44.4717825,Gas,Billion cubic metres,32.427908,53.688046,IRN
Gas Production,Iraq,Middle East,1998,2.8025,Gas,Billion cubic metres,33.223191,43.679291,IRQ
Gas Production,Kuwait,Middle East,1998,9.01645,Gas,Billion cubic metres,29.31166,47.481766,KWT
Gas Production,Oman,Middle East,1998,4.8755525,Gas,Billion cubic metres,21.512583,55.923255,OMN
Gas Production,Qatar,Middle East,1998,16.22936592,Gas,Billion cubic metres,25.3182235,-51.20661467,QAT
Gas Production,Saudi Arabia,Middle East,1998,44.479,Gas,Billion cubic metres,23.885942,45.079162,SAU
Gas Production,Syria,Middle East,1998,5.419375,Gas,Billion cubic metres,34.802075,38.996815,SYR
Gas Production,United Arab Emirates,Middle East,1998,36.14325,Gas,Billion cubic metres,23.7479278,-54.10908829,ARE
Gas Production,Algeria,Africa,1998,80.162101,Gas,Billion cubic metres,28.033886,1.659626,DZA
Gas Production,Egypt,Africa,1998,13.475,Gas,Billion cubic metres,26.820553,30.802498,EGY
Gas Production,Libya,Africa,1998,6.042,Gas,Billion cubic metres,26.3351,17.228331,LBY
Gas Production,Nigeria,Africa,1998,6.01768904,Gas,Billion cubic metres,9.081999,8.675277,NGA
Gas Production,Australia,Asia Pacific,1998,30.27370791,Gas,Billion cubic metres,-25.274398,133.775136,AUS
Gas Production,Bangladesh,Asia Pacific,1998,7.686446111,Gas,Billion cubic metres,23.684994,90.356331,BGD
Gas Production,Brunei,Asia Pacific,1998,10.501725,Gas,Billion cubic metres,4.495153165,114.626025,BRN
Gas Production,China,Asia Pacific,1998,23.46211898,Gas,Billion cubic metres,35.86166,104.195397,CHN
Gas Production,India,Asia Pacific,1998,23.54287513,Gas,Billion cubic metres,20.593684,78.96288,IND
Gas Production,Indonesia,Asia Pacific,1998,65.5565142,Gas,Billion cubic metres,-0.789275,113.921327,IDN
Gas Production,Malaysia,Asia Pacific,1998,41.226024,Gas,Billion cubic metres,4.210484,101.975766,MYS
Gas Production,Myanmar,Asia Pacific,1998,1.7292,Gas,Billion cubic metres,16.871311,96.199379,MMR
Gas Production,Pakistan,Asia Pacific,1998,14.863,Gas,Billion cubic metres,30.375321,69.345116,PAK
Gas Production,Thailand,Asia Pacific,1998,18.16366572,Gas,Billion cubic metres,15.870032,100.992541,THA
Gas Production,Vietnam,Asia Pacific,1998,0.8685,Gas,Billion cubic metres,14.058324,108.277199,VNM
Coal Production,Canada,North America,1998,75.2681,Coal,Million tonnes ,56.130366,-106.346771,CAN
Coal Production,Mexico,North America,1998,10.10746745,Coal,Million tonnes ,23.634501,-102.552784,MEX
Coal Production,US,North America,1998,1013.810654,Coal,Million tonnes ,37.09024,-95.712891,USA
Coal Production,Brazil,S. & Cent. America,1998,5.570416,Coal,Million tonnes ,-14.235004,-51.92528,BRA
Coal Production,Colombia,S. & Cent. America,1998,33.561,Coal,Million tonnes ,4.570868,-74.297333,COL
Coal Production,Venezuela,S. & Cent. America,1998,6.46,Coal,Million tonnes ,6.42375,-66.58973,VEN
Coal Production,Bulgaria,Europe,1998,30.11079999,Coal,Million tonnes ,42.733883,25.48583,BGR
Coal Production,Czech Republic,Europe,1998,67.529,Coal,Million tonnes ,49.817492,15.472962,CZE
Coal Production,Germany,Europe,1998,207.293,Coal,Million tonnes ,51.165691,10.451526,DEU
Coal Production,Greece,Europe,1998,60.884,Coal,Million tonnes ,39.074208,21.824312,GRC
Coal Production,Hungary,Europe,1998,15.068,Coal,Million tonnes ,47.162494,19.503304,HUN
Coal Production,Poland,Europe,1998,178.55,Coal,Million tonnes ,51.919438,19.145136,POL
Coal Production,Romania,Europe,1998,26.235,Coal,Million tonnes ,45.943161,24.96676,ROU
Coal Production,Spain,Europe,1998,26.075,Coal,Million tonnes ,40.463667,-3.74922,ESP
Coal Production,Turkey,Europe,1998,67.38287578,Coal,Million tonnes ,38.963745,35.243322,TUR
Coal Production,Ukraine,Europe,1998,60.215,Coal,Million tonnes ,49.03256983,-31.17505696,UKR
Coal Production,United Kingdom,Europe,1998,41.177,Coal,Million tonnes ,55.378051,-3.435973,GBR
Coal Production,Kazakhstan,CIS,1998,69.773,Coal,Million tonnes ,47.97919679,-67.16447093,KAZ
Coal Production,Russian Federation,CIS,1998,235.4576542,Coal,Million tonnes ,61.87817188,-94.65763783,RUS
Coal Production,Uzbekistan,CIS,1998,2.952,Coal,Million tonnes ,42.04885918,-64.06189671,UZB
Coal Production,South Africa,Africa,1998,222.976756,Coal,Million tonnes ,-30.559482,22.937506,ZAF
Coal Production,Zimbabwe,Africa,1998,5.47,Coal,Million tonnes ,-19.015438,29.154857,ZWE
Coal Production,Australia,Asia Pacific,1998,290.749,Coal,Million tonnes ,-25.274398,133.775136,AUS
Coal Production,China,Asia Pacific,1998,1332.0286,Coal,Million tonnes ,35.86166,104.195397,CHN
Coal Production,India,Asia Pacific,1998,320.918,Coal,Million tonnes ,20.593684,78.96288,IND
Coal Production,Indonesia,Asia Pacific,1998,62.23,Coal,Million tonnes ,-0.789275,113.921327,IDN
Coal Production,Japan,Asia Pacific,1998,3.66,Coal,Million tonnes ,36.204824,138.252924,JPN
Coal Production,Mongolia,Asia Pacific,1998,5.057,Coal,Million tonnes ,46.862496,103.846656,MNG
Coal Production,New Zealand,Asia Pacific,1998,3.12637,Coal,Million tonnes ,-40.900557,174.885971,NZL
Coal Production,Pakistan,Asia Pacific,1998,3.32,Coal,Million tonnes ,30.375321,69.345116,PAK
Coal Production,South Korea,Asia Pacific,1998,4.361,Coal,Million tonnes ,36.61375976,127.7174212,KOR
Coal Production,Thailand,Asia Pacific,1998,19.996195,Coal,Million tonnes ,15.870032,100.992541,THA
Coal Production,Vietnam,Asia Pacific,1998,11.672,Coal,Million tonnes ,14.058324,108.277199,VNM
Oil Consumption,Canada,North America,1999,4.015986359,Oil,Exajoules,56.130366,-106.346771,CAN
Oil Consumption,Mexico,North America,1999,3.645154555,Oil,Exajoules,23.634501,-102.552784,MEX
Oil Consumption,US,North America,1999,37.93353441,Oil,Exajoules,37.09024,-95.712891,USA
Oil Consumption,Argentina,S. & Cent. America,1999,1.033055138,Oil,Exajoules,-38.416097,-63.616672,ARG
Oil Consumption,Brazil,S. & Cent. America,1999,3.779698912,Oil,Exajoules,-14.235004,-51.92528,BRA
Oil Consumption,Chile,S. & Cent. America,1999,0.52437795,Oil,Exajoules,-35.675147,-71.542969,CHL
Oil Consumption,Colombia,S. & Cent. America,1999,0.485789117,Oil,Exajoules,4.570868,-74.297333,COL
Oil Consumption,Ecuador,S. & Cent. America,1999,0.309587881,Oil,Exajoules,-1.831239,-78.183406,ECU
Oil Consumption,Peru,S. & Cent. America,1999,0.33186328,Oil,Exajoules,-9.189967,-75.015152,PER
Oil Consumption,Trinidad & Tobago,S. & Cent. America,1999,0.075075158,Oil,Exajoules,10.691803,-61.222503,TTO
Oil Consumption,Venezuela,S. & Cent. America,1999,1.121415731,Oil,Exajoules,6.42375,-66.58973,VEN
Oil Consumption,Austria,Europe,1999,0.520744703,Oil,Exajoules,47.516231,14.550072,AUT
Oil Consumption,Belgium,Europe,1999,1.273724898,Oil,Exajoules,50.503887,4.469936,BEL
Oil Consumption,Bulgaria,Europe,1999,0.185240483,Oil,Exajoules,42.733883,25.48583,BGR
Oil Consumption,Croatia,Europe,1999,0.189190045,Oil,Exajoules,45.1,15.2,HRV
Oil Consumption,Cyprus,Europe,1999,0.102965612,Oil,Exajoules,35.08620251,-33.15948469,CYP
Oil Consumption,Czech Republic,Europe,1999,0.351502838,Oil,Exajoules,49.817492,15.472962,CZE
Oil Consumption,Denmark,Europe,1999,0.453753144,Oil,Exajoules,56.26392,9.501785,DNK
Oil Consumption,Estonia,Europe,1999,0.053333267,Oil,Exajoules,58.69807177,-25.8872705,EST
Oil Consumption,Finland,Europe,1999,0.457843631,Oil,Exajoules,61.92411,25.748151,FIN
Oil Consumption,France,Europe,1999,4.165806764,Oil,Exajoules,46.227638,2.213749,FRA
Oil Consumption,Germany,Europe,1999,5.76398614,Oil,Exajoules,51.165691,10.451526,DEU
Oil Consumption,Greece,Europe,1999,0.817241437,Oil,Exajoules,39.074208,21.824312,GRC
Oil Consumption,Hungary,Europe,1999,0.304339402,Oil,Exajoules,47.162494,19.503304,HUN
Oil Consumption,Iceland,Europe,1999,0.033901232,Oil,Exajoules,64.963051,-19.020835,ISL
Oil Consumption,Ireland,Europe,1999,0.357290613,Oil,Exajoules,53.41291,-8.24389,IRL
Oil Consumption,Italy,Europe,1999,4.077092349,Oil,Exajoules,41.87194,12.56738,ITA
Oil Consumption,Latvia,Europe,1999,0.066374387,Oil,Exajoules,56.98600629,-25.98243782,LVA
Oil Consumption,Lithuania,Europe,1999,0.131060678,Oil,Exajoules,55.56514803,-23.92632337,LTU
Oil Consumption,Luxembourg,Europe,1999,0.092661932,Oil,Exajoules,49.61682412,6.124983395,LUX
Oil Consumption,Netherlands,Europe,1999,1.725456781,Oil,Exajoules,52.132633,5.291266,NLD
Oil Consumption,North Macedonia,Europe,1999,0.039871944,Oil,Exajoules,42.12066355,-21.42254912,MKD
Oil Consumption,Norway,Europe,1999,0.413067046,Oil,Exajoules,60.472024,8.468946,NOR
Oil Consumption,Poland,Europe,1999,0.942326617,Oil,Exajoules,51.919438,19.145136,POL
Oil Consumption,Portugal,Europe,1999,0.692846614,Oil,Exajoules,39.399872,-8.224454,PRT
Oil Consumption,Romania,Europe,1999,0.399244156,Oil,Exajoules,45.943161,24.96676,ROU
Oil Consumption,Slovakia,Europe,1999,0.148085348,Oil,Exajoules,48.17856255,-17.37553815,SVK
Oil Consumption,Slovenia,Europe,1999,0.107005706,Oil,Exajoules,46.151241,14.995463,SVN
Oil Consumption,Spain,Europe,1999,2.926544074,Oil,Exajoules,40.463667,-3.74922,ESP
Oil Consumption,Sweden,Europe,1999,0.801369391,Oil,Exajoules,60.128161,18.643501,SWE
Oil Consumption,Switzerland,Europe,1999,0.550347543,Oil,Exajoules,46.818188,8.227512,CHE
Oil Consumption,Turkey,Europe,1999,1.277286547,Oil,Exajoules,38.963745,35.243322,TUR
Oil Consumption,Ukraine,Europe,1999,0.544718708,Oil,Exajoules,49.03256983,-31.17505696,UKR
Oil Consumption,United Kingdom,Europe,1999,3.484325141,Oil,Exajoules,55.378051,-3.435973,GBR
Oil Consumption,Azerbaijan,CIS,1999,0.241159293,Oil,Exajoules,40.37218247,-47.99440631,AZE
Oil Consumption,Belarus,CIS,1999,0.336993802,Oil,Exajoules,53.22505931,-28.06449163,BLR
Oil Consumption,Kazakhstan,CIS,1999,0.30016318,Oil,Exajoules,47.97919679,-67.16447093,KAZ
Oil Consumption,Russian Federation,CIS,1999,5.383137894,Oil,Exajoules,61.87817188,-94.65763783,RUS
Oil Consumption,Turkmenistan,CIS,1999,0.180138273,Oil,Exajoules,39.06564821,-59.08747704,TKM
Oil Consumption,Uzbekistan,CIS,1999,0.298719902,Oil,Exajoules,42.04885918,-64.06189671,UZB
Oil Consumption,Iran,Middle East,1999,2.708156542,Oil,Exajoules,32.427908,53.688046,IRN
Oil Consumption,Iraq,Middle East,1999,0.704324612,Oil,Exajoules,33.223191,43.679291,IRQ
Oil Consumption,Israel,Middle East,1999,0.563242306,Oil,Exajoules,31.046051,34.851612,ISR
Oil Consumption,Kuwait,Middle East,1999,0.416624849,Oil,Exajoules,29.31166,47.481766,KWT
Oil Consumption,Oman,Middle East,1999,0.127617446,Oil,Exajoules,21.512583,55.923255,OMN
Oil Consumption,Qatar,Middle East,1999,0.078175846,Oil,Exajoules,25.3182235,-51.20661467,QAT
Oil Consumption,Saudi Arabia,Middle East,1999,3.011509171,Oil,Exajoules,23.885942,45.079162,SAU
Oil Consumption,United Arab Emirates,Middle East,1999,0.835194007,Oil,Exajoules,23.7479278,-54.10908829,ARE
Oil Consumption,Algeria,Africa,1999,0.356034045,Oil,Exajoules,28.033886,1.659626,DZA
Oil Consumption,Egypt,Africa,1999,1.191098206,Oil,Exajoules,26.820553,30.802498,EGY
Oil Consumption,Morocco,Africa,1999,0.321325682,Oil,Exajoules,31.791702,-7.09262,MAR
Oil Consumption,South Africa,Africa,1999,0.935930458,Oil,Exajoules,-30.559482,22.937506,ZAF
Oil Consumption,Australia,Asia Pacific,1999,1.642154288,Oil,Exajoules,-25.274398,133.775136,AUS
Oil Consumption,Bangladesh,Asia Pacific,1999,0.144661857,Oil,Exajoules,23.684994,90.356331,BGD
Oil Consumption,China,Asia Pacific,1999,8.946610053,Oil,Exajoules,35.86166,104.195397,CHN
Oil Consumption,China Hong Kong SAR,Asia Pacific,1999,0.410700623,Oil,Exajoules,22.32789401,114.1798757,HKG
Oil Consumption,India,Asia Pacific,1999,4.401284156,Oil,Exajoules,20.593684,78.96288,IND
Oil Consumption,Indonesia,Asia Pacific,1999,2.112083342,Oil,Exajoules,-0.789275,113.921327,IDN
Oil Consumption,Japan,Asia Pacific,1999,11.56971695,Oil,Exajoules,36.204824,138.252924,JPN
Oil Consumption,Malaysia,Asia Pacific,1999,0.973543549,Oil,Exajoules,4.210484,101.975766,MYS
Oil Consumption,New Zealand,Asia Pacific,1999,0.260971822,Oil,Exajoules,-40.900557,174.885971,NZL
Oil Consumption,Pakistan,Asia Pacific,1999,0.777649601,Oil,Exajoules,30.375321,69.345116,PAK
Oil Consumption,Philippines,Asia Pacific,1999,0.77456832,Oil,Exajoules,12.879721,121.774017,PHL
Oil Consumption,Singapore,Asia Pacific,1999,1.437458788,Oil,Exajoules,1.352083,103.819836,SGP
Oil Consumption,South Korea,Asia Pacific,1999,4.199181584,Oil,Exajoules,36.61375976,127.7174212,KOR
Oil Consumption,Sri Lanka,Asia Pacific,1999,0.123884064,Oil,Exajoules,7.873054,80.771797,LKA
Oil Consumption,Taiwan,Asia Pacific,1999,1.819985284,Oil,Exajoules,23.69781,120.960515,TWN
Oil Consumption,Thailand,Asia Pacific,1999,1.593876171,Oil,Exajoules,15.870032,100.992541,THA
Oil Consumption,Vietnam,Asia Pacific,1999,0.330698665,Oil,Exajoules,14.058324,108.277199,VNM
Gas Consumption,Canada,North America,1999,3.0308904,Gas,Exajoules,56.130366,-106.346771,CAN
Gas Consumption,Mexico,North America,1999,1.216471466,Gas,Exajoules,23.634501,-102.552784,MEX
Gas Consumption,US,North America,1999,21.75346262,Gas,Exajoules,37.09024,-95.712891,USA
Gas Consumption,Argentina,S. & Cent. America,1999,1.1329236,Gas,Exajoules,-38.416097,-63.616672,ARG
Gas Consumption,Brazil,S. & Cent. America,1999,0.280369639,Gas,Exajoules,-14.235004,-51.92528,BRA
Gas Consumption,Chile,S. & Cent. America,1999,0.195582175,Gas,Exajoules,-35.675147,-71.542969,CHL
Gas Consumption,Colombia,S. & Cent. America,1999,0.2048724,Gas,Exajoules,4.570868,-74.297333,COL
Gas Consumption,Ecuador,S. & Cent. America,1999,0.010801944,Gas,Exajoules,-1.831239,-78.183406,ECU
Gas Consumption,Peru,S. & Cent. America,1999,0.01424115,Gas,Exajoules,-9.189967,-75.015152,PER
Gas Consumption,Trinidad & Tobago,S. & Cent. America,1999,0.333998592,Gas,Exajoules,10.691803,-61.222503,TTO
Gas Consumption,Venezuela,S. & Cent. America,1999,1.0953036,Gas,Exajoules,6.42375,-66.58973,VEN
Gas Consumption,Austria,Europe,1999,0.294939462,Gas,Exajoules,47.516231,14.550072,AUT
Gas Consumption,Belgium,Europe,1999,0.5560569,Gas,Exajoules,50.503887,4.469936,BEL
Gas Consumption,Bulgaria,Europe,1999,0.1126026,Gas,Exajoules,42.733883,25.48583,BGR
Gas Consumption,Croatia,Europe,1999,0.091683,Gas,Exajoules,45.1,15.2,HRV
Gas Consumption,Czech Republic,Europe,1999,0.3234978,Gas,Exajoules,49.817492,15.472962,CZE
Gas Consumption,Denmark,Europe,1999,0.186097234,Gas,Exajoules,56.26392,9.501785,DNK
Gas Consumption,Estonia,Europe,1999,0.024111,Gas,Exajoules,58.69807177,-25.8872705,EST
Gas Consumption,Finland,Europe,1999,0.138888,Gas,Exajoules,61.92411,25.748151,FIN
Gas Consumption,France,Europe,1999,1.4263614,Gas,Exajoules,46.227638,2.213749,FRA
Gas Consumption,Germany,Europe,1999,3.010287,Gas,Exajoules,51.165691,10.451526,DEU
Gas Consumption,Greece,Europe,1999,0.052573342,Gas,Exajoules,39.074208,21.824312,GRC
Gas Consumption,Hungary,Europe,1999,0.414705,Gas,Exajoules,47.162494,19.503304,HUN
Gas Consumption,Ireland,Europe,1999,0.125729604,Gas,Exajoules,53.41291,-8.24389,IRL
Gas Consumption,Italy,Europe,1999,2.343603168,Gas,Exajoules,41.87194,12.56738,ITA
Gas Consumption,Latvia,Europe,1999,0.037852655,Gas,Exajoules,56.98600629,-25.98243782,LVA
Gas Consumption,Lithuania,Europe,1999,0.075902497,Gas,Exajoules,55.56514803,-23.92632337,LTU
Gas Consumption,Luxembourg,Europe,1999,0.027358063,Gas,Exajoules,49.61682412,6.124983395,LUX
Gas Consumption,Netherlands,Europe,1999,1.4716,Gas,Exajoules,52.132633,5.291266,NLD
Gas Consumption,North Macedonia,Europe,1999,0.00127539,Gas,Exajoules,42.12066355,-21.42254912,MKD
Gas Consumption,Norway,Europe,1999,0.13586166,Gas,Exajoules,60.472024,8.468946,NOR
Gas Consumption,Poland,Europe,1999,0.3878325,Gas,Exajoules,51.919438,19.145136,POL
Gas Consumption,Portugal,Europe,1999,0.0809208,Gas,Exajoules,39.399872,-8.224454,PRT
Gas Consumption,Romania,Europe,1999,0.5748903,Gas,Exajoules,45.943161,24.96676,ROU
Gas Consumption,Slovakia,Europe,1999,0.2402451,Gas,Exajoules,48.17856255,-17.37553815,SVK
Gas Consumption,Slovenia,Europe,1999,0.0357444,Gas,Exajoules,46.151241,14.995463,SVN
Gas Consumption,Spain,Europe,1999,0.556291083,Gas,Exajoules,40.463667,-3.74922,ESP
Gas Consumption,Sweden,Europe,1999,0.029748919,Gas,Exajoules,60.128161,18.643501,SWE
Gas Consumption,Switzerland,Europe,1999,0.10245,Gas,Exajoules,46.818188,8.227512,CHE
Gas Consumption,Turkey,Europe,1999,0.42680754,Gas,Exajoules,38.963745,35.243322,TUR
Gas Consumption,Ukraine,Europe,1999,2.667743363,Gas,Exajoules,49.03256983,-31.17505696,UKR
Gas Consumption,United Kingdom,Europe,1999,3.52395684,Gas,Exajoules,55.378051,-3.435973,GBR
Gas Consumption,Azerbaijan,CIS,1999,0.196439841,Gas,Exajoules,40.37218247,-47.99440631,AZE
Gas Consumption,Belarus,CIS,1999,0.515562761,Gas,Exajoules,53.22505931,-28.06449163,BLR
Gas Consumption,Kazakhstan,CIS,1999,0.300118428,Gas,Exajoules,47.97919679,-67.16447093,KAZ
Gas Consumption,Russian Federation,CIS,1999,12.90478012,Gas,Exajoules,61.87817188,-94.65763783,RUS
Gas Consumption,Turkmenistan,CIS,1999,0.3322935,Gas,Exajoules,39.06564821,-59.08747704,TKM
Gas Consumption,Uzbekistan,CIS,1999,1.714482,Gas,Exajoules,42.04885918,-64.06189671,UZB
Gas Consumption,Iran,Middle East,1999,1.979015006,Gas,Exajoules,32.427908,53.688046,IRN
Gas Consumption,Iraq,Middle East,1999,0.108756,Gas,Exajoules,33.223191,43.679291,IRQ
Gas Consumption,Israel,Middle East,1999,0.000367007,Gas,Exajoules,31.046051,34.851612,ISR
Gas Consumption,Kuwait,Middle East,1999,0.2971296,Gas,Exajoules,29.31166,47.481766,KWT
Gas Consumption,Oman,Middle East,1999,0.169315908,Gas,Exajoules,21.512583,55.923255,OMN
Gas Consumption,Qatar,Middle East,1999,0.462786013,Gas,Exajoules,25.3182235,-51.20661467,QAT
Gas Consumption,Saudi Arabia,Middle East,1999,1.58004,Gas,Exajoules,23.885942,45.079162,SAU
Gas Consumption,United Arab Emirates,Middle East,1999,1.102842,Gas,Exajoules,23.7479278,-54.10908829,ARE
Gas Consumption,Algeria,Africa,1999,0.7383915,Gas,Exajoules,28.033886,1.659626,DZA
Gas Consumption,Egypt,Africa,1999,0.56826,Gas,Exajoules,26.820553,30.802498,EGY
Gas Consumption,Morocco,Africa,1999,0.0013811,Gas,Exajoules,31.791702,-7.09262,MAR
Gas Consumption,South Africa,Africa,1999,0.042709807,Gas,Exajoules,-30.559482,22.937506,ZAF
Gas Consumption,Australia,Asia Pacific,1999,0.726265932,Gas,Exajoules,-25.274398,133.775136,AUS
Gas Consumption,Bangladesh,Asia Pacific,1999,0.301692874,Gas,Exajoules,23.684994,90.356331,BGD
Gas Consumption,China,Asia Pacific,1999,0.779870796,Gas,Exajoules,35.86166,104.195397,CHN
Gas Consumption,China Hong Kong SAR,Asia Pacific,1999,0.112048693,Gas,Exajoules,22.32789401,114.1798757,HKG
Gas Consumption,India,Asia Pacific,1999,0.868441266,Gas,Exajoules,20.593684,78.96288,IND
Gas Consumption,Indonesia,Asia Pacific,1999,1.169702129,Gas,Exajoules,-0.789275,113.921327,IDN
Gas Consumption,Japan,Asia Pacific,1999,2.615107086,Gas,Exajoules,36.204824,138.252924,JPN
Gas Consumption,Malaysia,Asia Pacific,1999,0.837527472,Gas,Exajoules,4.210484,101.975766,MYS
Gas Consumption,New Zealand,Asia Pacific,1999,0.198841345,Gas,Exajoules,-40.900557,174.885971,NZL
Gas Consumption,Pakistan,Asia Pacific,1999,0.610218,Gas,Exajoules,30.375321,69.345116,PAK
