Category,Country,Continent,Year,Usage,FossilType,Measurement,Latitude,Longitude,iso_alpha
Coal Production,Vietnam,Asia Pacific,1988,6.1,Coal,Million tonnes ,14.058324,108.277199,VNM
Oil Consumption,Canada,North America,1989,3.750734939,Oil,Exajoules,56.130366,-106.346771,CAN
Oil Consumption,Mexico,North America,1989,2.998795878,Oil,Exajoules,23.634501,-102.552784,MEX
Oil Consumption,US,North America,1989,34.26311279,Oil,Exajoules,37.09024,-95.712891,USA
Oil Consumption,Argentina,S. & Cent. America,1989,0.886754677,Oil,Exajoules,-38.416097,-63.616672,ARG
Oil Consumption,Brazil,S. & Cent. America,1989,2.502684441,Oil,Exajoules,-14.235004,-51.92528,BRA
Oil Consumption,Chile,S. & Cent. America,1989,0.27061342,Oil,Exajoules,-35.675147,-71.542969,CHL
Oil Consumption,Colombia,S. & Cent. America,1989,0.402699244,Oil,Exajoules,4.570868,-74.297333,COL
Oil Consumption,Ecuador,S. & Cent. America,1989,0.223939088,Oil,Exajoules,-1.831239,-78.183406,ECU
Oil Consumption,Peru,S. & Cent. America,1989,0.251788484,Oil,Exajoules,-9.189967,-75.015152,PER
Oil Consumption,Trinidad & Tobago,S. & Cent. America,1989,0.035797212,Oil,Exajoules,10.691803,-61.222503,TTO
Oil Consumption,Venezuela,S. & Cent. America,1989,0.87340558,Oil,Exajoules,6.42375,-66.58973,VEN
Oil Consumption,Austria,Europe,1989,0.44719994,Oil,Exajoules,47.516231,14.550072,AUT
Oil Consumption,Belgium,Europe,1989,0.973099993,Oil,Exajoules,50.503887,4.469936,BEL
Oil Consumption,Bulgaria,Europe,1989,0.461251654,Oil,Exajoules,42.733883,25.48583,BGR
Oil Consumption,Cyprus,Europe,1989,0.063201897,Oil,Exajoules,35.08620251,-33.15948469,CYP
Oil Consumption,Czech Republic,Europe,1989,0.401100007,Oil,Exajoules,49.817492,15.472962,CZE
Oil Consumption,Denmark,Europe,1989,0.395147208,Oil,Exajoules,56.26392,9.501785,DNK
Oil Consumption,Estonia,Europe,1989,0.151323081,Oil,Exajoules,58.69807177,-25.8872705,EST
Oil Consumption,Finland,Europe,1989,0.474060495,Oil,Exajoules,61.92411,25.748151,FIN
Oil Consumption,France,Europe,1989,3.822025995,Oil,Exajoules,46.227638,2.213749,FRA
Oil Consumption,Germany,Europe,1989,5.286178774,Oil,Exajoules,51.165691,10.451526,DEU
Oil Consumption,Greece,Europe,1989,0.638828495,Oil,Exajoules,39.074208,21.824312,GRC
Oil Consumption,Hungary,Europe,1989,0.386088475,Oil,Exajoules,47.162494,19.503304,HUN
Oil Consumption,Iceland,Europe,1989,0.027708673,Oil,Exajoules,64.963051,-19.020835,ISL
Oil Consumption,Ireland,Europe,1989,0.171304045,Oil,Exajoules,53.41291,-8.24389,IRL
Oil Consumption,Italy,Europe,1989,4.025236124,Oil,Exajoules,41.87194,12.56738,ITA
Oil Consumption,Latvia,Europe,1989,0.149962513,Oil,Exajoules,56.98600629,-25.98243782,LVA
Oil Consumption,Lithuania,Europe,1989,0.333856957,Oil,Exajoules,55.56514803,-23.92632337,LTU
Oil Consumption,Luxembourg,Europe,1989,0.062771704,Oil,Exajoules,49.61682412,6.124983395,LUX
Oil Consumption,Netherlands,Europe,1989,1.486412512,Oil,Exajoules,52.132633,5.291266,NLD
Oil Consumption,Norway,Europe,1989,0.391812434,Oil,Exajoules,60.472024,8.468946,NOR
Oil Consumption,Poland,Europe,1989,0.745574072,Oil,Exajoules,51.919438,19.145136,POL
Oil Consumption,Portugal,Europe,1989,0.532439791,Oil,Exajoules,39.399872,-8.224454,PRT
Oil Consumption,Romania,Europe,1989,0.728203085,Oil,Exajoules,45.943161,24.96676,ROU
Oil Consumption,Slovakia,Europe,1989,0.241882736,Oil,Exajoules,48.17856255,-17.37553815,SVK
Oil Consumption,Spain,Europe,1989,2.070644348,Oil,Exajoules,40.463667,-3.74922,ESP
Oil Consumption,Sweden,Europe,1989,0.821589768,Oil,Exajoules,60.128161,18.643501,SWE
Oil Consumption,Switzerland,Europe,1989,0.518375104,Oil,Exajoules,46.818188,8.227512,CHE
Oil Consumption,Turkey,Europe,1989,0.930695927,Oil,Exajoules,38.963745,35.243322,TUR
Oil Consumption,Ukraine,Europe,1989,2.504907385,Oil,Exajoules,49.03256983,-31.17505696,UKR
Oil Consumption,United Kingdom,Europe,1989,3.556793165,Oil,Exajoules,55.378051,-3.435973,GBR
Oil Consumption,Azerbaijan,CIS,1989,0.344524376,Oil,Exajoules,40.37218247,-47.99440631,AZE
Oil Consumption,Belarus,CIS,1989,1.130856865,Oil,Exajoules,53.22505931,-28.06449163,BLR
Oil Consumption,Kazakhstan,CIS,1989,0.801774821,Oil,Exajoules,47.97919679,-67.16447093,KAZ
Oil Consumption,Russian Federation,CIS,1989,10.89884057,Oil,Exajoules,61.87817188,-94.65763783,RUS
Oil Consumption,Turkmenistan,CIS,1989,0.150534042,Oil,Exajoules,39.06564821,-59.08747704,TKM
Oil Consumption,Uzbekistan,CIS,1989,0.568544542,Oil,Exajoules,42.04885918,-64.06189671,UZB
Oil Consumption,Iran,Middle East,1989,1.931909246,Oil,Exajoules,32.427908,53.688046,IRN
Oil Consumption,Iraq,Middle East,1989,0.640249322,Oil,Exajoules,33.223191,43.679291,IRQ
Oil Consumption,Israel,Middle East,1989,0.365948112,Oil,Exajoules,31.046051,34.851612,ISR
Oil Consumption,Kuwait,Middle East,1989,0.279109,Oil,Exajoules,29.31166,47.481766,KWT
Oil Consumption,Oman,Middle East,1989,0.058937715,Oil,Exajoules,21.512583,55.923255,OMN
Oil Consumption,Qatar,Middle East,1989,0.048871878,Oil,Exajoules,25.3182235,-51.20661467,QAT
Oil Consumption,Saudi Arabia,Middle East,1989,2.064402953,Oil,Exajoules,23.885942,45.079162,SAU
Oil Consumption,United Arab Emirates,Middle East,1989,0.618416812,Oil,Exajoules,23.7479278,-54.10908829,ARE
Oil Consumption,Algeria,Africa,1989,0.37417198,Oil,Exajoules,28.033886,1.659626,DZA
Oil Consumption,Egypt,Africa,1989,0.967005159,Oil,Exajoules,26.820553,30.802498,EGY
Oil Consumption,Morocco,Africa,1989,0.229212183,Oil,Exajoules,31.791702,-7.09262,MAR
Oil Consumption,South Africa,Africa,1989,0.713443705,Oil,Exajoules,-30.559482,22.937506,ZAF
Oil Consumption,Australia,Asia Pacific,1989,1.319458292,Oil,Exajoules,-25.274398,133.775136,AUS
Oil Consumption,Bangladesh,Asia Pacific,1989,0.082591032,Oil,Exajoules,23.684994,90.356331,BGD
Oil Consumption,China,Asia Pacific,1989,4.835414864,Oil,Exajoules,35.86166,104.195397,CHN
Oil Consumption,China Hong Kong SAR,Asia Pacific,1989,0.25864804,Oil,Exajoules,22.32789401,114.1798757,HKG
Oil Consumption,India,Asia Pacific,1989,2.403981523,Oil,Exajoules,20.593684,78.96288,IND
Oil Consumption,Indonesia,Asia Pacific,1989,1.188709023,Oil,Exajoules,-0.789275,113.921327,IDN
Oil Consumption,Japan,Asia Pacific,1989,10.2462574,Oil,Exajoules,36.204824,138.252924,JPN
Oil Consumption,Malaysia,Asia Pacific,1989,0.45460469,Oil,Exajoules,4.210484,101.975766,MYS
Oil Consumption,New Zealand,Asia Pacific,1989,0.161915746,Oil,Exajoules,-40.900557,174.885971,NZL
Oil Consumption,Pakistan,Asia Pacific,1989,0.439261673,Oil,Exajoules,30.375321,69.345116,PAK
Oil Consumption,Philippines,Asia Pacific,1989,0.47023106,Oil,Exajoules,12.879721,121.774017,PHL
Oil Consumption,Singapore,Asia Pacific,1989,0.821238887,Oil,Exajoules,1.352083,103.819836,SGP
Oil Consumption,South Korea,Asia Pacific,1989,1.752054984,Oil,Exajoules,36.61375976,127.7174212,KOR
Oil Consumption,Sri Lanka,Asia Pacific,1989,0.051882931,Oil,Exajoules,7.873054,80.771797,LKA
Oil Consumption,Taiwan,Asia Pacific,1989,1.136589055,Oil,Exajoules,23.69781,120.960515,TWN
Oil Consumption,Thailand,Asia Pacific,1989,0.722717278,Oil,Exajoules,15.870032,100.992541,THA
Oil Consumption,Vietnam,Asia Pacific,1989,0.10608941,Oil,Exajoules,14.058324,108.277199,VNM
Gas Consumption,Canada,North America,1989,2.368012536,Gas,Exajoules,56.130366,-106.346771,CAN
Gas Consumption,Mexico,North America,1989,0.892671252,Gas,Exajoules,23.634501,-102.552784,MEX
Gas Consumption,US,North America,1989,18.61279283,Gas,Exajoules,37.09024,-95.712891,USA
Gas Consumption,Argentina,S. & Cent. America,1989,0.7436124,Gas,Exajoules,-38.416097,-63.616672,ARG
Gas Consumption,Brazil,S. & Cent. America,1989,0.12437686,Gas,Exajoules,-14.235004,-51.92528,BRA
Gas Consumption,Chile,S. & Cent. America,1989,0.05538906,Gas,Exajoules,-35.675147,-71.542969,CHL
Gas Consumption,Colombia,S. & Cent. America,1989,0.1298124,Gas,Exajoules,4.570868,-74.297333,COL
Gas Consumption,Ecuador,S. & Cent. America,1989,0.005735916,Gas,Exajoules,-1.831239,-78.183406,ECU
Gas Consumption,Peru,S. & Cent. America,1989,0.016129575,Gas,Exajoules,-9.189967,-75.015152,PER
Gas Consumption,Trinidad & Tobago,S. & Cent. America,1989,0.1897011,Gas,Exajoules,10.691803,-61.222503,TTO
Gas Consumption,Venezuela,S. & Cent. America,1989,0.78073848,Gas,Exajoules,6.42375,-66.58973,VEN
Gas Consumption,Austria,Europe,1989,0.202535351,Gas,Exajoules,47.516231,14.550072,AUT
Gas Consumption,Belgium,Europe,1989,0.3356793,Gas,Exajoules,50.503887,4.469936,BEL
Gas Consumption,Bulgaria,Europe,1989,0.2139237,Gas,Exajoules,42.733883,25.48583,BGR
Gas Consumption,Czech Republic,Europe,1989,0.2114559,Gas,Exajoules,49.817492,15.472962,CZE
Gas Consumption,Denmark,Europe,1989,0.07108182,Gas,Exajoules,56.26392,9.501785,DNK
Gas Consumption,Estonia,Europe,1989,0.040033186,Gas,Exajoules,58.69807177,-25.8872705,EST
Gas Consumption,Finland,Europe,1989,0.07704,Gas,Exajoules,61.92411,25.748151,FIN
Gas Consumption,France,Europe,1989,1.019331893,Gas,Exajoules,46.227638,2.213749,FRA
Gas Consumption,Germany,Europe,1989,2.280088595,Gas,Exajoules,51.165691,10.451526,DEU
Gas Consumption,Greece,Europe,1989,0.005661,Gas,Exajoules,39.074208,21.824312,GRC
Gas Consumption,Hungary,Europe,1989,0.3922128,Gas,Exajoules,47.162494,19.503304,HUN
Gas Consumption,Ireland,Europe,1989,0.072262575,Gas,Exajoules,53.41291,-8.24389,IRL
Gas Consumption,Italy,Europe,1989,1.5454026,Gas,Exajoules,41.87194,12.56738,ITA
Gas Consumption,Latvia,Europe,1989,0.08899292,Gas,Exajoules,56.98600629,-25.98243782,LVA
Gas Consumption,Lithuania,Europe,1989,0.170066507,Gas,Exajoules,55.56514803,-23.92632337,LTU
Gas Consumption,Luxembourg,Europe,1989,0.015232064,Gas,Exajoules,49.61682412,6.124983395,LUX
Gas Consumption,Netherlands,Europe,1989,1.317,Gas,Exajoules,52.132633,5.291266,NLD
Gas Consumption,Norway,Europe,1989,0.075864816,Gas,Exajoules,60.472024,8.468946,NOR
Gas Consumption,Poland,Europe,1989,0.3985902,Gas,Exajoules,51.919438,19.145136,POL
Gas Consumption,Romania,Europe,1989,1.174294973,Gas,Exajoules,45.943161,24.96676,ROU
Gas Consumption,Slovakia,Europe,1989,0.1585998,Gas,Exajoules,48.17856255,-17.37553815,SVK
Gas Consumption,Spain,Europe,1989,0.18001836,Gas,Exajoules,40.463667,-3.74922,ESP
Gas Consumption,Sweden,Europe,1989,0.015544727,Gas,Exajoules,60.128161,18.643501,SWE
Gas Consumption,Switzerland,Europe,1989,0.057438,Gas,Exajoules,46.818188,8.227512,CHE
Gas Consumption,Turkey,Europe,1989,0.10868391,Gas,Exajoules,38.963745,35.243322,TUR
Gas Consumption,Ukraine,Europe,1989,3.534197788,Gas,Exajoules,49.03256983,-31.17505696,UKR
Gas Consumption,United Kingdom,Europe,1989,1.897290288,Gas,Exajoules,55.378051,-3.435973,GBR
Gas Consumption,Azerbaijan,CIS,1989,0.543499938,Gas,Exajoules,40.37218247,-47.99440631,AZE
Gas Consumption,Belarus,CIS,1989,0.436976425,Gas,Exajoules,53.22505931,-28.06449163,BLR
Gas Consumption,Kazakhstan,CIS,1989,0.4424868,Gas,Exajoules,47.97919679,-67.16447093,KAZ
Gas Consumption,Russian Federation,CIS,1989,14.68920981,Gas,Exajoules,61.87817188,-94.65763783,RUS
Gas Consumption,Turkmenistan,CIS,1989,0.49579823,Gas,Exajoules,39.06564821,-59.08747704,TKM
Gas Consumption,Uzbekistan,CIS,1989,1.179122124,Gas,Exajoules,42.04885918,-64.06189671,UZB
Gas Consumption,Iran,Middle East,1989,0.562206069,Gas,Exajoules,32.427908,53.688046,IRN
Gas Consumption,Iraq,Middle East,1989,0.22059,Gas,Exajoules,33.223191,43.679291,IRQ
Gas Consumption,Israel,Middle East,1989,0.001310878,Gas,Exajoules,31.046051,34.851612,ISR
Gas Consumption,Kuwait,Middle East,1989,0.279072,Gas,Exajoules,29.31166,47.481766,KWT
Gas Consumption,Oman,Middle East,1989,0.08153379,Gas,Exajoules,21.512583,55.923255,OMN
Gas Consumption,Qatar,Middle East,1989,0.231012,Gas,Exajoules,25.3182235,-51.20661467,QAT
Gas Consumption,Saudi Arabia,Middle East,1989,1.01916,Gas,Exajoules,23.885942,45.079162,SAU
Gas Consumption,United Arab Emirates,Middle East,1989,0.606177,Gas,Exajoules,23.7479278,-54.10908829,ARE
Gas Consumption,Algeria,Africa,1989,0.657657,Gas,Exajoules,28.033886,1.659626,DZA
Gas Consumption,Egypt,Africa,1989,0.268191,Gas,Exajoules,26.820553,30.802498,EGY
Gas Consumption,Morocco,Africa,1989,0.001958753,Gas,Exajoules,31.791702,-7.09262,MAR
Gas Consumption,South Africa,Africa,1989,0.007243895,Gas,Exajoules,-30.559482,22.937506,ZAF
Gas Consumption,Australia,Asia Pacific,1989,0.600752309,Gas,Exajoules,-25.274398,133.775136,AUS
Gas Consumption,Bangladesh,Asia Pacific,1989,0.152995218,Gas,Exajoules,23.684994,90.356331,BGD
Gas Consumption,China,Asia Pacific,1989,0.546025664,Gas,Exajoules,35.86166,104.195397,CHN
Gas Consumption,India,Asia Pacific,1989,0.348856547,Gas,Exajoules,20.593684,78.96288,IND
Gas Consumption,Indonesia,Asia Pacific,1989,0.5988906,Gas,Exajoules,-0.789275,113.921327,IDN
Gas Consumption,Japan,Asia Pacific,1989,1.658014562,Gas,Exajoules,36.204824,138.252924,JPN
Gas Consumption,Malaysia,Asia Pacific,1989,0.300654108,Gas,Exajoules,4.210484,101.975766,MYS
Gas Consumption,New Zealand,Asia Pacific,1989,0.086455034,Gas,Exajoules,-40.900557,174.885971,NZL
Gas Consumption,Pakistan,Asia Pacific,1989,0.344187,Gas,Exajoules,30.375321,69.345116,PAK
Gas Consumption,South Korea,Asia Pacific,1989,0.099101556,Gas,Exajoules,36.61375976,127.7174212,KOR
Gas Consumption,Taiwan,Asia Pacific,1989,0.047648793,Gas,Exajoules,23.69781,120.960515,TWN
Gas Consumption,Thailand,Asia Pacific,1989,0.201404887,Gas,Exajoules,15.870032,100.992541,THA
Gas Consumption,Vietnam,Asia Pacific,1989,0.00114642,Gas,Exajoules,14.058324,108.277199,VNM
Coal Consumption,Canada,North America,1989,1.197786,Coal,Exajoules,56.130366,-106.346771,CAN
Coal Consumption,Mexico,North America,1989,0.142464,Coal,Exajoules,23.634501,-102.552784,MEX
Coal Consumption,US,North America,1989,19.11368081,Coal,Exajoules,37.09024,-95.712891,USA
Coal Consumption,Argentina,S. & Cent. America,1989,0.053649965,Coal,Exajoules,-38.416097,-63.616672,ARG
Coal Consumption,Brazil,S. & Cent. America,1989,0.451049324,Coal,Exajoules,-14.235004,-51.92528,BRA
Coal Consumption,Chile,S. & Cent. America,1989,0.090518616,Coal,Exajoules,-35.675147,-71.542969,CHL
Coal Consumption,Colombia,S. & Cent. America,1989,0.146712188,Coal,Exajoules,4.570868,-74.297333,COL
Coal Consumption,Peru,S. & Cent. America,1989,0.00841,Coal,Exajoules,-9.189967,-75.015152,PER
Coal Consumption,Venezuela,S. & Cent. America,1989,0.021851621,Coal,Exajoules,6.42375,-66.58973,VEN
Coal Consumption,Austria,Europe,1989,0.155621,Coal,Exajoules,47.516231,14.550072,AUT
Coal Consumption,Belgium,Europe,1989,0.405124283,Coal,Exajoules,50.503887,4.469936,BEL
Coal Consumption,Bulgaria,Europe,1989,0.412022988,Coal,Exajoules,42.733883,25.48583,BGR
Coal Consumption,Cyprus,Europe,1989,0.00272142,Coal,Exajoules,35.08620251,-33.15948469,CYP
Coal Consumption,Czech Republic,Europe,1989,1.532703744,Coal,Exajoules,49.817492,15.472962,CZE
Coal Consumption,Denmark,Europe,1989,0.232451136,Coal,Exajoules,56.26392,9.501785,DNK
Coal Consumption,Estonia,Europe,1989,0.245053939,Coal,Exajoules,58.69807177,-25.8872705,EST
Coal Consumption,Finland,Europe,1989,0.209543,Coal,Exajoules,61.92411,25.748151,FIN
Coal Consumption,France,Europe,1989,0.81684468,Coal,Exajoules,46.227638,2.213749,FRA
Coal Consumption,Germany,Europe,1989,5.904350964,Coal,Exajoules,51.165691,10.451526,DEU
Coal Consumption,Greece,Europe,1989,0.332724996,Coal,Exajoules,39.074208,21.824312,GRC
Coal Consumption,Hungary,Europe,1989,0.265778064,Coal,Exajoules,47.162494,19.503304,HUN
Coal Consumption,Iceland,Europe,1989,0.002851891,Coal,Exajoules,64.963051,-19.020835,ISL
Coal Consumption,Ireland,Europe,1989,0.15030612,Coal,Exajoules,53.41291,-8.24389,IRL
Coal Consumption,Italy,Europe,1989,0.602313048,Coal,Exajoules,41.87194,12.56738,ITA
Coal Consumption,Latvia,Europe,1989,0.028788437,Coal,Exajoules,56.98600629,-25.98243782,LVA
Coal Consumption,Lithuania,Europe,1989,0.036740506,Coal,Exajoules,55.56514803,-23.92632337,LTU
Coal Consumption,Luxembourg,Europe,1989,0.047453191,Coal,Exajoules,49.61682412,6.124983395,LUX
Coal Consumption,Netherlands,Europe,1989,0.343,Coal,Exajoules,52.132633,5.291266,NLD
Coal Consumption,Norway,Europe,1989,0.036278371,Coal,Exajoules,60.472024,8.468946,NOR
Coal Consumption,Poland,Europe,1989,4.127807988,Coal,Exajoules,51.919438,19.145136,POL
Coal Consumption,Portugal,Europe,1989,0.101697372,Coal,Exajoules,39.399872,-8.224454,PRT
Coal Consumption,Romania,Europe,1989,0.732815604,Coal,Exajoules,45.943161,24.96676,ROU
Coal Consumption,Slovakia,Europe,1989,0.346080888,Coal,Exajoules,48.17856255,-17.37553815,SVK
Coal Consumption,Spain,Europe,1989,0.809392176,Coal,Exajoules,40.463667,-3.74922,ESP
Coal Consumption,Sweden,Europe,1989,0.118702228,Coal,Exajoules,60.128161,18.643501,SWE
Coal Consumption,Switzerland,Europe,1989,0.01489,Coal,Exajoules,46.818188,8.227512,CHE
Coal Consumption,Turkey,Europe,1989,0.63241614,Coal,Exajoules,38.963745,35.243322,TUR
Coal Consumption,Ukraine,Europe,1989,3.009003629,Coal,Exajoules,49.03256983,-31.17505696,UKR
Coal Consumption,United Kingdom,Europe,1989,2.721587472,Coal,Exajoules,55.378051,-3.435973,GBR
Coal Consumption,Azerbaijan,CIS,1989,0.003851856,Coal,Exajoules,40.37218247,-47.99440631,AZE
Coal Consumption,Belarus,CIS,1989,0.101132169,Coal,Exajoules,53.22505931,-28.06449163,BLR
Coal Consumption,Kazakhstan,CIS,1989,1.735261128,Coal,Exajoules,47.97919679,-67.16447093,KAZ
Coal Consumption,Russian Federation,CIS,1989,8.239922174,Coal,Exajoules,61.87817188,-94.65763783,RUS
Coal Consumption,Turkmenistan,CIS,1989,0.013481496,Coal,Exajoules,39.06564821,-59.08747704,TKM
Coal Consumption,Uzbekistan,CIS,1989,0.072877624,Coal,Exajoules,42.04885918,-64.06189671,UZB
Coal Consumption,Iran,Middle East,1989,0.029732979,Coal,Exajoules,32.427908,53.688046,IRN
Coal Consumption,Israel,Middle East,1989,0.094663548,Coal,Exajoules,31.046051,34.851612,ISR
Coal Consumption,Algeria,Africa,1989,0.035210988,Coal,Exajoules,28.033886,1.659626,DZA
Coal Consumption,Egypt,Africa,1989,0.037097058,Coal,Exajoules,26.820553,30.802498,EGY
Coal Consumption,Morocco,Africa,1989,0.047562048,Coal,Exajoules,31.791702,-7.09262,MAR
Coal Consumption,South Africa,Africa,1989,2.721163474,Coal,Exajoules,-30.559482,22.937506,ZAF
Coal Consumption,Australia,Asia Pacific,1989,1.56225,Coal,Exajoules,-25.274398,133.775136,AUS
Coal Consumption,Bangladesh,Asia Pacific,1989,0.00523149,Coal,Exajoules,23.684994,90.356331,BGD
Coal Consumption,China,Asia Pacific,1989,21.7688465,Coal,Exajoules,35.86166,104.195397,CHN
Coal Consumption,China Hong Kong SAR,Asia Pacific,1989,0.255646008,Coal,Exajoules,22.32789401,114.1798757,HKG
Coal Consumption,India,Asia Pacific,1989,4.247788068,Coal,Exajoules,20.593684,78.96288,IND
Coal Consumption,Indonesia,Asia Pacific,1989,0.148798872,Coal,Exajoules,-0.789275,113.921327,IDN
Coal Consumption,Japan,Asia Pacific,1989,3.154190675,Coal,Exajoules,36.204824,138.252924,JPN
Coal Consumption,Malaysia,Asia Pacific,1989,0.050115996,Coal,Exajoules,4.210484,101.975766,MYS
Coal Consumption,New Zealand,Asia Pacific,1989,0.05160339,Coal,Exajoules,-40.900557,174.885971,NZL
Coal Consumption,Pakistan,Asia Pacific,1989,0.081726336,Coal,Exajoules,30.375321,69.345116,PAK
Coal Consumption,Philippines,Asia Pacific,1989,0.039207967,Coal,Exajoules,12.879721,121.774017,PHL
Coal Consumption,Singapore,Asia Pacific,1989,0.000519498,Coal,Exajoules,1.352083,103.819836,SGP
Coal Consumption,South Korea,Asia Pacific,1989,1.02545199,Coal,Exajoules,36.61375976,127.7174212,KOR
Coal Consumption,Sri Lanka,Asia Pacific,1989,1.85E-05,Coal,Exajoules,7.873054,80.771797,LKA
Coal Consumption,Taiwan,Asia Pacific,1989,0.457804556,Coal,Exajoules,23.69781,120.960515,TWN
Coal Consumption,Thailand,Asia Pacific,1989,0.117976648,Coal,Exajoules,15.870032,100.992541,THA
Coal Consumption,Vietnam,Asia Pacific,1989,0.108521856,Coal,Exajoules,14.058324,108.277199,VNM
Oil Reserve,Canada,North America,1989,41.29570212,Oil,Thousand million barrels,56.130366,-106.346771,CAN
Oil Reserve,Mexico,North America,1989,27.3162,Oil,Thousand million barrels,23.634501,-102.552784,MEX
Oil Reserve,US,North America,1989,34.27,Oil,Thousand million barrels,37.09024,-95.712891,USA
Oil Reserve,Argentina,S. & Cent. America,1989,2.1677,Oil,Thousand million barrels,-38.416097,-63.616672,ARG
Oil Reserve,Brazil,S. & Cent. America,1989,2.759836868,Oil,Thousand million barrels,-14.235004,-51.92528,BRA
Oil Reserve,Colombia,S. & Cent. America,1989,1.98,Oil,Thousand million barrels,4.570868,-74.297333,COL
Oil Reserve,Ecuador,S. & Cent. America,1989,0.842407145,Oil,Thousand million barrels,-1.831239,-78.183406,ECU
Oil Reserve,Peru,S. & Cent. America,1989,0.847,Oil,Thousand million barrels,-9.189967,-75.015152,PER
Oil Reserve,Trinidad & Tobago,S. & Cent. America,1989,0.6186,Oil,Thousand million barrels,10.691803,-61.222503,TTO
Oil Reserve,Venezuela,S. & Cent. America,1989,59.04,Oil,Thousand million barrels,6.42375,-66.58973,VEN
Oil Reserve,Denmark,Europe,1989,0.628981074,Oil,Thousand million barrels,56.26392,9.501785,DNK
Oil Reserve,Italy,Europe,1989,0.764469,Oil,Thousand million barrels,41.87194,12.56738,ITA
Oil Reserve,Norway,Europe,1989,8.42163506,Oil,Thousand million barrels,60.472024,8.468946,NOR
Oil Reserve,Romania,Europe,1989,1.199,Oil,Thousand million barrels,45.943161,24.96676,ROU
Oil Reserve,United Kingdom,Europe,1989,3.825,Oil,Thousand million barrels,55.378051,-3.435973,GBR
Oil Reserve,Iran,Middle East,1989,92.86,Oil,Thousand million barrels,32.427908,53.688046,IRN
Oil Reserve,Iraq,Middle East,1989,100,Oil,Thousand million barrels,33.223191,43.679291,IRQ
Oil Reserve,Kuwait,Middle East,1989,97.125,Oil,Thousand million barrels,29.31166,47.481766,KWT
Oil Reserve,Oman,Middle East,1989,4.2909,Oil,Thousand million barrels,21.512583,55.923255,OMN
Oil Reserve,Qatar,Middle East,1989,4.5,Oil,Thousand million barrels,25.3182235,-51.20661467,QAT
Oil Reserve,Saudi Arabia,Middle East,1989,260.05,Oil,Thousand million barrels,23.885942,45.079162,SAU
Oil Reserve,Syria,Middle East,1989,2,Oil,Thousand million barrels,34.802075,38.996815,SYR
Oil Reserve,United Arab Emirates,Middle East,1989,98.105,Oil,Thousand million barrels,23.7479278,-54.10908829,ARE
Oil Reserve,Yemen,Middle East,1989,2,Oil,Thousand million barrels,15.81904194,-47.76828626,YEM
Oil Reserve,Algeria,Africa,1989,9.236,Oil,Thousand million barrels,28.033886,1.659626,DZA
Oil Reserve,Angola,Africa,1989,2.074,Oil,Thousand million barrels,-11.202692,17.873887,AGO
Oil Reserve,Republic of Congo,Africa,1989,0.71,Oil,Thousand million barrels,-0.88990186,15.06711965,COD
Oil Reserve,Egypt,Africa,1989,4.3,Oil,Thousand million barrels,26.820553,30.802498,EGY
Oil Reserve,Gabon,Africa,1989,0.9586,Oil,Thousand million barrels,-0.803689,11.609444,GAB
Oil Reserve,Libya,Africa,1989,22.8,Oil,Thousand million barrels,26.3351,17.228331,LBY
Oil Reserve,Nigeria,Africa,1989,16,Oil,Thousand million barrels,9.081999,8.675277,NGA
Oil Reserve,Sudan,Africa,1989,0.3,Oil,Thousand million barrels,12.862807,30.217636,SDN
Oil Reserve,Tunisia,Africa,1989,1.8,Oil,Thousand million barrels,33.886917,9.537499,TUN
Oil Reserve,Australia,Asia Pacific,1989,3.100876697,Oil,Thousand million barrels,-25.274398,133.775136,AUS
Oil Reserve,Brunei,Asia Pacific,1989,1.1517,Oil,Thousand million barrels,4.495153165,114.626025,BRN
Oil Reserve,China,Asia Pacific,1989,16.0584907,Oil,Thousand million barrels,35.86166,104.195397,CHN
Oil Reserve,India,Asia Pacific,1989,4.3454,Oil,Thousand million barrels,20.593684,78.96288,IND
Oil Reserve,Indonesia,Asia Pacific,1989,5.114,Oil,Thousand million barrels,-0.789275,113.921327,IDN
Oil Reserve,Malaysia,Asia Pacific,1989,1.845261,Oil,Thousand million barrels,4.210484,101.975766,MYS
Oil Reserve,Thailand,Asia Pacific,1989,0.2307,Oil,Thousand million barrels,15.870032,100.992541,THA
Oil Reserve,Vietnam,Asia Pacific,1989,0.1095,Oil,Thousand million barrels,14.058324,108.277199,VNM
Gas Reserve,Canada,North America,1989,2.6637,Gas,Trillion cubic metres,56.130366,-106.346771,CAN
Gas Reserve,Mexico,North America,1989,2.0085,Gas,Trillion cubic metres,23.634501,-102.552784,MEX
Gas Reserve,US,North America,1989,4.53108026,Gas,Trillion cubic metres,37.09024,-95.712891,USA
Gas Reserve,Argentina,S. & Cent. America,1989,0.654225,Gas,Trillion cubic metres,-38.416097,-63.616672,ARG
Gas Reserve,Bolivia,S. & Cent. America,1989,0.1133875,Gas,Trillion cubic metres,-16.290154,-63.588653,BOL
Gas Reserve,Brazil,S. & Cent. America,1989,0.1131,Gas,Trillion cubic metres,-14.235004,-51.92528,BRA
Gas Reserve,Colombia,S. & Cent. America,1989,0.106275,Gas,Trillion cubic metres,4.570868,-74.297333,COL
Gas Reserve,Peru,S. & Cent. America,1989,0.3315,Gas,Trillion cubic metres,-9.189967,-75.015152,PER
