Country,Consumption,Latitude,Longitude,iso_alpha,Continent,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Malaysia,Oil Consumption,4.210484,101.975766,MYS,Total Asia Pacific,0.097625854,0.113742811,0.115072147,0.116655122,0.120368978,0.132810653,0.145451983,0.161607676,0.175925478,0.175306646,0.184933439,0.20630045,0.234528965,0.253989203,0.308505262,0.348822747,0.372156249,0.389352006,0.416902567,0.409699559,0.408988442,0.393035067,0.403446138,0.437905891,0.45460469,0.546042075,0.588734159,0.641289965,0.707165022,0.783032655,0.819913428,0.89808321,1.031621321,0.885223709,0.973543549,0.980405865,1.022659234,1.143045553,1.205036099,1.226324211,1.226389179,1.266704403,1.350719605,1.295527591,1.287823652,1.292423826,1.382869262,1.446564058,1.540528618,1.544188682,1.429716978,1.595770423,1.510795044,1.515200535,1.594678884,1.377264374
New Zealand,Oil Consumption,-40.900557,174.885971,NZL,Total Asia Pacific,0.117490242,0.13008053,0.13662651,0.140385501,0.145818391,0.171395513,0.177035362,0.190595348,0.201465928,0.192758825,0.186598296,0.19154323,0.190319983,0.181841214,0.183539337,0.177087106,0.168221405,0.167548132,0.160578467,0.162508404,0.154023936,0.139012629,0.159913031,0.159712363,0.161915746,0.182492209,0.185239772,0.191158278,0.189390507,0.220599044,0.237261114,0.242364812,0.256551068,0.259652756,0.260971822,0.268143228,0.269362203,0.279535465,0.295040695,0.2964378,0.307326043,0.310301894,0.311725961,0.31590648,0.30150956,0.301844615,0.310998469,0.306453868,0.310836221,0.316103808,0.328747996,0.337021085,0.355433409,0.356857329,0.363276574,0.30124384
Pakistan,Oil Consumption,30.375321,69.345116,PAK,Total Asia Pacific,0.161714453,0.166020813,0.185572446,0.211357189,0.198228468,0.196110334,0.184415757,0.152208734,0.156003447,0.16807852,0.174530624,0.174583816,0.183790585,0.193915967,0.207157065,0.216368791,0.229632101,0.252677867,0.278442435,0.301934372,0.322254088,0.347306156,0.380523122,0.409856124,0.439261673,0.459368373,0.483569356,0.52851876,0.576150483,0.617626115,0.669513225,0.704122621,0.725727226,0.750383066,0.777649601,0.80309603,0.787398726,0.767505598,0.681260653,0.688884544,0.654820783,0.752175386,0.81833641,0.830554665,0.886216137,0.877968292,0.883914448,0.856554793,0.938922414,0.97101483,1.058257847,1.183854896,1.222175765,1.018994351,0.902414327,0.882677197
Philippines,Oil Consumption,12.879721,121.774017,PHL,Total Asia Pacific,0.178872784,0.195145067,0.220081495,0.251336116,0.26936058,0.306276348,0.35545121,0.348848169,0.409381704,0.382748937,0.41287675,0.424219588,0.463366987,0.47785751,0.493094199,0.462399645,0.43466195,0.418280472,0.43748853,0.358104372,0.318386759,0.334741811,0.388650202,0.418978131,0.47023106,0.491564503,0.47625342,0.586082203,0.604901184,0.638999418,0.719375868,0.751950859,0.808902736,0.817132738,0.77456832,0.714992145,0.711037336,0.674078065,0.670717965,0.690187679,0.641359038,0.576912768,0.59946069,0.573655139,0.596284701,0.623581205,0.589453001,0.609941842,0.639414377,0.678634175,0.773354745,0.830591676,0.889386532,0.894102382,0.912749483,0.74835709
Singapore,Oil Consumption,1.352083,103.819836,SGP,Total Asia Pacific,0.17222935,0.196868069,0.236596061,0.293993129,0.289021055,0.313813738,0.272346134,0.341109916,0.321394047,0.316788057,0.309496045,0.367029774,0.368366885,0.379152141,0.404371723,0.401531478,0.461902328,0.449548854,0.476185098,0.500559829,0.510342141,0.591851092,0.622184034,0.719993872,0.821238887,0.981298159,0.998586901,1.033706053,1.11938958,1.287958066,1.345592269,1.358790277,1.431966814,1.452517883,1.437458788,1.532369151,1.648875717,1.604037779,1.491107619,1.653215251,1.748719327,1.876557202,2.03653608,2.165227586,2.335875067,2.565151879,2.680830793,2.669288674,2.685538731,2.755291305,2.910701648,3.024581675,3.101132552,3.135702874,3.048237437,2.934099699
South Korea,Oil Consumption,36.61375976,127.7174212,KOR,Total Asia Pacific,0.054448505,0.081523233,0.141325715,0.208942844,0.28357501,0.354207518,0.400046261,0.417574678,0.51400635,0.530956594,0.601826473,0.67561783,0.804995906,0.920512472,1.035663376,1.025937154,1.015728403,1.008246229,1.054911847,1.059445169,1.120030029,1.220043278,1.282551394,1.533434851,1.752054984,2.123678451,2.582451454,3.125070476,3.431454832,3.766663125,4.109672019,4.397333352,4.833993195,3.912937882,4.199181584,4.301075949,4.304364087,4.389029249,4.429043312,4.391488077,4.409736058,4.411019434,4.531736548,4.317810887,4.374646558,4.478373917,4.507423204,4.645047815,4.642604474,4.621253152,4.835494329,5.216114904,5.270399852,5.224221925,5.164292916,4.903856142
Sri Lanka,Oil Consumption,7.873054,80.771797,LKA,Total Asia Pacific,0.019743792,0.020220189,0.020709832,0.021205259,0.021696495,0.043386409,0.039511733,0.04316436,0.044979039,0.035631066,0.034478234,0.034213223,0.036305603,0.042232685,0.043449877,0.043802612,0.051705111,0.057952238,0.063407379,0.053416387,0.049079436,0.049198215,0.05606397,0.054438377,0.051882931,0.055426232,0.058527674,0.068854379,0.06693166,0.074141107,0.080297564,0.098018471,0.106297433,0.11351832,0.123884064,0.146730192,0.144217992,0.151963098,0.151028948,0.150250051,0.170584753,0.177993294,0.188993268,0.171746423,0.180970114,0.179859718,0.191628696,0.198681601,0.167720836,0.187661342,0.180480849,0.21218807,0.227820908,0.227276425,0.245187718,0.205987286
Taiwan,Oil Consumption,23.69781,120.960515,TWN,Total Asia Pacific,0.092477424,0.109399597,0.129934315,0.154967343,0.185577542,0.222861613,0.31194194,0.33757677,0.430649962,0.386579119,0.447989831,0.579245865,0.640774982,0.750932373,0.754523635,0.783965657,0.69015704,0.778671069,0.806170621,0.767009502,0.759053338,0.837226887,0.879004288,1.016198366,1.136589055,1.176271799,1.23878672,1.275704423,1.36961749,1.435576436,1.569075029,1.571942711,1.615445544,1.698840998,1.819985284,1.859026919,1.924655504,1.947421145,2.015247645,2.114661035,2.116885453,2.116496538,2.190467534,2.066882673,2.033910228,2.12020382,1.958884748,1.943016934,1.993153384,2.055412431,2.10807313,2.11811646,2.092493792,2.088122808,1.984088797,1.889314599
Thailand,Oil Consumption,15.870032,100.992541,THA,Total Asia Pacific,0.099706859,0.117689274,0.130622947,0.172182549,0.186478949,0.217091016,0.241676547,0.303381831,0.321157718,0.326952039,0.354469555,0.373214707,0.419328417,0.470008065,0.476170497,0.495644997,0.473050333,0.430065381,0.481710641,0.502024338,0.476446267,0.496709578,0.543455606,0.614953789,0.722717278,0.867602783,0.927035482,1.043194178,1.205985389,1.345139696,1.46682849,1.621370745,1.63307686,1.495007334,1.593876171,1.488751309,1.463696486,1.634914666,1.810848782,1.992118716,2.00419003,1.96495279,1.988695797,1.924264454,2.009192413,2.073773231,2.162492515,2.264568535,2.344728047,2.347895117,2.444230958,2.536907386,2.603692057,2.612860411,2.624744767,2.388191271
Vietnam,Oil Consumption,14.058324,108.277199,VNM,Total Asia Pacific,0.064841545,0.141711437,0.207548706,0.211730747,0.255901062,0.265300697,0.224436185,0.232378063,0.228187176,0.139270384,0.132846,0.034645535,0.03432119,0.041606775,0.048075589,0.083891538,0.072988535,0.074199872,0.084888368,0.08298435,0.08437221,0.093844336,0.109524761,0.114598825,0.10608941,0.124885925,0.121683077,0.13296722,0.16999952,0.18844054,0.207392962,0.2391064,0.273089745,0.30097505,0.330698665,0.35732363,0.387384734,0.425472775,0.453731377,0.540729827,0.529127977,0.519374799,0.578942626,0.612267896,0.61759437,0.668223327,0.726673882,0.742126224,0.756383759,0.779191535,0.870062942,0.930773055,0.974317562,1.037096362,1.10396111,0.977265109
Canada,Gas Consumption,56.130366,-106.346771,CAN,Total North America,0.78006321,0.854009595,0.90690192,1.00987479,1.12858677,1.24681869,1.3307949,1.49686137,1.59184467,1.60912683,1.6616934,1.6764381,1.7583912,1.7751933,1.8022824,1.7909667,1.7378172,1.8403443,1.7549622,1.9480149,2.043361674,1.966514355,1.99032876,2.190510351,2.368012536,2.295376029,2.311238583,2.449993068,2.599494039,2.691103203,2.7810684,2.8280961,2.8838034,2.8352619,3.0308904,3.2119461,3.0255192,3.1487949,3.2322528,3.1615119,3.1816872,3.1530213,3.3610005,3.3553161,3.2589495,3.3125724,3.6404577,3.5929899,3.8140146,3.9727098,3.9763377,3.8319642,3.9710016,4.191165,4.2423921,4.054863917
Mexico,Gas Consumption,23.634501,-102.552784,MEX,Total North America,0.29032879,0.306408306,0.263507429,0.282931513,0.35089392,0.358830061,0.372940231,0.398806816,0.441885384,0.464929309,0.473005228,0.463877738,0.489594946,0.615811124,0.747556756,0.802861697,0.870449662,0.9358432,0.965512987,0.966902014,0.991002631,0.881717928,0.897275649,0.912946231,0.892671252,0.965430645,1.01650014,1.016621472,1.019754307,1.083708025,1.104848427,1.12601857,1.131746231,1.205244095,1.216471466,1.292878933,1.302858872,1.478477679,1.602338569,1.728789135,1.897644081,2.098378209,2.053489675,2.159876822,2.34607684,2.377603441,2.54910567,2.651535732,2.800622389,2.838544108,2.908184984,2.989081322,3.097207128,3.153089371,3.167038673,3.106562929
US,Gas Consumption,37.09024,-95.712891,USA,Total North America,14.97314197,16.13792204,17.03947824,18.24053399,19.63478524,20.69516986,21.33549433,21.55307238,21.37665449,20.63608979,18.94151764,19.3190047,18.92502395,18.99138517,19.62323206,19.2145855,18.75106349,17.43015551,16.35204943,17.46566014,16.81034607,15.75433412,16.74987776,17.51767651,18.61279283,18.61419247,19.02230063,19.6686348,20.15790957,20.63189183,21.5273861,21.92003273,22.05113619,21.6784472,21.75346262,22.62206373,21.62368854,22.3240037,21.67884222,21.7665987,21.42694742,21.11679961,22.46897914,22.6400824,22.23461209,23.33496423,23.69558918,24.77242001,25.45282216,26.0013764,26.76886179,26.96756184,26.63972106,29.58174019,30.57255601,29.95270004
Argentina,Gas Consumption,-38.416097,-63.616672,ARG,Total S. & Cent. America,0.1484424,0.16076592,0.16811802,0.18719847,0.18649827,0.2107602,0.22752999,0.25532793,0.29054799,0.30752784,0.31509,0.3546513,0.3704058,0.3602529,0.3704058,0.4036653,0.4218705,0.4792869,0.5153472,0.5486067,0.5605101,0.605673,0.6060231,0.7079022,0.7436124,0.7103529,0.7233066,0.7821234,0.8258859,0.8489925,0.9449199,1.0842597,0.9991854,1.0681551,1.1329236,1.1626821,1.0884609,1.0597527,1.2106458,1.3251285,1.414404,1.463418,1.5376392,1.5547941,1.506080098,1.515146996,1.578232393,1.643911536,1.656996803,1.661579246,1.679492458,1.735560403,1.738801028,1.753352629,1.676141022,1.581474945
Brazil,Gas Consumption,-14.235004,-51.92528,BRA,Total S. & Cent. America,0.001848318,0.002161449,0.002443378,0.002582243,0.002721474,0.002919645,0.00459844,0.006313731,0.00722612,0.013904807,0.015109161,0.017408381,0.021714857,0.028576022,0.031313188,0.036605044,0.032846002,0.046933287,0.063465775,0.073867008,0.092662221,0.107953859,0.120508331,0.121311233,0.12437686,0.113238489,0.117722187,0.13335838,0.156220657,0.170610126,0.188297807,0.20745896,0.225449701,0.23627348,0.280369639,0.349362189,0.44230298,0.522585071,0.584902512,0.695609414,0.724576165,0.762112141,0.784858911,0.923791877,0.744070097,0.992764053,0.989403299,1.172755198,1.38177982,1.463597073,1.545715471,1.335163768,1.354753021,1.292068716,1.286400557,1.156254115
Chile,Gas Consumption,-35.675147,-71.542969,CHL,Total S. & Cent. America,0.02224008,0.0232254,0.02058615,0.017595,0.02315502,0.02311983,0.0235773,0.0214659,0.01685601,0.01755981,0.01991754,0.02174742,0.02238084,0.02090286,0.02473857,0.0253368,0.02494971,0.02582946,0.02787048,0.0285039,0.02846871,0.0260406,0.02526642,0.03550671,0.05538906,0.0594711,0.070040977,0.078343402,0.081122532,0.078242918,0.074977214,0.07619976,0.103677728,0.143176,0.195582175,0.252505908,0.286205461,0.288637992,0.312259918,0.338940654,0.327879278,0.303420595,0.178851722,0.099545357,0.100617178,0.20663114,0.210114558,0.190830157,0.191253024,0.158361523,0.173674284,0.212986828,0.20212549,0.202920086,0.234470137,0.220392142
Colombia,Gas Consumption,4.570868,-74.297333,COL,Total S. & Cent. America,0.0322245,0.0336105,0.04158,0.04237695,0.046275075,0.0449757,0.0468162,0.0571869,0.059256,0.0616527,0.0581121,0.0619362,0.0693171,0.0858627,0.0925974,0.1021374,0.1102842,0.1189125,0.1316151,0.1307007,0.1311561,0.1334547,0.1354905,0.1360017,0.1298124,0.1347102,0.138897,0.1366767,0.1419003,0.1403874,0.149301,0.1623699,0.204264,0.2371905,0.2048724,0.206489065,0.213803752,0.215952534,0.206999278,0.220853521,0.232068394,0.243528562,0.257818832,0.26190412,0.301655509,0.31482496,0.306538972,0.340772316,0.377181197,0.409826227,0.403622258,0.435476239,0.445176106,0.475564233,0.484071972,0.501333818
Ecuador,Gas Consumption,-1.831239,-78.183406,ECU,Total S. & Cent. America,0,0,0,0,0,0.00251208,0.00251208,0.003642516,0.0020934,0.0041868,0.0052335,0.004772952,0.003056364,0.0031401,0.002260872,0.001758456,0.002847024,0.003684384,0.004563612,0.006573276,0.00669888,0.006657012,0.006196464,0.007243164,0.005735916,0.0094203,0.011555568,0.011597436,0.013355892,0.012057984,0.011639304,0.01235106,0.011262492,0.011471832,0.010801944,0.011764908,0.011974248,0.004767146,0.00831908,0.019364036,0.019881716,0.021723911,0.019685911,0.017956494,0.021163281,0.022280481,0.020187229,0.02696287,0.030642543,0.031411874,0.029557196,0.031907127,0.029636533,0.02546042,0.022753833,0.019649378
Peru,Gas Consumption,-9.189967,-75.015152,PER,Total S. & Cent. America,0.013167,0.01375605,0.01285515,0.01431045,0.01458765,0.01431045,0.01708245,0.0164241,0.0160776,0.0165627,0.0204435,0.022176,0.022020075,0.0230076,0.0212751,0.022869,0.0262647,0.027564075,0.0181566,0.0245322,0.0191268,0.020287575,0.0201663,0.01902285,0.016129575,0.015436575,0.0144837,0.01306305,0.01375605,0.0143451,0.01389465,0.01410255,0.00835065,0.01417185,0.01424115,0.011971575,0.0128205,0.0153153,0.01812195,0.029799,0.052558924,0.061511191,0.092707176,0.117698045,0.120371975,0.195257426,0.226543854,0.247025663,0.241296037,0.267538938,0.275152739,0.305759,0.269709692,0.288908534,0.295605628,0.253809435
Trinidad & Tobago,Gas Consumption,10.691803,-61.222503,TTO,Total S. & Cent. America,0.0411399,0.0483255,0.0533376,0.0559638,0.0562464,0.068830992,0.067086,0.0693387,0.0665928,0.0608391,0.0552951,0.0622377,0.0731574,0.0873369,0.0902754,0.101997,0.1123542,0.1365525,0.1414701,0.1482336,0.1517472,0.1552842,0.1644966,0.1893393,0.1897011,0.1966815,0.199265957,0.19255684,0.216119296,0.24752599,0.265727597,0.300038568,0.325596112,0.325596112,0.333998592,0.353269457,0.392198782,0.422305958,0.486723661,0.535339266,0.589511101,0.693941576,0.707220996,0.689691718,0.687184988,0.746643121,0.737327543,0.72849548,0.732802701,0.738363198,0.705771732,0.61000096,0.660575816,0.625491006,0.629039378,0.544369494
Venezuela,Gas Consumption,6.42375,-66.58973,VEN,Total S. & Cent. America,0.27064908,0.28379592,0.31096872,0.32099868,0.33034932,0.3080916,0.29858112,0.29678292,0.36559404,0.38637324,0.37578384,0.46585368,0.50851098,0.51312636,0.57470472,0.59162778,0.59482458,0.63468468,0.6249744,0.691308,0.69232698,0.76219704,0.74273652,0.76035888,0.78073848,0.87774138,0.87520392,0.86381532,0.93222684,0.98603298,1.09893996,1.18805076,1.2319668,1.29212658,1.0953036,1.11584304,1.18253628,1.13548338,1.00795104,1.1350638,1.09566324,1.25802072,1.341614021,1.256384056,1.231806572,1.125605398,1.199750111,1.24606191,1.163008818,1.224957578,1.333376489,1.340594422,1.389793959,1.138287583,0.920743871,0.675052203
Austria,Gas Consumption,47.516231,14.550072,AUT,Total Europe,0.063103129,0.067755723,0.064914061,0.069224291,0.083984965,0.101872808,0.117023928,0.126467109,0.139000317,0.150667092,0.150485828,0.171396405,0.174673216,0.181685659,0.180145319,0.173066315,0.164966752,0.159678954,0.162925414,0.1814036,0.194369776,0.188716554,0.196868802,0.188586105,0.202535351,0.222965652,0.236391089,0.232136043,0.244124825,0.251105379,0.274165777,0.291819168,0.281252578,0.288746249,0.294939462,0.281538555,0.298375059,0.29334733,0.322666986,0.325772415,0.342997432,0.322315228,0.304952235,0.326467975,0.317948899,0.346061236,0.325505041,0.310469097,0.295216601,0.270395121,0.28685142,0.30031885,0.326514739,0.312729081,0.320415877,0.306990685
Belgium,Gas Consumption,50.503887,4.469936,BEL,Total Europe,0.002646,0.0047754,0.0181998,0.0442764,0.091206,0.1431063,0.1973331,0.2488086,0.2990601,0.3504843,0.3463011,0.3658014,0.3598902,0.3568482,0.3898989,0.3730734,0.3440898,0.2868705,0.2981115,0.3076218,0.3091104,0.277542,0.3060594,0.3020616,0.3356793,0.3445146,0.3674808,0.3787245,0.3963348,0.4052736,0.4482918,0.4983147,0.4753611,0.5207184,0.5560569,0.5589459,0.5521536,0.5699709,0.6071967,0.618768,0.6081651,0.6260004,0.6306849,0.6264522,0.63266637,0.698544,0.594864,0.60264,0.595188,0.520668,0.5705964,0.5828112,0.590814,0.6074676,0.625806,0.61193448
Bulgaria,Gas Consumption,42.733883,25.48583,BGR,Total Europe,0.00202581,0.00302211,0.00919917,0.01408104,0.01464561,0.01321758,0.0103554,0.0069768,0.007029,0.0153162,0.0406755,0.0711387,0.0907758,0.0968409,0.1036062,0.1331694,0.1448613,0.1603008,0.1684422,0.177102,0.1931688,0.1918278,0.2139228,0.2078082,0.2139237,0.226863,0.1915902,0.1696365,0.1578447,0.1579059,0.1905813,0.1947033,0.1553301,0.1299654,0.1126026,0.1226457,0.1031013,0.0914148,0.0965988,0.0943155,0.1175904,0.1211652,0.1221084,0.1221165,0.0873495,0.0962019,0.1101402,0.1026441,0.0991584,0.0985014,0.1080126,0.1125018,0.1156914,0.1088253,0.1019115,0.1051434
Croatia,Gas Consumption,45.1,15.2,HRV,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918819,0.0850896,0.0882018,0.0931266,0.0876204,0.080982,0.0907461,0.0940671,0.0904248,0.091683,0.0925038,0.09693,0.0992412,0.0986463,0.102306,0.0989366,0.0978452,0.1124278,0.1089734,0.1006196,0.110211,0.10761,0.1010378,0.0955366,0.08454856,0.08716432,0.09087672,0.10438801,0.09597012,0.10073312,0.104404095
Czech Republic,Gas Consumption,49.817492,15.472962,CZE,Total Europe,0.0154458,0.0161649,0.0194175,0.0239445,0.0262584,0.028845,0.035838,0.0389178,0.042741,0.0521109,0.0596592,0.0658665,0.0748548,0.0838764,0.0941067,0.1084005,0.108747,0.1151919,0.1351503,0.1438569,0.1766286,0.1866456,0.2036016,0.2048985,0.2114559,0.2197107,0.2120031,0.2428218,0.2481543,0.2423871,0.2743029,0.3156732,0.3210795,0.3217689,0.3234978,0.3140163,0.3362904,0.324981,0.3283371,0.3260637,0.3225276,0.3179259,0.3030678,0.3003417,0.2848806,0.3378555,0.2850858,0.2870514,0.2908323,0.2588328,0.2714202,0.2937591,0.3014919,0.2873817,0.2996982,0.3046455
Denmark,Gas Consumption,56.26392,9.501785,DNK,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052542,0.00424089,0.02416932,0.04308444,0.05468121,0.06669081,0.07108182,0.07577307,0.087464932,0.09196636,0.103346349,0.115480957,0.133719135,0.157517799,0.164588078,0.177472736,0.186097234,0.183669663,0.191933532,0.193744639,0.195873035,0.194941055,0.187220096,0.190738467,0.170962607,0.171777958,0.164980522,0.186623227,0.156505124,0.146170412,0.13787217,0.118419776,0.119133094,0.121149118,0.11578368,0.11235549,0.104320002,0.083662641
Estonia,Gas Consumption,58.69807177,-25.8872705,EST,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037750442,0.034309292,0.037171239,0.040033186,0.040033186,0.0511749,0.0513855,0.0300429,0.0148914,0.0213867,0.0243882,0.0268956,0.0261342,0.024804,0.024111,0.0277173,0.029745,0.0249426,0.0284715,0.0324288,0.0334809,0.0338355,0.0336348,0.0322596,0.0219861,0.0235512,0.0210717,0.0228348,0.0232326,0.0182358,0.0163476,0.0179307,0.017599653,0.018012862,0.016777994,0.015431387
Finland,Gas Consumption,61.92411,25.748151,FIN,Total Europe,0,0,0,0,0,0,0,0,0,0.016,0.026478,0.031026,0.031554,0.034356,0.034234,0.032204,0.025625,0.024204,0.023473,0.026884,0.034112,0.0413,0.05462,0.058752,0.07704,0.090756,0.095652,0.099324,0.102636,0.113292,0.117648,0.123082,0.121098,0.138731,0.138888,0.141876,0.153936,0.152856,0.1692,0.163008,0.149148,0.159408,0.147456,0.15077,0.134568,0.14868,0.130032,0.115002,0.106944,0.095604,0.082363,0.072276,0.065967,0.075646,0.0733,0.070474
France,Gas Consumption,46.227638,2.213749,FRA,Total Europe,0.180169183,0.190067406,0.217221316,0.259763391,0.30186179,0.343905301,0.407611817,0.481995888,0.56533142,0.590253306,0.658332013,0.707231702,0.738306885,0.787606204,0.872553613,0.906191118,0.920581191,0.884780115,0.942488999,0.961171212,1.028849411,1.034694895,1.046937601,1.0417005,1.019331893,1.0899126,1.1939985,1.191564,1.2186531,1.1633409,1.2383217,1.3685274,1.3120893,1.3989411,1.4263614,1.4974686,1.5720624,1.5693939,1.6461657,1.6809309,1.7176527,1.6588998,1.6113933,1.6699122,1.6103187,1.7843202,1.548685263,1.599994621,1.625153533,1.364700619,1.467063525,1.603077825,1.611565163,1.542181841,1.571833524,1.463842225
Germany,Gas Consumption,51.165691,10.451526,DEU,Total Europe,0.111512425,0.13402772,0.172759135,0.283931064,0.404338946,0.575055105,0.759689036,0.983607688,1.268389991,1.586753709,1.674516541,1.77223888,1.882048825,2.017523653,2.230120814,2.198624938,2.102179459,1.950701322,2.028036465,2.117884835,2.093369126,2.087282761,2.263021236,2.227865028,2.280088595,2.29278,2.409094,2.381857,2.520408,2.566538,2.798545,3.131676,2.991721,3.019141,3.010287,2.985285,3.148135,3.14326,3.181391,3.197558,3.250117771,3.312248274,3.190903051,3.222022691,3.039484379,3.170565,2.910986,2.919962,3.059076,2.660221,2.77033,3.055851,3.158585,3.090626,3.192735,3.115638835
Greece,Gas Consumption,39.074208,21.824312,GRC,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030366,0.0028944,0.0031842,0.0029925,0.0040995,0.00468,0.0056133,0.005661,0.0057834,0.0057132,0.0052794,0.0038934,0.0019917,0.0018369,0.0020637,0.0071595,0.029322596,0.052573342,0.070566753,0.069641166,0.0748985,0.084672699,0.093077029,0.093717,0.1104948,0.139924123,0.145896489,0.122513194,0.134264193,0.165563573,0.152165441,0.134304933,0.102393685,0.110569967,0.1439208,0.1735668,0.16994124,0.18656892,0.20528316
Hungary,Gas Consumption,47.162494,19.503304,HUN,Total Europe,0.0489501,0.0606825,0.0778851,0.0980244,0.1166976,0.1308708,0.1362798,0.1470951,0.1746729,0.1860318,0.2066517,0.2481381,0.2674071,0.2928285,0.3093201,0.3337911,0.3414276,0.3565755,0.3554847,0.3620358,0.369603,0.3920481,0.3892185,0.3849777,0.3922128,0.373172,0.370042,0.325296,0.350056,0.353506,0.384134,0.428622,0.40649,0.409314,0.414705,0.404309,0.448433,0.452616,0.497645,0.490368,0.506349,0.479672,0.44819,0.442161,0.383171,0.410955,0.392887,0.350639,0.326885,0.292306,0.313584,0.336104,0.357629,0.346407,0.354384,0.366408
Ireland,Gas Consumption,53.41291,-8.24389,IRL,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994455,0.0290367,0.043659,0.06406785,0.0693,0.07342335,0.0756063,0.05332635,0.05311845,0.06372135,0.072262575,0.078586236,0.080512164,0.079632936,0.090476748,0.092025864,0.097929252,0.111243276,0.116267436,0.117565344,0.125729604,0.144151524,0.150347988,0.154325448,0.153195012,0.152943804,0.145575036,0.165252996,0.17940438,0.187945452,0.178399548,0.196821468,0.17312418,0.168852157,0.160819744,0.155817699,0.157549284,0.177143508,0.180679704,0.187579411,0.191371849,0.190996714
Italy,Gas Consumption,41.87194,12.56738,ITA,Total Europe,0.2654892,0.2898765,0.3166317,0.3718566,0.4082823,0.4404672,0.455031,0.5218065,0.5861997,0.6592869,0.7597143,0.9198747,0.9394326,0.9255375,0.9508824,0.9437895,0.9151155,0.9119259,0.9377541,1.1047509,1.1228427,1.1871954,1.316898,1.4286546,1.5454026,1.6353369,1.7372952,1.7212842,1.7563509,1.6971957,1.8695007,1.9287243,2.002672044,2.156202,2.343603168,2.44362582,2.4503247,2.433703104,2.683194516,2.784305736,2.979703692,2.918115864,2.932420534,2.910654568,2.675432105,2.849396426,2.671778557,2.568836988,2.402655438,2.122977363,2.315355041,2.431650115,2.576836695,2.491706992,2.54846213,2.435819861
Latvia,Gas Consumption,56.98600629,-25.98243782,LVA,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075977876,0.079453097,0.082638717,0.08899292,0.08899292,0.092468142,0.08899292,0.050833628,0.031788053,0.031788053,0.038125221,0.034939602,0.034939602,0.039522124,0.037852655,0.045842257,0.047665044,0.05430885,0.054019248,0.059623894,0.057920354,0.059862389,0.057920354,0.056727876,0.052026106,0.06204292,0.054649558,0.051378761,0.05062365,0.04549545,0.0458766,0.04750515,0.04306995,0.04937625,0.04722795,0.03863475
Lithuania,Gas Consumption,55.56514803,-23.92632337,LTU,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146850832,0.147162452,0.153706468,0.160250483,0.170066507,0.195891998,0.202783471,0.115848756,0.062655462,0.072486068,0.084945985,0.090815879,0.083836483,0.073432285,0.075902497,0.086428112,0.089878036,0.090870307,0.098569832,0.098322811,0.103702849,0.102765006,0.121086443,0.108689328,0.091339229,0.104335056,0.113830718,0.11114698,0.090619099,0.086461607,0.08653554,0.07710714,0.080239896,0.080592732,0.077657616,0.084977424
Luxembourg,Gas Consumption,49.61682412,6.124983395,LUX,Total Europe,0,0,0,0,0.0001053,0.000262622,0.000527537,0.004220294,0.008440589,0.011342041,0.01313109,0.015034799,0.015826104,0.017408714,0.01820002,0.01601993,0.012397115,0.010286968,0.009759431,0.010550736,0.011555359,0.011292737,0.012868468,0.013393712,0.015232064,0.017933317,0.018646148,0.019434013,0.020184361,0.020334431,0.023237685,0.025491947,0.026121115,0.026375108,0.027358063,0.028107906,0.0312462,0.0446661,0.0452142,0.0500688,0.049248165,0.051513517,0.048083522,0.04577103,0.046576577,0.050098694,0.043218993,0.044005398,0.037258454,0.035301256,0.032193861,0.029689266,0.029020115,0.028622278,0.028640117,0.026385572
Netherlands,Gas Consumption,52.132633,5.291266,NLD,Total Europe,0.054,0.103,0.182,0.306,0.451,0.635,0.83,1.08,1.201,1.278,1.333,1.384,1.389,1.392,1.386,1.267,1.206,1.152,1.232,1.309,1.38,1.376,1.42,1.284,1.317,1.325,1.4785,1.4397,1.4807,1.43,1.4689,1.6279,1.5253,1.5062,1.4716,1.4757,1.5055,1.4903,1.5006,1.5364,1.4924,1.4331,1.397,1.454,1.4889,1.6833,1.4734,1.4142,1.408,1.241,1.2269,1.2655,1.299,1.276,1.3327,1.3161
