Country,Consumption,Latitude,Longitude,iso_alpha,Continent,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,Oil Consumption,52.132633,5.291266,NLD,Total Europe,1.065256337,1.155158762,1.180680101,1.273529229,1.389014568,1.544512768,1.525641211,1.701967316,1.756535969,1.505971619,1.484948511,1.671150364,1.603869956,1.638660381,1.765590521,1.651231672,1.536724598,1.34304374,1.272724185,1.256424771,1.27132515,1.409640509,1.419739443,1.506405512,1.486412512,1.542671307,1.480859128,1.554810639,1.536289359,1.52659954,1.610909308,1.61055553,1.673094292,1.692960496,1.725456781,1.750256914,1.834986997,1.843383125,1.846110214,1.931117263,2.049922465,2.041461274,2.100672526,1.997555399,1.908280157,1.943746082,1.967245049,1.867937814,1.774854029,1.693411397,1.653105676,1.705903543,1.64121856,1.682301025,1.642442144,1.514915475
North Macedonia,Oil Consumption,42.12066355,-21.42254912,MKD,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045867337,0.041062681,0.044232955,0.047580244,0.036957524,0.034759137,0.05284534,0.04429978,0.039869325,0.039871944,0.040566757,0.033233481,0.03752713,0.036311051,0.036994733,0.038093664,0.04006424,0.043464942,0.039198722,0.041014772,0.039500295,0.040927531,0.039556025,0.03860653,0.038304703,0.041066819,0.046090114,0.043866127,0.042093582,0.045780548,0.041173387
Norway,Oil Consumption,60.472024,8.468946,NOR,Total Europe,0.217139473,0.245104246,0.253765336,0.28226274,0.310282721,0.349284917,0.345602885,0.361988078,0.367800071,0.334648509,0.346437908,0.383187347,0.377493713,0.419962791,0.417649941,0.40350419,0.375060629,0.360404171,0.353924156,0.367848828,0.385973272,0.413905896,0.412541533,0.387335498,0.391812434,0.377056079,0.348898038,0.359436254,0.379760208,0.387483575,0.38310439,0.410254565,0.415845316,0.416646629,0.413067046,0.382750502,0.434308543,0.420451986,0.434013038,0.424775708,0.423413215,0.433045735,0.430431284,0.424348058,0.428475771,0.437777568,0.430284598,0.420382898,0.435269068,0.413595024,0.418081711,0.398995098,0.39518825,0.411786884,0.392276537,0.373995204
Poland,Oil Consumption,51.919438,19.145136,POL,Total Europe,0.23192913,0.2412307,0.26179332,0.32755709,0.3602809,0.38103695,0.404009248,0.453447888,0.503023145,0.529728892,0.576622076,0.636488141,0.681106731,0.728365927,0.742670452,0.733496494,0.687730115,0.649357419,0.671211559,0.688951569,0.70047644,0.72353745,0.732890325,0.750747706,0.745574072,0.683118424,0.645118231,0.589575321,0.608172347,0.641354963,0.649632279,0.75892676,0.790980065,0.899571229,0.942326617,0.866272961,0.846286722,0.862554616,0.876109575,0.936209252,0.968219239,1.049571625,1.08648623,1.11482613,1.102556754,1.162978351,1.158374087,1.114866292,1.036718142,1.040710835,1.088260886,1.195972661,1.29801943,1.331425872,1.357115971,1.282290283
Portugal,Oil Consumption,39.399872,-8.224454,PRT,Total Europe,0.109906248,0.11265312,0.124286767,0.133332579,0.139927025,0.19330237,0.219332908,0.238573815,0.262275157,0.279557085,0.292780443,0.306680171,0.303425166,0.314465841,0.336346311,0.360046014,0.381639867,0.399638793,0.40334032,0.402498179,0.389964456,0.41566392,0.403847055,0.422876712,0.532439791,0.48978439,0.510884602,0.563070804,0.531865409,0.530712904,0.598849816,0.569832182,0.610575572,0.669350585,0.692846614,0.679362285,0.678317917,0.70051727,0.656820911,0.666606025,0.68826204,0.609417134,0.618406377,0.59770901,0.553677099,0.541673942,0.508801121,0.463299273,0.478317801,0.486417621,0.482086231,0.491454098,0.489701675,0.486933377,0.502253241,0.410952773
Romania,Oil Consumption,45.943161,24.96676,ROU,Total Europe,0.30440307,0.31729449,0.35955504,0.37919973,0.42273641,0.45815974,0.465443375,0.49683079,0.558908563,0.514625664,0.585093337,0.652791711,0.705248113,0.784352562,0.834346056,0.789808929,0.708018624,0.697507973,0.6231944,0.596531785,0.637847688,0.683636143,0.753502073,0.706205488,0.728203085,0.79206481,0.657471029,0.538357945,0.510372689,0.473543025,0.571697792,0.548124571,0.573295152,0.502634288,0.399244156,0.419467208,0.447018329,0.450891441,0.400353547,0.458829717,0.443675569,0.43781177,0.438837424,0.436411295,0.388345308,0.370409137,0.380542868,0.383047567,0.349515405,0.375094657,0.381344217,0.399292774,0.417987645,0.429628616,0.445512993,0.438330234
Slovakia,Oil Consumption,48.17856255,-17.37553815,SVK,Total Europe,0.097369556,0.107463348,0.119567279,0.132130303,0.141745501,0.170342716,0.187589142,0.205199351,0.230739159,0.236587767,0.260997375,0.275899483,0.28866751,0.298722887,0.303605398,0.282360146,0.278444272,0.2550527,0.249702225,0.265479763,0.263604322,0.255141191,0.249663609,0.244038607,0.241882736,0.210215451,0.184653445,0.167985492,0.1390215,0.14399548,0.139965434,0.145993298,0.145809188,0.163334582,0.148085348,0.147114074,0.136304863,0.151879331,0.143337549,0.136850317,0.163998195,0.145932132,0.154025735,0.166105697,0.156142631,0.16363043,0.161011065,0.149268453,0.149452913,0.138611063,0.149980822,0.156055609,0.175600842,0.178054485,0.169263728,0.159812091
Slovenia,Oil Consumption,46.151241,14.995463,SVN,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072598058,0.070194364,0.068127921,0.081917658,0.088640369,0.096099938,0.111021939,0.111109951,0.106527892,0.107005706,0.101413869,0.105737132,0.102712329,0.104079998,0.107488634,0.109161722,0.114351778,0.112879648,0.130955465,0.111419721,0.111837371,0.111411075,0.109093914,0.103168739,0.102030693,0.100508543,0.107874381,0.110468829,0.113554468,0.108237275,0.084698116
Spain,Oil Consumption,40.463667,-3.74922,ESP,Total Europe,0.598972917,0.708600324,0.858528384,0.911882162,1.038172501,1.184348682,1.303595892,1.374532674,1.651058749,1.730668943,1.799657132,2.041301699,1.927277615,1.98463836,2.103503922,2.227206117,2.15654011,2.038633106,2.0427513,1.926651479,1.854794633,1.837722676,1.929948033,1.975966365,2.070644348,2.00376005,2.047135245,2.294488576,2.1884152,2.298760306,2.445350541,2.51130337,2.609415493,2.828157985,2.926544074,2.965019544,3.089348763,3.114871988,3.18857559,3.26378549,3.29191908,3.313754241,3.33826902,3.222595887,3.023513019,2.942352233,2.80798991,2.624644305,2.46700605,2.460566005,2.543482841,2.628761937,2.642350077,2.693005455,2.695423121,2.205669098
Sweden,Oil Consumption,60.128161,18.643501,SWE,Total Europe,0.826931689,0.93476403,0.931609378,1.053756581,1.128654191,1.228111514,1.154905521,1.185426351,1.211730525,1.088346571,1.085344878,1.196734191,1.160389811,1.400621762,1.507847201,1.330654204,1.196848035,1.112644748,0.967170931,0.924142068,0.990799273,1.058201875,0.913638392,0.855230078,0.821589768,0.819864457,0.706401623,0.744082071,0.731275528,0.774548706,0.736502106,0.787645321,0.739216067,0.833975443,0.801369391,0.691586803,0.703483024,0.71439056,0.765460049,0.732929764,0.733839205,0.739926633,0.722219865,0.682055261,0.656359196,0.655121689,0.60740149,0.598422491,0.59067223,0.578100362,0.566902141,0.585303854,0.581433981,0.553230208,0.591654907,0.545053381
Switzerland,Oil Consumption,46.818188,8.227512,CHE,Total Europe,0.346966449,0.368885046,0.398996861,0.442557567,0.481258118,0.539343335,0.572326442,0.586762173,0.631496936,0.561984851,0.540416781,0.561658261,0.564569017,0.578949014,0.554891039,0.554471651,0.513087764,0.484767466,0.530404534,0.513461956,0.522540773,0.571853428,0.53865289,0.540219481,0.518375104,0.555471926,0.56502893,0.572897038,0.536809659,0.554765831,0.514080342,0.532526461,0.56025428,0.567162475,0.550347543,0.533830589,0.571304883,0.541511404,0.52699543,0.524435439,0.533888926,0.547180795,0.493585151,0.52610713,0.534416278,0.495977597,0.481065044,0.490087496,0.512981456,0.459878343,0.465610131,0.440008558,0.450852963,0.434550757,0.444152201,0.369394444
Turkey,Oil Consumption,38.963745,35.243322,TUR,Total Europe,0.15115948,0.180418001,0.211852094,0.25453196,0.283171389,0.300017103,0.355641492,0.40315117,0.491599659,0.478336866,0.528331149,0.596793181,0.675764084,0.723868354,0.644736647,0.657726045,0.648105192,0.693640329,0.729422609,0.725891234,0.760352157,0.823480142,0.929304535,0.987632755,0.930695927,0.988218733,0.962900362,1.017239212,1.165534039,1.114509894,1.249732788,1.305257893,1.285565329,1.283250947,1.277286547,1.33861507,1.245615592,1.331741294,1.312489082,1.341976258,1.324866474,1.377389418,1.402330643,1.383200898,1.407803315,1.372349563,1.342877291,1.410923322,1.508742396,1.551942546,1.847951869,1.977108799,2.074144147,2.001438832,2.006250136,1.821827847
Ukraine,Oil Consumption,49.03256983,-31.17505696,UKR,Total Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.735627392,2.745009048,2.853968186,2.620821749,2.504907385,2.778631632,2.663629898,1.706584686,1.22806346,1.061565286,1.100918481,0.683330712,0.790491695,0.723147897,0.544718708,0.512560262,0.565397862,0.574265627,0.59409921,0.59756534,0.612828721,0.628484133,0.649368025,0.62242117,0.605446733,0.569260353,0.567898662,0.575147449,0.532837794,0.480913551,0.426828177,0.445412623,0.456902845,0.470543513,0.475263851,0.451904741
United Kingdom,Oil Consumption,55.378051,-3.435973,GBR,Total Europe,3.188590372,3.416097011,3.67120273,3.886185113,4.177224724,4.423624054,4.447029855,4.715317776,4.840203091,4.495918654,3.932062448,3.909031669,3.941763598,4.043731323,4.08000919,3.488846264,3.23017229,3.267356918,3.1419761,3.862232099,3.355793013,3.363461415,3.270849922,3.479410751,3.556793165,3.602596059,3.585802671,3.625860385,3.64405932,3.605999486,3.563833052,3.652565775,3.547595669,3.533662737,3.484325141,3.437178641,3.428980426,3.405914992,3.431625309,3.523619401,3.646107092,3.614098477,3.497783069,3.416920721,3.247539397,3.197476166,3.143806051,3.0530927,3.002302105,2.999027178,3.082846961,3.183306897,3.188331889,3.145571992,3.082758749,2.385954274
Azerbaijan,Oil Consumption,40.37218247,-47.99440631,AZE,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349867972,0.366542535,0.34497687,0.353315703,0.344524376,0.361421382,0.34848406,0.33955009,0.338599467,0.310172486,0.279637919,0.251179281,0.239049665,0.251544577,0.241159293,0.267358699,0.170173227,0.156670078,0.182158899,0.196463174,0.229674641,0.205605288,0.193877494,0.155000506,0.144540166,0.142691239,0.174893662,0.182916749,0.199094909,0.195458972,0.198366849,0.197045922,0.198799588,0.208355104,0.20768989,0.182059435
Belarus,Oil Consumption,53.22505931,-28.06449163,BLR,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066825259,1.260427047,1.246702479,1.207688937,1.130856865,1.045720747,1.011214854,0.861451352,0.613968396,0.498162807,0.452012462,0.444488742,0.388297084,0.367536265,0.336993802,0.330536905,0.322234004,0.33491434,0.341896954,0.341337714,0.318042408,0.371073046,0.339104677,0.336259074,0.388771748,0.313526347,0.35619243,0.435802952,0.300298949,0.340504987,0.290766704,0.285889469,0.285273668,0.315074032,0.300437896,0.275645559
Kazakhstan,Oil Consumption,47.97919679,-67.16447093,KAZ,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888796379,0.809594252,0.782478267,0.785705533,0.801774821,0.922778383,0.930949803,0.86971819,0.67178704,0.52668934,0.51482583,0.435266158,0.437931977,0.363988836,0.30016318,0.331972575,0.33181625,0.339002824,0.369835511,0.39232626,0.402312213,0.460700345,0.499438612,0.499232912,0.405812366,0.418673755,0.554838288,0.592633737,0.603621493,0.616832409,0.734206246,0.689407216,0.769590044,0.811855941,0.76225402,0.752159885
Russian Federation,Oil Consumption,61.87817188,-94.65763783,RUS,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57062225,10.69689252,10.78436172,10.69924253,10.89884057,10.74467568,10.47052337,9.998907258,8.337703773,7.365734373,6.42761937,5.542233881,5.496867174,5.265507868,5.383137894,5.276902076,5.433918565,5.242370115,5.433067343,5.356117625,5.380597421,5.618627504,5.611551408,5.779896168,5.545736497,5.774766371,6.156559148,6.262298489,6.295988287,6.601006495,6.342857622,6.480802152,6.457907428,6.562507267,6.71621511,6.388477935
Turkmenistan,Oil Consumption,39.06564821,-59.08747704,TKM,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207357687,0.150954655,0.15079616,0.150687159,0.150534042,0.197340663,0.220701416,0.212627556,0.122355497,0.122949506,0.113000299,0.131435793,0.12862211,0.165029384,0.180138273,0.173523803,0.165695571,0.189278556,0.215769327,0.215496283,0.216464707,0.210694879,0.221448722,0.227238454,0.217655728,0.240617614,0.250688954,0.261251316,0.269710608,0.282209539,0.284176118,0.282112788,0.282555228,0.284721689,0.291279589,0.276574913
Uzbekistan,Oil Consumption,42.04885918,-64.06189671,UZB,Total CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496451092,0.508940455,0.482558466,0.595027797,0.568544542,0.472997687,0.453728959,0.363264571,0.380368519,0.32419927,0.284049167,0.28127213,0.298435089,0.287676675,0.298719902,0.29880517,0.29784019,0.296357467,0.289357929,0.263701303,0.225521451,0.224772532,0.215398884,0.21671599,0.19869408,0.186076394,0.159375512,0.153953477,0.167665488,0.151038103,0.152085737,0.157873759,0.164617536,0.180678647,0.188079248,0.162891587
Iran,Oil Consumption,32.427908,53.688046,IRN,Total Middle East,0.29498293,0.322864271,0.357139611,0.394100846,0.43043735,0.465106847,0.509927926,0.567570815,0.68127089,0.791852428,0.928510657,1.052370396,1.22097357,1.224542514,1.288516244,1.189025047,1.183026157,1.288364663,1.568449542,1.697918915,1.866200514,1.721869012,1.795810323,1.801005732,1.931909246,1.991560284,2.111567321,2.270301631,2.490134795,2.572138911,2.529533379,2.654885858,2.729415542,2.649823718,2.708156542,2.792560298,2.879078455,2.903791354,2.917020565,3.056062828,3.276556038,3.570963774,3.596665827,3.706941261,3.599876111,3.367827891,3.433443081,3.538611206,3.771379727,3.498853863,3.087275445,3.072502779,3.125979431,3.27005446,3.53119849,3.311109436
Iraq,Oil Consumption,33.223191,43.679291,IRQ,Total Middle East,0.055541128,0.060099448,0.065059985,0.070517481,0.076224521,0.103074896,0.110501227,0.136854466,0.13270871,0.131763663,0.131814434,0.164515613,0.192055058,0.180184529,0.217184746,0.291419308,0.312631799,0.325823118,0.370778919,0.404748876,0.474309,0.50629648,0.524557395,0.573849247,0.640249322,0.638899343,0.47117563,0.739277058,1.030354639,1.179219394,1.146339307,1.199859443,1.441019485,0.967877687,0.704324612,0.938698216,1.08232878,1.020877856,0.960980071,1.04235389,0.989025625,1.011535219,0.96818967,0.957886098,1.087549928,1.159190836,1.277576045,1.363283676,1.461587425,1.388465439,1.397737596,1.545399538,1.475863968,1.453875663,1.468417775,1.28889805
Israel,Oil Consumption,31.046051,34.851612,ISR,Total Middle East,0.164646046,0.171733743,0.179011943,0.186669056,0.194680269,0.202974268,0.211687685,0.221117376,0.233985334,0.238651336,0.246126203,0.260040985,0.271869863,0.289934079,0.318031313,0.340250296,0.346174879,0.335215428,0.316877435,0.295278705,0.278663549,0.289007632,0.32349253,0.356765559,0.365948112,0.378570199,0.388476875,0.408129045,0.423067756,0.468529863,0.526659902,0.527195339,0.494938832,0.528322678,0.563242306,0.578816702,0.53459412,0.529321744,0.541306962,0.508009798,0.523101662,0.503738501,0.531001454,0.51601581,0.466714368,0.482332367,0.509169105,0.598709346,0.443184586,0.422115442,0.448963004,0.458376537,0.503667124,0.49418243,0.502684073,0.422853757
Kuwait,Oil Consumption,29.31166,47.481766,KWT,Total Middle East,0.223056208,0.216977192,0.21107674,0.205402143,0.199909152,0.194601698,0.191407651,0.206394426,0.195109746,0.178403664,0.138574203,0.164125645,0.158816769,0.171228797,0.192033823,0.165778439,0.231158753,0.259235917,0.286923527,0.303156715,0.290358314,0.301008233,0.295582359,0.284449137,0.279109,0.186075613,0.148934511,0.204426958,0.175258457,0.216790199,0.224671535,0.218343963,0.241150518,0.362949142,0.416624849,0.434674277,0.446596495,0.518692629,0.633922625,0.717435833,0.782075113,0.731550557,0.73794845,0.781442511,0.807995906,0.910784377,0.881635734,0.879659588,0.895434747,0.919315677,0.875366305,0.844548718,0.88234982,0.877920368,0.829962174,0.760942856
Oman,Oil Consumption,21.512583,55.923255,OMN,Total Middle East,0.019050981,0.019873001,0.020735214,0.021682377,0.02258616,0.023621453,0.05569741,0.06363798,0.05535329,0.05086038,0.04645691,0.05348303,0.051523808,0.049021025,0.050701417,0.038151145,0.037485351,0.055980898,0.043205171,0.070153541,0.061240666,0.043562227,0.049493916,0.045235761,0.058937715,0.08779416,0.144187998,0.127316695,0.121702169,0.106499923,0.117199666,0.112866471,0.099336461,0.099819377,0.127617446,0.136241734,0.151948574,0.177697113,0.170402491,0.166452398,0.185542995,0.193221855,0.186364062,0.252565958,0.241086465,0.275529602,0.290871497,0.315557276,0.363808766,0.374131417,0.376276895,0.38524295,0.456471602,0.467829029,0.483511967,0.421814824
Qatar,Oil Consumption,25.3182235,-51.20661467,QAT,Total Middle East,0.002061839,0.002059192,0.003116978,0.004030791,0.004681584,0.004046174,0.00388619,0.004625589,0.006004857,0.008200366,0.009771472,0.013454065,0.017749291,0.017354918,0.018789718,0.015481655,0.02273818,0.025249553,0.02761959,0.032525065,0.034556452,0.043347497,0.042442558,0.04639936,0.048871878,0.049077582,0.042632353,0.04921008,0.052444487,0.0604859,0.058558707,0.064289517,0.077800112,0.082569962,0.078175846,0.076416241,0.087308902,0.098964776,0.115935398,0.143085988,0.15817003,0.204061192,0.225924266,0.273974099,0.267486452,0.285889283,0.363350441,0.384520338,0.458529769,0.483178633,0.569666694,0.596307913,0.535887474,0.549666192,0.603116354,0.451364749
Saudi Arabia,Oil Consumption,23.885942,45.079162,SAU,Total Middle East,0.824887978,0.83196574,0.839043502,0.846210771,0.853453869,0.890978229,0.901643034,0.963516842,1.022041272,1.071765971,0.819057071,0.954007398,1.103943627,1.193055228,1.442261832,1.179137934,1.416692665,1.575689169,1.751432483,1.952632955,1.984081668,1.962932324,2.077696991,2.137768446,2.064402953,2.195629326,2.298014087,2.226172703,2.240893158,2.711755583,2.599815106,2.687968291,2.734268461,2.908033152,3.011509171,3.102064572,3.283868364,3.393318571,3.594374937,3.881965634,3.894843018,4.068946308,4.330523821,4.790101536,5.21865079,5.735288032,6.02575175,6.338314995,6.356301028,6.984925869,7.242314026,7.161210919,6.991651987,6.603893801,6.665647548,6.511209694
United Arab Emirates,Oil Consumption,23.7479278,-54.10908829,ARE,Total Middle East,0.003076319,0.003283348,0.003528921,0.003940967,0.004379131,0.005096128,0.00601391,0.00790254,0.0123322,0.01708384,0.02762715,0.04059085,0.0600354,0.066251921,0.090181381,0.216671098,0.235371131,0.26062555,0.261009986,0.298050427,0.370668717,0.448415023,0.49097552,0.58905905,0.618416812,0.648288713,0.800378778,0.805979437,0.835129277,0.875705885,0.875406614,0.845911522,0.85934305,0.856117354,0.835194007,0.825483371,0.815604911,0.846827001,0.937604018,1.013139743,1.054001627,1.134328083,1.214093667,1.276321385,1.246815831,1.337333738,1.436927628,1.509397465,1.676934111,1.668442885,1.816423431,1.972130386,1.950735124,1.936911262,1.858838394,1.511705944
Algeria,Oil Consumption,28.033886,1.659626,DZA,Total Africa,0.055458907,0.072981739,0.068191312,0.072602285,0.076701348,0.087651651,0.098784181,0.108437091,0.118441242,0.131557827,0.146270403,0.168183837,0.190103377,0.196588601,0.235147022,0.238328748,0.256763062,0.272064304,0.305612716,0.338407223,0.347593691,0.352876515,0.356761886,0.357021355,0.37417198,0.402521817,0.39826003,0.40065356,0.398717556,0.381783225,0.371312218,0.354319487,0.35151631,0.362371493,0.356034045,0.371276927,0.384391202,0.426230027,0.443426825,0.463488589,0.483168186,0.503444595,0.563003987,0.611697227,0.648483946,0.653802898,0.692019551,0.735822964,0.768874986,0.79893055,0.85013454,0.826429865,0.811843617,0.825616073,0.853211144,0.724517464
Egypt,Oil Consumption,26.820553,30.802498,EGY,Total Africa,0.293017652,0.314423978,0.25676149,0.26855913,0.19936319,0.257997316,0.266680074,0.304748592,0.286459259,0.315937449,0.349246125,0.413058715,0.441489806,0.456112979,0.500182112,0.559053198,0.644970931,0.733497747,0.804866601,0.870274587,0.884476858,0.887074298,0.93762614,0.932745139,0.967005159,0.991405407,0.97426627,0.935358896,0.875487045,0.914175965,0.991356326,1.047947015,1.106374627,1.164282418,1.191098206,1.165533763,1.100643676,1.087810694,1.125086909,1.082367537,1.257518179,1.196978089,1.282698919,1.344417939,1.446338648,1.524582277,1.427772073,1.492768968,1.51326894,1.626616558,1.684846357,1.723591899,1.595260222,1.471983492,1.481989927,1.331921549
Morocco,Oil Consumption,31.791702,-7.09262,MAR,Total Africa,0.041565474,0.059447389,0.065311801,0.07167292,0.077584267,0.081206931,0.085703673,0.091187922,0.109059296,0.116930539,0.121044096,0.132179972,0.14905098,0.159862636,0.181301028,0.183680497,0.180637053,0.190121898,0.192066209,0.199740232,0.198901371,0.195449173,0.195388773,0.20885504,0.229212183,0.237234227,0.237492568,0.280233641,0.285078003,0.30992806,0.293491292,0.276686396,0.2942609,0.291624209,0.321325682,0.30053731,0.301094218,0.313331064,0.313502821,0.362216699,0.393603298,0.399142906,0.417301355,0.460020518,0.464840177,0.517026476,0.551659858,0.555086335,0.561465588,0.534905348,0.522809752,0.535386746,0.566862967,0.553342738,0.561613474,0.498685914
South Africa,Oil Consumption,-30.559482,22.937506,ZAF,Total Africa,0.242489485,0.263484501,0.28717103,0.312155991,0.343170587,0.371880732,0.40645848,0.443023686,0.488769443,0.476271399,0.505996996,0.511631162,0.506657461,0.532142595,0.504323569,0.518659786,0.562012577,0.569683672,0.575510016,0.626603677,0.612143523,0.590912736,0.625106339,0.688587624,0.713443705,0.720366167,0.726316243,0.750109453,0.780381614,0.814440647,0.868538435,0.894625966,0.909370115,0.92323056,0.935930458,0.951473901,0.971936558,0.99699166,1.032923403,1.071692549,1.073587786,1.094443566,1.116891156,1.059209157,1.038809611,1.084488336,1.097209814,1.125335987,1.14522273,1.12923769,1.245974144,1.195200828,1.192399381,1.189240176,1.17432444,1.01643686
Australia,Oil Consumption,-25.274398,133.775136,AUS,Total Asia Pacific,0.720069691,0.770571187,0.84379596,0.919025956,0.944813246,1.044703518,1.099960433,1.11972008,1.194814635,1.266246588,1.25317627,1.280957347,1.341362727,1.371408097,1.389293293,1.323963405,1.304705968,1.284657022,1.152300521,1.191524197,1.198082976,1.181329357,1.212011658,1.267103183,1.319458292,1.349494501,1.305434989,1.333969007,1.375386937,1.424121018,1.539999004,1.580455468,1.605808257,1.605492883,1.642154288,1.641533691,1.645507243,1.663109329,1.656935698,1.696664567,1.71879389,1.775450663,1.804309779,1.808809845,1.76391944,1.785224589,1.877592638,1.94427918,2.004203525,2.008887877,1.994945802,2.002764224,2.093915496,2.126678494,2.10853268,1.829798728
Bangladesh,Oil Consumption,23.684994,90.356331,BGD,Total Asia Pacific,0,0,0,0,0,0,0.02928705,0.035708464,0.040349178,0.041974432,0.049074462,0.053095951,0.052282102,0.055656437,0.061604412,0.06944761,0.071614589,0.070636759,0.063170981,0.06365539,0.071059554,0.076591754,0.075403748,0.075543342,0.082591032,0.080020162,0.074242299,0.082815346,0.092769005,0.096684591,0.125472549,0.128183338,0.147156975,0.162200712,0.144661857,0.142155806,0.169800245,0.170511887,0.17674713,0.166785921,0.16784228,0.16964266,0.160414086,0.162981474,0.152393471,0.169779213,0.219392666,0.234138488,0.229224246,0.257371973,0.272396108,0.298116807,0.333811865,0.381724781,0.376472019,0.331442457
China,Oil Consumption,35.86166,104.195397,CHN,Total Asia Pacific,0.464625131,0.596879679,0.589294243,0.644524472,0.864159589,1.195363974,1.625679653,1.870907397,2.282339126,2.624662865,2.894681627,3.309071023,3.495750171,3.87589276,3.88547828,3.642195797,3.457462976,3.423307738,3.498880142,3.628066667,3.798933314,4.041266396,4.295000034,4.617369719,4.835414864,4.79364599,5.182803963,5.637172605,6.230410229,6.314832011,6.840611304,7.498329652,8.183790291,8.407348336,8.946610053,9.58009319,9.795123334,10.57682994,11.77748805,13.75225909,13.99238836,15.02990807,15.77175317,16.08886888,16.69435234,18.99195977,19.68237788,20.63238843,21.53850779,22.38586168,24.23754067,25.06293317,26.20255486,27.06434853,27.93503714,28.4992396
China Hong Kong SAR,Oil Consumption,22.32789401,114.1798757,HKG,Total Asia Pacific,0.089537479,0.098254951,0.117735314,0.128587174,0.152572535,0.164654804,0.173684331,0.198010437,0.205634407,0.210514007,0.198206328,0.233992562,0.252728606,0.262651333,0.268979181,0.274941232,0.291607699,0.284189216,0.253068228,0.234540191,0.220540096,0.215544191,0.211428433,0.242530962,0.25864804,0.271748819,0.271692125,0.348729329,0.363218598,0.387546427,0.414811558,0.406463947,0.40230117,0.385991638,0.410700623,0.427999153,0.508806693,0.556078974,0.559593287,0.659014441,0.594394177,0.642454163,0.688570807,0.624054561,0.708065523,0.765492017,0.770778753,0.738497949,0.754415439,0.715476685,0.784370354,0.812439678,0.917589471,0.929641295,0.869358549,0.612330595
India,Oil Consumption,20.593684,78.96288,IND,Total Asia Pacific,0.529182477,0.590938854,0.609696821,0.683175224,0.820543802,0.81680921,0.875996868,0.944579726,0.997052672,0.97755466,1.001134204,1.055731296,1.134158528,1.232548258,1.330101921,1.356538236,1.460359023,1.521562816,1.599670602,1.717441312,1.863488863,1.959334061,2.022360406,2.219402852,2.403981523,2.498609581,2.541963929,2.679071645,2.707354106,2.909760163,3.244866145,3.501940882,3.743480521,4.008626962,4.401284156,4.612453993,4.626079888,4.721883425,4.810127615,5.09118408,5.177318763,5.469157487,5.842442086,6.136988343,6.456516439,6.597250126,6.91277919,7.331102974,7.384543913,7.588125558,8.200635679,8.99290503,9.258794557,9.67692741,9.987814748,9.021226027
Indonesia,Oil Consumption,-0.789275,113.921327,IDN,Total Asia Pacific,0.26115704,0.251512074,0.242650076,0.256677499,0.274802693,0.2915736,0.302197772,0.32682128,0.390148403,0.407591079,0.467454114,0.503627898,0.593848263,0.655393793,0.714848094,0.799896054,0.89301678,0.928136134,0.910131263,0.958373611,0.943742399,1.027337455,1.067624735,1.122655951,1.188709023,1.364567257,1.447539481,1.561506355,1.64092036,1.684412514,1.794807178,1.912573914,2.118256775,2.018970945,2.112083342,2.353854651,2.43240053,2.470261133,2.500408649,2.669270855,2.646295683,2.52265329,2.67545719,2.675538232,2.728165803,2.899045972,3.161384548,3.325416592,3.291242529,3.24604492,3.051396673,2.962844162,3.150194156,3.220996359,3.164484885,2.807061132
Japan,Oil Consumption,36.204824,138.252924,JPN,Total Asia Pacific,3.649573112,4.158211325,5.104686088,5.925596727,7.016165381,8.268148304,9.127223076,9.751317416,11.19984524,10.78487299,10.17760564,10.58501381,10.86929502,11.24337267,11.36083137,10.21324579,9.654501374,8.995088664,8.995419855,9.516172355,9.034967362,9.125131927,9.169420639,9.859854865,10.2462574,10.6673876,10.78496921,11.02973714,10.80164579,11.41787099,11.84562712,11.93055987,11.80066343,11.38054586,11.56971695,11.40608678,11.06524174,10.98956504,11.24883978,10.95381635,10.78464814,10.39831078,10.07631059,9.702475511,8.695478585,8.782134743,8.783283161,9.369877545,8.950824038,8.500041637,8.160829803,7.937386835,7.821398131,7.58122477,7.321669219,6.494134802
